"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_fdensity300_s_Log";"e3_bw";0;-0,0496461188092878;-0,0674134477947012;0,0480377146769122;-0,143798309475647;0,0445060718570712;-0,175585341963224;0,00380274086012544;-1,03348211177807;0,301378337552578;FALSE;100;"5";"Childhood"
"hs_landuseshan300_s_None";"e3_bw";0;-0,00546100316638983;0,0061039119536096;0,0243207183304435;-0,0531287351722021;0,0422067288394225;-0,0336300770446557;0,0508023433020311;-0,224541195378839;0,822336215863523;FALSE;100;"5";"Childhood"
"hs_popdens_s_Sqrt";"e3_bw";0;0,0241053786006592;0,0342602867253667;0,0304060171309093;-0,0354893198892309;0,0837000770905494;-0,0104100720736864;0,107527634362839;0,792783168439212;0,427904164583221;FALSE;100;"5";"Childhood"
"h_Absorbance_Log";"e3_bw";0;0,025827976189862;0,0134798464364854;0,0300664582442459;-0,0331011991115374;0,0847571514912613;-0,047297019382812;0,0696743728480163;0,859029553133512;0,390324211438961;FALSE;100;"5";"Childhood"
"h_Benzene_Log";"e3_bw";0;-0,0668279249787884;-0,0712657769704444;0,0325658317644191;-0,13065578236364;-0,00300006759393655;-0,127761089698347;-0,00151655109266903;-2,05208715263964;0,0401611932808788;TRUE;100;"5";"Childhood"
"h_NO2_Log";"e3_bw";0;0,0400546097950663;0,0637864859834268;0,0402240478555998;-0,0387830753143249;0,118892294904458;-0,0137889144285794;0,142112469064752;0,995787642727013;0,319353335650118;FALSE;100;"5";"Childhood"
"h_PM_Log";"e3_bw";0;-0,0404446640488975;-0,0351564362658219;0,0249158256394872;-0,0892787849473721;0,00838945684957711;-0,0762069691634742;0,0220718298957894;-1,62325200995145;0,10453554378368;FALSE;100;"5";"Childhood"
"h_TEX_Log";"e3_bw";0;0,0149692073051792;0,0151366057091678;0,0201428251390672;-0,0245100045142805;0,0544484191246389;-0,0182723096261859;0,0549977384523264;0,743153316470303;0,457388863283404;FALSE;100;"5";"Childhood"
"hs_KIDMED_None";"e3_bw";0;0,0410812506221704;0,0343609116788842;0,0275360333562201;-0,0128883830331146;0,0950508842774553;-0,0258971273656252;0,076500438727446;1,4919088051181;0,135723054062833;FALSE;100;"5";"Childhood"
"hs_mvpa_prd_alt_None";"e3_bw";0;-0,0183728790239895;-0,00984102554099286;0,0398450970811189;-0,0964678342634846;0,0597220762155055;-0,0742359866674217;0,078865270147448;-0,461107648616968;0,644721374505745;FALSE;100;"5";"Childhood"
"hs_sd_wk_None";"e3_bw";0;-0,0236205017796942;-0,00858194457438751;0,0232823189985221;-0,0692530084933702;0,0220120049339817;-0,0434142835326589;0,04670289508271;-1,01452530485445;0,310332161061739;FALSE;100;"5";"Childhood"
"hs_dif_hours_total_None";"e3_bw";0;-0,0334634551689116;-0,0423835683538529;0,0291420093209119;-0,0905807438750294;0,0236538335372062;-0,101462580015335;-0,000518992501274369;-1,14828922056856;0,250849187586713;FALSE;100;"5";"Childhood"
"hs_as_c_Log2";"e3_bw";0;0,0487848762688329;0,0511357298670133;0,0338379590261708;-0,017536304732804;0,11510605727047;-0,0313769414575795;0,109461825817857;1,44172041319342;0,149381262552315;FALSE;100;"5";"Childhood"
"hs_cd_c_Log2";"e3_bw";0;-0,0107391754029676;-0,00295227989474949;0,0171895538820618;-0,0444300819221194;0,0229517311161842;-0,0316637793968785;0,0432861546094136;-0,624750093961106;0,532135089721055;FALSE;100;"5";"Childhood"
"hs_co_c_Log2";"e3_bw";0;0,0103557156826978;-0,00045312952339385;0,020980613189666;-0,0307655305426135;0,051476961908009;-0,0499375089967473;0,0311638831401483;0,49358498672472;0,621599305803717;FALSE;100;"5";"Childhood"
"hs_cs_c_Log2";"e3_bw";0;0,0196972893472223;0,0189455276178674;0,0259422524290181;-0,0311485910914999;0,0705431697859445;-0,0340800411818456;0,0712546269654145;0,759274446238509;0,447688400430056;FALSE;100;"5";"Childhood"
"hs_cu_c_Log2";"e3_bw";0;-0,00745814913591672;-0,00839224060973976;0,0221134837235167;-0,0507997808067221;0,0358834825348887;-0,0569521723590856;0,0267587145798725;-0,337267037123839;0,735915606042003;FALSE;100;"5";"Childhood"
"hs_hg_c_Log2";"e3_bw";0;-0,0501876653669378;-0,0597893283275626;0,0390525299897477;-0,126729217652014;0,0263538869181382;-0,129986869784572;0,0291455215471258;-1,28513224060293;0,198746076896572;FALSE;100;"5";"Childhood"
"hs_mn_c_Log2";"e3_bw";0;-0,0252912017562341;-0,0316512431826518;0,0256632028766096;-0,0755901551223337;0,0250077516098655;-0,0714229965586739;0,0181472958672644;-0,985504493645466;0,324376325244161;FALSE;100;"5";"Childhood"
"hs_mo_c_Log2";"e3_bw";0;-0,0328509260302551;-0,0396607820476296;0,0270937148231322;-0,0859536312909931;0,0202517792304831;-0,0956384304925114;0,00257531913846844;-1,21249250037161;0,225323911663619;FALSE;100;"5";"Childhood"
"hs_pb_c_Log2";"e3_bw";0;-0,0122562152189285;-0,00253144837207476;0,0209654636557274;-0,0533477689033377;0,0288353384654808;-0,0376108615110713;0,0434042694318822;-0,584590706897162;0,5588229578451;FALSE;100;"5";"Childhood"
"hs_hum_mt_hs_h_None";"e3_bw";0;0,0606474846892918;0,0576651248872568;0,0427290945760881;-0,0231000017718466;0,14439497115043;-0,0355227818218709;0,125395786943671;1,41934869650225;0,155797381602613;FALSE;100;"5";"Childhood"
"hs_uvdvf_mt_hs_h_None";"e3_bw";0;0,0399051347456733;0,0230879593680259;0,0339453271325926;-0,0266264838776384;0,106436753368985;-0,038726399328043;0,0716874800515033;1,17557078150407;0,23976643709612;FALSE;100;"5";"Childhood"
"hs_hum_dy_hs_h_None";"e3_bw";0;0,00457587418405227;-0,00941758184576789;0,0282858274752782;-0,0508633289404066;0,0600150773085111;-0,0653180325516699;0,0367436970835379;0,161772682381365;0,871484865950232;FALSE;100;"5";"Childhood"
"hs_hum_wk_hs_h_None";"e3_bw";0;-0,00294274280331728;-0,0117299125031639;0,0384848186015469;-0,0783716012139063;0,0724861156072717;-0,0833640943836622;0,0709976427554001;-0,0764650298546295;0,939049134627293;FALSE;100;"5";"Childhood"
"hs_tm_dy_hs_h_None";"e3_bw";0;-0,0020352765506001;-0,00417386759934518;0,0321395753092133;-0,065027686635071;0,0609571335338708;-0,0647441433957145;0,0610432163695107;-0,0633261806050267;0,949506768490049;FALSE;100;"5";"Childhood"
"hs_uvdvf_wk_hs_h_None";"e3_bw";0;-0,0107795866467242;0,00282395489427336;0,0308795990145669;-0,0713024885723138;0,0497433152788654;-0,061184522515443;0,0691066504666958;-0,349084411414771;0,727025939218922;FALSE;100;"5";"Childhood"
"hs_ndvi100_h_None";"e3_bw";0;0,00238793154998401;0,00859816510326677;0,0273138911562405;-0,0511463113938945;0,0559221744938625;-0,0453825352736415;0,0636290264127292;0,0874255350995066;0,930333273008825;FALSE;100;"5";"Childhood"
"hs_ndvi100_s_None";"e3_bw";0;-0,0179770236023359;0,00148380463932949;0,0391319819138283;-0,094674298797112;0,0587202515924403;-0,0564162340221136;0,065230193742828;-0,459394661939758;0,645950780879443;FALSE;100;"5";"Childhood"
"hs_dde_cadj_Log2";"e3_bw";0;-0,010433988683822;-0,00172834313899722;0,0290527827894613;-0,0673763966018312;0,0465084192341871;-0,0477019348497614;0,0595469974148734;-0,35913904562722;0,719491073213244;FALSE;100;"5";"Childhood"
"hs_ddt_cadj_Log2";"e3_bw";0;0,00244576236385874;-0,00440362651640535;0,0206818300558384;-0,0380898796799626;0,04298140440768;-0,048578080173365;0,0377594690056349;0,118256573874531;0,90586436491515;FALSE;100;"5";"Childhood"
"hs_hcb_cadj_Log2";"e3_bw";0;-0,0243384527529591;-0,0261681853505567;0,040449963387573;-0,103618924168566;0,0549420186626478;-0,103981866110429;0,0470066671210569;-0,601692825275494;0,547378626728787;FALSE;100;"5";"Childhood"
"hs_pcb118_cadj_Log2";"e3_bw";0;-0,0242668396709022;-0,0144059091582243;0,032104170273719;-0,0871898571609328;0,0386561778191284;-0,0672394123431762;0,0528294194153789;-0,755878113777867;0,449722277165867;FALSE;100;"5";"Childhood"
"hs_pcb153_cadj_Log2";"e3_bw";0;-0,0329149840544841;-0,0353242987646731;0,046531003897864;-0,12411407585879;0,0582841077498221;-0,109396740635178;0,0554534028337973;-0,707377475171884;0,479331930905913;FALSE;100;"5";"Childhood"
"hs_pcb170_cadj_Log2";"e3_bw";0;0,00230269877008318;-0,0175353073382149;0,031308076469101;-0,0590600035345807;0,0636654010747471;-0,0868402645020993;0,0357671405689748;0,073549672473676;0,941368718157688;FALSE;100;"5";"Childhood"
"hs_pcb180_cadj_Log2";"e3_bw";0;0,0249179730026727;0,0166768659474547;0,0296381857181536;-0,0331718035720178;0,0830077495773631;-0,0466819213457468;0,0788384067279437;0,84073881038576;0,400494273233309;FALSE;100;"5";"Childhood"
"hs_sumPCBs5_cadj_Log2";"e3_bw";0;0,0666092779225837;0,0825557031506249;0,057319452596422;-0,0457347847799542;0,178953340625122;-0,0321061042034936;0,18415802258701;1,16207107544397;0,245206595386977;FALSE;100;"5";"Childhood"
"hs_pfhxs_c_Log2";"e3_bw";0;0,0282906053238377;0,0251555130161907;0,0268075988390035;-0,0242513229126068;0,0808325335602823;-0,0285259576601171;0,0783120101303506;1,05532037739525;0,291278824545037;FALSE;100;"5";"Childhood"
"hs_pfna_c_Log2";"e3_bw";0;-0,0258404512779657;-0,0180580406695617;0,0286392679760734;-0,0819723850546609;0,0302914824987294;-0,0651784633627199;0,0382320496121485;-0,902273455437271;0,366911622733364;FALSE;100;"5";"Childhood"
"hs_pfoa_c_Log2";"e3_bw";0;0,0288830020473476;0,0294496681310008;0,0249596786393879;-0,0200370691515463;0,0778030732462416;-0,0228146448539713;0,0746942631500108;1,15718645518811;0,24719619038432;FALSE;100;"5";"Childhood"
"hs_pfos_c_Log2";"e3_bw";0;0,00504133638528737;-0,0161890437015305;0,034380791477017;-0,0623437766696476;0,0724264494402223;-0,0756021729244012;0,0292658833546587;0,14663235396013;0,883422214932523;FALSE;100;"5";"Childhood"
"hs_pfunda_c_Log2";"e3_bw";0;0,0144103868778663;0,010268328584031;0,0197167879889904;-0,0242338074713669;0,0530545812270994;-0,0262645692982021;0,0486385967802482;0,73086888624622;0,464859242165259;FALSE;100;"5";"Childhood"
"hs_hm_pers_None";"e3_bw";0;-0,0271357891450063;-0,015223089602697;0,0261783181327631;-0,0784443498610537;0,0241727715710411;-0,0552500938300789;0,0412903683593176;-1,03657496281417;0,299933986719471;FALSE;100;"5";"Childhood"
"hs_trafload_h_pow1over3";"e3_bw";0;-0,0110155205765112;-0,01820090718402;0,0215352276982776;-0,0532237912640047;0,0311927501109822;-0,0576922896203129;0,0206039556816412;-0,511511683593309;0,608992809367903;FALSE;100;"5";"Childhood"
"hs_trafnear_h_pow1over3";"e3_bw";0;-0,0183357462745549;-0,0107293104758825;0,0253228974118106;-0,0679677131859061;0,0312962206367963;-0,0580297887771992;0,0428259434456513;-0,72407773788173;0,469018011035864;FALSE;100;"5";"Childhood"
"FAS_cat_None_Low";"e3_bw";0;-0,138251880518995;-0,15667444763409;0,0820715339014694;-0,299109131121833;0,0226053700838434;-0,319442773474348;-0,000863783982342982;-1,68452901934272;0,0920794760426914;FALSE;100;"5";"Childhood"
"FAS_cat_None_Middle";"e3_bw";0;-0,037423549979036;-0,0559882788252553;0,0468687163627447;-0,129284546051639;0,0544374460935667;-0,144323841677956;0,0220594797586074;-0,798476102682075;0,42459425559607;FALSE;100;"5";"Childhood"
"hs_globalexp2_None_no exposure";"e3_bw";0;-0,0521753352803493;-0,052886688774348;0,0434836802478794;-0,137401782481449;0,0330511119207501;-0,147117515843604;0,0218054557233227;-1,19988315117127;0,230184724451243;FALSE;100;"5";"Childhood"
"hs_no2_dy_hs_h_Log";"hs_asthma";0;-0,0939742872879701;-0,102516054644688;0,0671734926159585;-0,225631913531016;0,0376833389550759;-0,228524261591681;0,0451252786792654;-1,39897872848798;0,161819361940103;FALSE;100;"5";"Childhood"
"hs_no2_yr_hs_h_Log";"hs_asthma";0;-0,136643979246457;-0,135431918189374;0,0502427941532659;-0,235118046269518;-0,0381699122233962;-0,232220260878853;-0,0419462483326024;-2,71967317003954;0,00653464687813576;TRUE;100;"5";"Childhood"
"hs_pm10_dy_hs_h_None";"hs_asthma";0;-0,00749855331942082;-0,0167458979127914;0,0729585677833827;-0,150494718538475;0,135497611899634;-0,155698521361481;0,136021955669281;-0,102778241778051;0,918138974344691;FALSE;100;"5";"Childhood"
"hs_pm10_wk_hs_h_None";"hs_asthma";0;0,025507890057259;0,0232919314770989;0,0815527628887575;-0,13433258804444;0,185348368158958;-0,11787921355635;0,184241929319197;0,312777754593713;0,754449517279413;FALSE;100;"5";"Childhood"
"hs_pm10_yr_hs_h_None";"hs_asthma";0;0,0636092990143343;0,0632535524004579;0,0728525922391153;-0,0791791579547139;0,206397755983383;-0,0617200447608168;0,215560939615869;0,873123344816025;0,3825958507762;FALSE;100;"5";"Childhood"
"hs_pm25_dy_hs_h_None";"hs_asthma";0;-0,0714904789782028;-0,0761096083294683;0,0748815828198556;-0,218255684410473;0,0752747264540675;-0,230703204950537;0,0679810773992103;-0,954713779891501;0,339722459382947;FALSE;100;"5";"Childhood"
"hs_pm25_yr_hs_h_None";"hs_asthma";0;-0,145408916515004;-0,147184517234371;0,0718141585470773;-0,286162080847325;-0,00465575218268333;-0,288358782196612;-0,00528443775419153;-2,024794545489;0,0428884654053291;TRUE;100;"5";"Childhood"
"hs_pm25abs_dy_hs_h_Log";"hs_asthma";0;0,123371812680619;0,127922621416451;0,0832245025192236;-0,0397452148883226;0,28648884024956;-0,026154510562374;0,295064374684497;1,48239771877425;0,138234500617384;FALSE;100;"5";"Childhood"
"hs_pm25abs_wk_hs_h_Log";"hs_asthma";0;-0,0429557593566963;-0,0451624292690886;0,0779488049933661;-0,19573260978163;0,109821091068237;-0,183571538494381;0,114493904573132;-0,551076560575265;0,581581192614727;FALSE;100;"5";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"hs_asthma";0;-0,143286989475479;-0,138947995553152;0,0771007181452802;-0,294401620222402;0,00782764127144361;-0,301595393077842;-0,00474252893241738;-1,85843910306367;0,0631066836833669;FALSE;100;"5";"Childhood"
"hs_accesslines300_h_dic0";"hs_asthma";0;0,20438232773781;0,201485550861989;0,208820347338351;-0,204898032284502;0,613662687760122;-0,174170319812674;0,599384948979462;0,978747187919623;0,327704910100908;FALSE;100;"5";"Childhood"
"hs_accesspoints300_h_Log";"hs_asthma";0;-0,155186035872794;-0,149270973330995;0,0809391205835135;-0,313823797156825;0,00345172541123692;-0,294253198554673;0,00526859556676149;-1,91731803797735;0,0551975397153507;FALSE;100;"5";"Childhood"
"hs_connind300_h_Log";"hs_asthma";0;-0,0614813451664949;-0,0623194665180777;0,0770465296258503;-0,21248976836696;0,0895270780339699;-0,221818803979004;0,0945828660135685;-0,797976826017443;0,424883938323183;FALSE;100;"5";"Childhood"
"hs_fdensity300_h_Log";"hs_asthma";0;0,00528786125196741;0,00372345920944184;0,0910241210588246;-0,173116137747743;0,183691860251677;-0,160729364921997;0,223162865460963;0,058092966902148;0,95367457653279;FALSE;100;"5";"Childhood"
"hs_landuseshan300_h_None";"hs_asthma";0;0,109642569554159;0,115600600268199;0,082707938229274;-0,0524620106107812;0,2717471497191;-0,0349543262425007;0,295465553800886;1,32565956668174;0,184952486020131;FALSE;100;"5";"Childhood"
"hs_popdens_h_Sqrt";"hs_asthma";0;0,000228068287343762;-0,000403611437006296;0,0839141636967637;-0,164240670351112;0,164696806925799;-0,176418348965697;0,161379202663886;0,00271787594961823;0,997831451411413;FALSE;100;"5";"Childhood"
"hs_walkability_mean_h_None";"hs_asthma";0;0,141530620008905;0,135558307518985;0,0875195682861439;-0,0300045817744311;0,313065821792241;-0,043350418773746;0,299374383221902;1,61713114884402;0,105849974422447;FALSE;100;"5";"Childhood"
"hs_accesslines300_s_dic0";"hs_asthma";0;-0,185684954664643;-0,170541618392151;0,208964198953407;-0,595247258671582;0,223877349342297;-0,550232611371749;0,220202163622763;-0,888596973044389;0,374219718445517;FALSE;100;"5";"Childhood"
"hs_accesspoints300_s_Log";"hs_asthma";0;0,00480036559684712;0,0022366397010984;0,0620843520480489;-0,116882728420834;0,126483459614529;-0,122528618618245;0,117787438100806;0,0773200563184097;0,938368936033158;FALSE;100;"5";"Childhood"
"hs_builtdens300_s_Sqrt";"hs_asthma";0;-0,0112285009949051;-0,0069093860263361;0,0832300095731525;-0,174356322191208;0,151899320201398;-0,161511922993354;0,142390274248728;-0,134909283952877;0,892683599128557;FALSE;100;"5";"Childhood"
"hs_connind300_s_Log";"hs_asthma";0;-0,00208065038353295;0,000671247159680324;0,0761720961557547;-0,151375215475734;0,147213914708668;-0,154259476779673;0,144222100647121;-0,0273151257289611;0,978208392782972;FALSE;100;"5";"Childhood"
"hs_fdensity300_s_Log";"hs_asthma";0;-0,0777767889876336;-0,0814936330867837;0,0736267675543461;-0,222082601692254;0,066529023716987;-0,225869302949429;0,0469215289758932;-1,05636566117376;0,290801187990174;FALSE;100;"5";"Childhood"
"hs_landuseshan300_s_None";"hs_asthma";0;-0,0273531311081866;-0,0308275296788027;0,0905548311651591;-0,204837338818004;0,15013107660163;-0,223534810352582;0,127565040657675;-0,3020615328441;0,762605155879394;FALSE;100;"5";"Childhood"
"hs_popdens_s_Sqrt";"hs_asthma";0;0,0360831946715223;0,0361534086684584;0,0611464074719424;-0,0837615617574956;0,15592795110054;-0,0761702284412592;0,166430615310778;0,590111441756892;0,555115938467492;FALSE;100;"5";"Childhood"
"h_Absorbance_Log";"hs_asthma";0;0,144150943442337;0,142323326549068;0,073836294020726;-0,000565533590195982;0,28886742047487;0,00278568959992119;0,276422637867459;1,95230469451614;0,0509020404387252;FALSE;100;"5";"Childhood"
"h_Benzene_Log";"hs_asthma";0;0,131102283562639;0,133090323587412;0,0768631142961231;-0,0195466521973481;0,281751219322626;-0,0161549568520327;0,282759190057399;1,70565927185248;0,0880715368275014;FALSE;100;"5";"Childhood"
"h_NO2_Log";"hs_asthma";0;-0,0515368990201506;-0,0533603915831706;0,0825764595211989;-0,21338378565253;0,110309987612229;-0,242657687263222;0,0859772692273042;-0,624111269954848;0,532554513072262;FALSE;100;"5";"Childhood"
"h_PM_Log";"hs_asthma";0;0,0251771704379711;0,0202167593618826;0,0688030983705725;-0,109674424393118;0,16002876526906;-0,0805461087420086;0,154300770047253;0,365930765245006;0,714416738800798;FALSE;100;"5";"Childhood"
"h_TEX_Log";"hs_asthma";0;-0,0968617425615377;-0,0970737956615132;0,0719939262607127;-0,237967245138167;0,0442437600150916;-0,239625066880484;0,060762588642761;-1,34541547589405;0,17849110029777;FALSE;100;"5";"Childhood"
"hs_KIDMED_None";"hs_asthma";0;-0,146652077694449;-0,145889848696758;0,0646326990532616;-0,273329840062458;-0,0199743153264406;-0,273871853301658;-0,0182960737375457;-2,26900748139264;0,0232678709162745;TRUE;100;"5";"Childhood"
"hs_mvpa_prd_alt_None";"hs_asthma";0;0,0653162445168852;0,058397443098804;0,0932810576780668;-0,117511268971929;0,2481437580057;-0,137270309362591;0,217845591993167;0,700209090063127;0,483796735613278;FALSE;100;"5";"Childhood"
"hs_sd_wk_None";"hs_asthma";0;-0,0543706831045869;-0,0598508945584904;0,0799805466222398;-0,211129673948004;0,10238830773883;-0,212736891092442;0,101553147778748;-0,679798843603656;0,496631838994722;FALSE;100;"5";"Childhood"
"hs_dif_hours_total_None";"hs_asthma";0;-0,247488015272257;-0,254012977549915;0,0786516978356474;-0,401642510353053;-0,0933335201914618;-0,414996803513104;-0,116695037447523;-3,14663283924798;0,00165162217219778;TRUE;100;"5";"Childhood"
"hs_as_c_Log2";"hs_asthma";0;-0,129111779747365;-0,118465887106514;0,0696250510082776;-0,265574372145353;0,00735081265062357;-0,239839644668701;0,00842211992743632;-1,85438686044215;0,0636838332702203;FALSE;100;"5";"Childhood"
"hs_cd_c_Log2";"hs_asthma";0;0,0386814876796045;0,0349945509948465;0,074572276183414;-0,107477487885061;0,18484046324427;-0,101739188111386;0,179755350102628;0,51871137183027;0,603962030370904;FALSE;100;"5";"Childhood"
"hs_co_c_Log2";"hs_asthma";0;-0,105796546940886;-0,106713705392256;0,0601919032029199;-0,22377050937953;0,0121774154977584;-0,227461018742745;0,00186124558486262;-1,75765412474536;0,0788063779788706;FALSE;100;"5";"Childhood"
"hs_cs_c_Log2";"hs_asthma";0;0,00845622952721342;0,0136259483886797;0,0867085756207796;-0,161489455840282;0,178401914894709;-0,160555664836876;0,197547380014051;0,097524719633232;0,922309704366857;FALSE;100;"5";"Childhood"
"hs_cu_c_Log2";"hs_asthma";0;0,00230127311751616;0,00157893590256265;0,0634719942492024;-0,122101549637854;0,126704095872886;-0,129033862729838;0,139163266850834;0,0362565119425892;0,97107782556467;FALSE;100;"5";"Childhood"
"hs_hg_c_Log2";"hs_asthma";0;0,0131678736085442;0,00939734894021208;0,065653323787166;-0,115510276479648;0,141846023696736;-0,117043603079174;0,135131988610111;0,200566747408427;0,841037361398569;FALSE;100;"5";"Childhood"
"hs_mn_c_Log2";"hs_asthma";0;0,191657486676268;0,189055834929994;0,0627293029329189;0,0687103121524442;0,314604661200092;0,0699416602103936;0,29995932524197;3,05531032093919;0,00224827764105387;TRUE;100;"5";"Childhood"
"hs_mo_c_Log2";"hs_asthma";0;0,0101484389608067;0,0117793210500504;0,0876390803105886;-0,16162100208616;0,181917880007774;-0,171983990376742;0,162702413611948;0,115798099715802;0,90781255659179;FALSE;100;"5";"Childhood"
"hs_pb_c_Log2";"hs_asthma";0;-0,0811873509715871;-0,0869460152023475;0,0699382889032416;-0,218263878362298;0,0558891764191237;-0,210490756478857;0,0605149971765854;-1,16084268352502;0,245705881267156;FALSE;100;"5";"Childhood"
"hs_hum_mt_hs_h_None";"hs_asthma";0;0,0380350129955037;0,0496045001786467;0,0670088820656866;-0,093299982497534;0,169370008488541;-0,0592970595723594;0,179212060600739;0,567611513921681;0,570298787208651;FALSE;100;"5";"Childhood"
