"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_walkability_mean_h_None";"e3_bw";0;0,0120154421108464;0,00859875335424093;0,023354317571656;-0,0337581792131103;0,0577890634348031;-0,0297388117651609;0,0636127299735241;0,514484830223811;0,606913063653202;FALSE;100;"3";"Combined"
"hs_accesslines300_s_dic0";"e3_bw";0;-0,178247455304248;-0,151034682591734;0,155249450872025;-0,482530787633039;0,126035877024542;-0,422921539980888;0,15176169008123;-1,14813581821414;0,25091249971367;FALSE;100;"3";"Combined"
"hs_accesspoints300_s_Log";"e3_bw";0;-0,0531165175267745;-0,0538309415156217;0,0265200719054657;-0,1050949033289;-0,00113813172464913;-0,10419208072067;-0,00305197642529894;-2,00287984573026;0,0451901868480813;TRUE;100;"3";"Combined"
"hs_builtdens300_s_Sqrt";"e3_bw";0;-0,0155594473724426;-0,00774713375946287;0,0213813204246656;-0,0574660653466978;0,0263471706018126;-0,0446798963123818;0,0277598253842964;-0,727712183504493;0,466789790661596;FALSE;100;"3";"Combined"
"hs_connind300_s_Log";"e3_bw";0;-0,0302758146686471;-0,03920775353343;0,0367412033317808;-0,102287249947601;0,0417356206103063;-0,118796089448629;0,0237779851462894;-0,824028935450212;0,409923116993994;FALSE;100;"3";"Combined"
"hs_landuseshan300_s_None";"e3_bw";0;-0,0242902474589231;-0,0208307367775169;0,0292569320089884;-0,0816327804946775;0,0330522855768313;-0,0813498398600575;0,0245690452847285;-0,830239050747376;0,406403640410468;FALSE;100;"3";"Combined"
"h_Absorbance_Log";"e3_bw";0;0,0307848933419903;0,0226533064037095;0,0293325169288849;-0,0267057834145355;0,0882755700985162;-0,0370283643178948;0,084403959612266;1,04951421034297;0,293941518448018;FALSE;100;"3";"Combined"
"h_Benzene_Log";"e3_bw";0;-0,0525586034839992;-0,0486632440327262;0,0277472298882211;-0,106942174735666;0,00182496776766738;-0,0970164377396001;0,00824272050668642;-1,89419281476854;0,0581994214976903;FALSE;100;"3";"Combined"
"h_NO2_Log";"e3_bw";0;0,0388096116401196;0,0501347894442004;0,0234688600071289;-0,00718850873206543;0,0848077320123047;0,00797124633741722;0,0909612852604874;1,6536641161237;0,0981957774820836;FALSE;100;"3";"Combined"
"h_PM_Log";"e3_bw";0;-0,0420408823722171;-0,0394305698445478;0,0247063096101589;-0,0904643593990244;0,00638259465459018;-0,0806551482028627;0,0127089618810718;-1,70162533521115;0,0888256250749857;FALSE;100;"3";"Combined"
"h_TEX_Log";"e3_bw";0;0,0177786281288742;0,0151826221011087;0,0270754026127545;-0,0352881858590463;0,0708454421167947;-0,0443684766788241;0,0708015891849439;0,656633933875434;0,511416324035855;FALSE;100;"3";"Combined"
"hs_KIDMED_None";"e3_bw";0;0,0406886623965945;0,0346691047938775;0,0261082467790224;-0,0104825609897732;0,0918598857829623;-0,0205486043697526;0,0836487014887877;1,55846015785661;0,119124205617114;FALSE;100;"3";"Combined"
"hs_mvpa_prd_alt_None";"e3_bw";0;-0,0145484706528273;-0,0160537340404813;0,0271873927891862;-0,0678347813531763;0,0387378400475216;-0,0598037893347582;0,0434019302091102;-0,535118272121113;0,592568075659453;FALSE;100;"3";"Combined"
"hs_sd_wk_None";"e3_bw";0;-0,0332140541029333;-0,0203776035378254;0,0214110129819943;-0,0751788684201617;0,00875076021429509;-0,0618583917953758;0,01412430889455;-1,55126028510957;0,120839320228013;FALSE;100;"3";"Combined"
"hs_dif_hours_total_None";"e3_bw";0;-0,0236432714438941;-0,0423724409624593;0,0334363621693946;-0,0891773370699451;0,0418907941821569;-0,124272920539054;0,0231355760773827;-0,707112553815307;0,479496535122475;FALSE;100;"3";"Combined"
"hs_as_c_Log2";"e3_bw";0;0,0222054694835338;0,0257326471967153;0,0293245163338343;-0,0352695263948379;0,0796804653619056;-0,0351209917850996;0,0761311074803083;0,757232249996684;0,448910732200008;FALSE;100;"3";"Combined"
"hs_co_c_Log2";"e3_bw";0;0,00958802192002935;-5,37691151533253e-05;0,0196389585045283;-0,0289036294427226;0,0480796732827813;-0,0411979369310291;0,0335312288596647;0,488214378467096;0,625398001073272;FALSE;100;"3";"Combined"
"hs_cs_c_Log2";"e3_bw";0;0,0192277146952144;0,0169143895658957;0,0282605351963768;-0,0361619164735106;0,0746173458639395;-0,0409081465463533;0,0669480031086061;0,680373339061165;0,496268097918831;FALSE;100;"3";"Combined"
"hs_cu_c_Log2";"e3_bw";0;-0,00892515351921406;-0,0103852649622209;0,0246280719634313;-0,0571952875762;0,0393449805377719;-0,0694392612439045;0,0306975423237265;-0,362397573487136;0,717054952524098;FALSE;100;"3";"Combined"
"hs_hg_c_Log2";"e3_bw";0;-0,0354035463088352;-0,0389666766654379;0,0309128825099384;-0,0959916826866327;0,0251845900689622;-0,094491516421941;0,0258217374332714;-1,14526836174055;0,252098007630266;FALSE;100;"3";"Combined"
"hs_mn_c_Log2";"e3_bw";0;-0,0278277765865415;-0,0267685679050058;0,0193649411226841;-0,065782363749741;0,010126810576658;-0,0651866359783216;0,00656101124294532;-1,43701839371688;0,15071276716052;FALSE;100;"3";"Combined"
"hs_mo_c_Log2";"e3_bw";0;-0,0559832399466076;-0,0637495256515375;0,0259904722535574;-0,106923629504768;-0,0050428503884475;-0,112012594711903;-0,0176646062662057;-2,15399087020995;0,0312408879018718;TRUE;100;"3";"Combined"
"hs_pb_c_Log2";"e3_bw";0;-0,0346418490429723;-0,0237204146372044;0,0242092136849016;-0,0820910359594136;0,012807337873469;-0,0715465888396286;0,0235446960435713;-1,4309365638165;0,152448396694967;FALSE;100;"3";"Combined"
"hs_hum_mt_hs_h_None";"e3_bw";0;0,0146055095173962;0,0308771123844364;0,0379167026319476;-0,0597098620537362;0,0889208810885287;-0,0487041167705343;0,100638300252805;0,385199885632724;0,700089328072862;FALSE;100;"3";"Combined"
"hs_hum_dy_hs_h_None";"e3_bw";0;0,030964410748708;0,00627568277846208;0,0289907843364046;-0,0258564824342129;0,0877853039316289;-0,0497733468687857;0,067142774345283;1,06807771702213;0,285485456403379;FALSE;100;"3";"Combined"
"hs_hum_wk_hs_h_None";"e3_bw";0;-0,00572677093412822;-0,0172433173803221;0,0414904154449328;-0,0870464909098009;0,0755929490415444;-0,106165963887679;0,0590416641194093;-0,138026357960405;0,890219586278762;FALSE;100;"3";"Combined"
"hs_tm_dy_hs_h_None";"e3_bw";0;0,0153971940129698;0,0166141155325427;0,0271103433039231;-0,037738102471236;0,0685324904971756;-0,0327375667234708;0,0715316715759915;0,567945372006474;0,570072062063189;FALSE;100;"3";"Combined"
"hs_ndvi100_h_None";"e3_bw";0;0,0209316502317899;0,0225680114121238;0,0282065251755728;-0,0343521232413552;0,0762154237049349;-0,0266513978132211;0,0805337120393646;0,742085389869891;0,458035601217799;FALSE;100;"3";"Combined"
"hs_ndvi100_s_None";"e3_bw";0;-0,0346581897730426;-0,0247192572174639;0,0320681921226737;-0,0975106913827941;0,0281943118367089;-0,0758808695305047;0,0438352084914459;-1,08076531537734;0,279801520721803;FALSE;100;"3";"Combined"
"hs_dde_cadj_Log2";"e3_bw";0;0,0218511432604228;0,0227707126701229;0,027245824850682;-0,0315496921760003;0,0752519786968459;-0,0197339099996223;0,0851246421070201;0,801999696473708;0,422553133822619;FALSE;100;"3";"Combined"
"hs_ddt_cadj_Log2";"e3_bw";0;0,00314419678029943;0,00188742276319917;0,0269752318372363;-0,0497262860953019;0,0560146796559008;-0,0447243211436849;0,0620681049345651;0,116558656447179;0,907209801706397;FALSE;100;"3";"Combined"
"hs_hcb_cadj_Log2";"e3_bw";0;-0,0616116302760629;-0,0816206509108289;0,0422221181721;-0,144365461244373;0,0211422006922472;-0,180559232461821;-0,0258042909563721;-1,45922641836513;0,14450279983962;FALSE;100;"3";"Combined"
"hs_pcb118_cadj_Log2";"e3_bw";0;-0,0105024063395755;0,00182984456354225;0,0339204079562361;-0,0769851842747041;0,0559803715955532;-0,0604209690524231;0,0742496450499687;-0,309619104614708;0,756850626378169;FALSE;100;"3";"Combined"
"hs_pcb153_cadj_Log2";"e3_bw";0;-0,0313027197218332;-0,0168701363785966;0,0493625795678902;-0,128051597858891;0,0654461584152243;-0,10075255731897;0,0787268029007186;-0,634138653122481;0,525990339113473;FALSE;100;"3";"Combined"
"hs_pcb170_cadj_Log2";"e3_bw";0;-0,00352549534436479;-0,0254570768787326;0,0352372160616704;-0,072589169740695;0,0655381790519654;-0,105119753084366;0,0320939243994159;-0,10005033706961;0,920304362690511;FALSE;100;"3";"Combined"
"hs_pcb180_cadj_Log2";"e3_bw";0;0,0589809794256441;0,0448705956341268;0,0311991804291192;-0,00216829056259655;0,120130249413885;-0,0138969048734038;0,104776964832058;1,89046566654665;0,0586957082216251;FALSE;100;"3";"Combined"
"hs_sumPCBs5_cadj_Log2";"e3_bw";0;0,00677088910852258;0,02386302023785;0,0488880542174846;-0,0890479364319887;0,102589714649034;-0,0571504029096176;0,124592274528967;0,138497823586953;0,8898469895672;FALSE;100;"3";"Combined"
"hs_pfhxs_c_Log2";"e3_bw";0;0,0299679037177596;0,0290520402104473;0,0304720583760069;-0,0297562332340159;0,0896920406695352;-0,0437397224159783;0,0751134956503622;0,983455182054778;0,325383462890324;FALSE;100;"3";"Combined"
"hs_pfoa_c_Log2";"e3_bw";0;0,0200705887996855;0,0209027366438727;0,023263813358807;-0,0255256475266381;0,065666825126009;-0,0293504217838375;0,0627780689535584;0,862738558383735;0,388281227336618;FALSE;100;"3";"Combined"
"hs_pfos_c_Log2";"e3_bw";0;0,0174016634687024;0,00396416447883392;0,0241971156057628;-0,0300238116483448;0,0648271385857496;-0,0391913305628679;0,0498755399071409;0,719162719731686;0,472040666488572;FALSE;100;"3";"Combined"
"hs_pfunda_c_Log2";"e3_bw";0;0,0108199626063281;0,0122854212717977;0,0204020369890641;-0,0291672951034915;0,0508072203161478;-0,0303479899266745;0,0505629971017724;0,530337368377865;0,595878042251451;FALSE;100;"3";"Combined"
"hs_hm_pers_None";"e3_bw";0;-0,0143659804409178;-0,0114054979831666;0,0217646339964022;-0,0570238792105623;0,0282919183287266;-0,0513309833901944;0,0298108835331441;-0,660060740892431;0,509214851016422;FALSE;100;"3";"Combined"
"hs_trafload_h_pow1over3";"e3_bw";0;-0,0256471804331628;-0,0324859895705006;0,0215009835548523;-0,0677883338328613;0,0164939729665357;-0,0735727039124763;0,00333598188387909;-1,19283754474454;0,232933002960355;FALSE;100;"3";"Combined"
"FAS_cat_None_Low";"e3_bw";0;-0,14203141500274;-0,151395381891693;0,0760051154526271;-0,290998703930697;0,00693587392521819;-0,300424613534987;-0,0198811217873496;-1,86870862779316;0,0616633630080595;FALSE;100;"3";"Combined"
"FAS_cat_None_Middle";"e3_bw";0;-0,0141458804117608;-0,0118473088116649;0,0509759356339708;-0,114056878332575;0,0857651175090539;-0,115015310252325;0,080322517158811;-0,277501143153787;0,78139532816462;FALSE;100;"3";"Combined"
"hs_globalexp2_None_no exposure";"e3_bw";0;-0,0342458764734968;-0,049921539616555;0,0439351465454054;-0,120357181357981;0,0518654284109872;-0,129286864762885;0,0403854234371873;-0,779464259624237;0,435706283227249;FALSE;100;"3";"Combined"
"h_abs_ratio_preg_Log";"hs_asthma";0;-0,0875143845629912;-0,0945074743478806;0,0902654347042345;-0,264431385632143;0,0894026165061603;-0,246941692794396;0,0403655072798569;-0,969522662243222;0,332284478746897;FALSE;100;"3";"Combined"
"h_no2_ratio_preg_Log";"hs_asthma";0;-0,0641575151317008;-0,0651228088074426;0,073741068808895;-0,208687354178625;0,0803723239152232;-0,19917190357809;0,0711285639632826;-0,870037770919342;0,38427976315982;FALSE;100;"3";"Combined"
"h_pm25_ratio_preg_None";"hs_asthma";0;-0,007017410573974;-0,00372541592064547;0,0917742046622652;-0,186891546421822;0,172856725273874;-0,184613628139718;0,174544500135577;-0,0764638669416805;0,939050059789;FALSE;100;"3";"Combined"
"h_accesslines300_preg_dic0";"hs_asthma";0;-0,38122454384871;-0,3700711617873;0,394545247380983;-1,15451901898688;0,392069931289462;-1,10956941735083;0,342260744821793;-0,966237830462548;0,333925186943142;FALSE;100;"3";"Combined"
"h_accesspoints300_preg_Log";"hs_asthma";0;0,0554972051511929;0,0472285397552618;0,0770850730848081;-0,0955867618406689;0,206581172143055;-0,107621249832516;0,190297907348934;0,71994749346784;0,471557324573795;FALSE;100;"3";"Combined"
"h_builtdens300_preg_Sqrt";"hs_asthma";0;0,052107557938851;0,0563555914584328;0,0668175511622501;-0,0788524358743216;0,183067551752024;-0,0636854930924147;0,184292407698086;0,779848363677988;0,435480135114223;FALSE;100;"3";"Combined"
"h_connind300_preg_Sqrt";"hs_asthma";0;0,0878489196654151;0,0834706251470013;0,0752698741440697;-0,0596773227778242;0,235375162108654;-0,0669001194910961;0,223196428354019;1,16711925806158;0,24316221168618;FALSE;100;"3";"Combined"
"h_fdensity300_preg_Log";"hs_asthma";0;-0,052133449150553;-0,049642417985547;0,0627782018831262;-0,175176463855665;0,070909565554559;-0,162263472556572;0,0777543569737067;-0,830438712590231;0,406290785561853;FALSE;100;"3";"Combined"
"h_frichness300_preg_None";"hs_asthma";0;0,0288925493704219;0,0278171293295608;0,0627866812366117;-0,0941670845621337;0,151952183302978;-0,0795188237069642;0,134892449174113;0,460170036086799;0,645394176672917;FALSE;100;"3";"Combined"
"h_landuseshan300_preg_None";"hs_asthma";0;-0,11562504680609;-0,114398277120241;0,0710186335715855;-0,254819010837645;0,0235689172254647;-0,249118307462843;0,0135285677845775;-1,6280945012768;0,103504849321238;FALSE;100;"3";"Combined"
"h_popdens_preg_Sqrt";"hs_asthma";0;-0,169569854293626;-0,166857905215962;0,065281849698673;-0,297519928547182;-0,0416197800400698;-0,268643710662537;-0,0267371934820678;-2,59750382497316;0,00939040743903021;TRUE;100;"3";"Combined"
"h_walkability_mean_preg_None";"hs_asthma";0;0,113115238753563;0,115907025320086;0,0682511488452087;-0,0206545548865289;0,246885032393654;-0,0266557262035632;0,225945633816864;1,65733823777977;0,0974511106367325;FALSE;100;"3";"Combined"
"hs_as_m_Log2";"hs_asthma";0;0,00518623535691637;0,00550954859299967;0,0658136328707757;-0,123806114761545;0,134178585475378;-0,107195769910985;0,127516923825213;0,0788018398422023;0,937190240617989;FALSE;100;"3";"Combined"
"hs_cd_m_Log2";"hs_asthma";0;-0,225333270379758;-0,222519518330214;0,0593597627346159;-0,341676267470448;-0,108990273289068;-0,340476936388044;-0,121989403226146;-3,79606083311303;0,000147013437950198;TRUE;100;"3";"Combined"
"hs_co_m_Log2";"hs_asthma";0;0,0626991522682513;0,0581034202144073;0,0751731828796129;-0,084637578779033;0,210035883315536;-0,0998962958849257;0,185707089067175;0,834062758373045;0,40424561977182;FALSE;100;"3";"Combined"
"hs_cu_m_Log2";"hs_asthma";0;-0,0359294306703082;-0,0391158151016462;0,0665876896412798;-0,166438904180947;0,0945800428403309;-0,158963908861993;0,0662499985444267;-0,539580677207255;0,589486245260244;FALSE;100;"3";"Combined"
