"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0;-0,0131097237039456;-0,0134085878442832;0,00403257144333485;-0,0210134184979666;-0,00520602890992457;-0,0218113184185651;-0,00579023697452839;-3,25095882073304;0,00115016515487557;TRUE;100;"2";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0;-0,00901144496540444;-0,00926053195920737;0,00555399034712151;-0,0198970660162457;0,00187417608543683;-0,0210135947055133;0,00177931914027535;-1,62251721774685;0,104692649541238;FALSE;100;"2";"Childhood"
"hs_accesslines300_h_dic0";"e3_bw";0;-0,0103981269327543;-0,00908257885840152;0,0128381899384186;-0,0355605168387392;0,0147642629732307;-0,0363390270009675;0,0155112940880209;-0,809937147108069;0,417976300595199;FALSE;100;"2";"Childhood"
"hs_accesspoints300_h_Log";"e3_bw";0;0,00444932745288974;0,00435192449972461;0,00437678121890866;-0,00412900610438255;0,013027661010162;-0,00292977968267286;0,0130876536522339;1,01657524796251;0,309355534069274;FALSE;100;"2";"Childhood"
"hs_builtdens300_h_Sqrt";"e3_bw";0;-0,00491340371753029;-0,00556110832563515;0,00390517430556759;-0,012567404709794;0,0027405972747334;-0,0149928182544271;0,00212697569447035;-1,25817782589762;0,208327452381973;FALSE;100;"2";"Childhood"
"hs_connind300_h_Log";"e3_bw";0;0,00396024312296051;0,00428992226535939;0,00372949501789322;-0,00334943279263178;0,0112699190385528;-0,00412710963610005;0,0115218520126423;1,06187113911138;0,288294188806488;FALSE;100;"2";"Childhood"
"hs_fdensity300_h_Log";"e3_bw";0;0,0150521013384363;0,0156958316393215;0,00482652967872634;0,00559227699781898;0,0245119256790536;0,00723692147426904;0,026531193294753;3,11861779381171;0,00181701495151167;TRUE;100;"2";"Childhood"
"hs_landuseshan300_h_None";"e3_bw";0;0,00388424601480477;0,00443035179725772;0,00354467637249055;-0,00306319201212679;0,0108316840417363;-0,0026215690171961;0,0118960934005243;1,09579707895185;0,27316758709987;FALSE;100;"2";"Childhood"
"hs_popdens_h_Sqrt";"e3_bw";0;-0,0106664410097285;-0,0101900220548493;0,00381123666293466;-0,0181363276056391;-0,003196554413818;-0,0175319328848676;-0,00379478904389241;-2,79868241021679;0,0051311578148109;TRUE;100;"2";"Childhood"
"hs_walkability_mean_h_None";"e3_bw";0;-0,00522857735579094;-0,00554471695635819;0,00335713601278343;-0,0118084430320489;0,00135128832046697;-0,0122365786609489;-0,000344004486496555;-1,55745174931292;0,119363267872064;FALSE;100;"2";"Childhood"
"hs_accesslines300_s_dic0";"e3_bw";0;0,0146897637622109;0,0139761145102663;0,0145326261737655;-0,0137936601391535;0,0431731876635753;-0,016224872804986;0,0413926808310851;1,01081274551251;0,312106061701344;FALSE;100;"2";"Childhood"
"hs_accesspoints300_s_Log";"e3_bw";0;0,0111982971057028;0,0111500543107571;0,00452570238667631;0,00232808342307029;0,0200685107883354;0,00278706747096242;0,0207981270683735;2,47437770956187;0,013346850572589;TRUE;100;"2";"Childhood"
"hs_builtdens300_s_Sqrt";"e3_bw";0;-0,00928606053194358;-0,0102059215868196;0,00431798275349312;-0,0177491512146552;-0,00082296984923198;-0,0179280131868007;-0,00162543338744842;-2,15055526204486;0,0315113197169744;TRUE;100;"2";"Childhood"
"hs_connind300_s_Log";"e3_bw";0;0,00639306773467764;0,00632752397541574;0,00415075446204838;-0,00174226151960612;0,0145283969889614;-0,00135191655982621;0,0134586441313032;1,54021824059491;0,123507165110214;FALSE;100;"2";"Childhood"
"hs_fdensity300_s_Log";"e3_bw";0;0,0175729670840027;0,0174626099676039;0,00414849168463805;0,00944207279194823;0,0257038613760572;0,00973957297069611;0,0267641939648638;4,23598946794946;2,27547442834973e-05;TRUE;100;"2";"Childhood"
"hs_landuseshan300_s_None";"e3_bw";0;0,00599032160593848;0,00588546873370649;0,00335547212673353;-0,000586282913587258;0,0125669261254642;-0,00114750622524555;0,011880399200772;1,78523956679977;0,0742224666269692;FALSE;100;"2";"Childhood"
"hs_popdens_s_Sqrt";"e3_bw";0;-0,00345740708409351;-0,00370858361950655;0,00355474919772675;-0,0104245874857106;0,00350977331752357;-0,0115566010960886;0,00243965304315775;-0,972616320246872;0,330744028322708;FALSE;100;"2";"Childhood"
"h_Absorbance_Log";"e3_bw";0;0,00042829856080488;0,000135532465972564;0,00425169596831339;-0,00790487241030352;0,00876146953191328;-0,00757428922597579;0,007784130159273;0,100735933142177;0,919760085925886;FALSE;100;"2";"Childhood"
"h_Benzene_Log";"e3_bw";0;-0,00127664633545074;-0,00163452728297322;0,00310727930268616;-0,00736680185862234;0,00481350918772086;-0,00677524814116003;0,00433954762500518;-0,410856640517355;0,681177657896586;FALSE;100;"2";"Childhood"
"h_NO2_Log";"e3_bw";0;0,010920018108026;0,0116868379900424;0,00377439544437909;0,00352233897363097;0,0183176972424211;0,00432202868487928;0,0185487646335449;2,89318336378568;0,00381358589196865;TRUE;100;"2";"Childhood"
"h_PM_Log";"e3_bw";0;0,00465644581122057;0,00517903468836371;0,00331662849863292;-0,0018440265961991;0,0111569182186402;-0,00257394739064987;0,0112981119200856;1,40396966773333;0,160327882110066;FALSE;100;"2";"Childhood"
"h_TEX_Log";"e3_bw";0;-0,00511463086149717;-0,0048856869446513;0,00328179201417432;-0,01154682501403;0,00131756329103565;-0,0115825072212623;0,000859434364576541;-1,55848720437087;0,119117798902018;FALSE;100;"2";"Childhood"
"hs_KIDMED_None";"e3_bw";0;-0,000879697759931369;-0,000547244149128334;0,00342443688386556;-0,00759147071963844;0,0058320751997757;-0,00680100529117043;0,00525418713315315;-0,25688829719015;0,797265004987874;FALSE;100;"2";"Childhood"
"hs_mvpa_prd_alt_None";"e3_bw";0;-0,00366614337586405;-0,00377684002785213;0,00375002632316297;-0,0110160599103406;0,00368377315861253;-0,010333461037595;0,00269485462730917;-0,977631371070439;0,328256675816384;FALSE;100;"2";"Childhood"
"hs_sd_wk_None";"e3_bw";0;0,00239054512141977;0,00188328365396042;0,003735144275851;-0,00493020313630913;0,00971129337914867;-0,00414827097945942;0,00813985266376479;0,640014131950798;0,522163411899427;FALSE;100;"2";"Childhood"
"hs_dif_hours_total_None";"e3_bw";0;0,00398117614484877;0,00374651352315964;0,0039963323833591;-0,00385149139678619;0,0118138436864837;-0,00343516969548058;0,0112278046808214;0,996207462979444;0,319149354062311;FALSE;100;"2";"Childhood"
"hs_as_c_Log2";"e3_bw";0;-0,000382629762680792;-0,000830358202266733;0,00320659674995137;-0,00666744390552866;0,00590218438016707;-0,00592876912009175;0,00558613650159838;-0,119325812541473;0,905017234145259;FALSE;100;"2";"Childhood"
"hs_cd_c_Log2";"e3_bw";0;-0,00161359019901697;-0,00163384281883807;0,00317729086693433;-0,00784096586661629;0,00461378546858235;-0,00776414114896724;0,00566626718823656;-0,507850954349003;0,611557872484613;FALSE;100;"2";"Childhood"
"hs_co_c_Log2";"e3_bw";0;0,00159950076526557;0,00150285727334105;0,0032522646700407;-0,00477482085620625;0,00797382238673738;-0,00498748927757237;0,00701874440539867;0,491811376853763;0,622852693125542;FALSE;100;"2";"Childhood"
"hs_cs_c_Log2";"e3_bw";0;-0,00432501464761273;-0,00432340820893094;0,00373180236222724;-0,0116392128749996;0,00298918357977416;-0,0131161732063128;0,0022694287364458;-1,15896133498116;0,246471945845408;FALSE;100;"2";"Childhood"
"hs_cu_c_Log2";"e3_bw";0;-0,00352559069417533;-0,0032912989809853;0,00395985161582819;-0,0112867572453213;0,00423557585697066;-0,0116828239484429;0,00365771185541391;-0,890334041832011;0,373286547371152;FALSE;100;"2";"Childhood"
"hs_hg_c_Log2";"e3_bw";0;-0,00648932371075661;-0,0059149368007594;0,00355671116992582;-0,0134603495072225;0,00048170208570932;-0,0125847971014309;0,00147092650045116;-1,82452929144987;0,0680720921952536;FALSE;100;"2";"Childhood"
"hs_mn_c_Log2";"e3_bw";0;-0,00397499665834349;-0,0037764550212242;0,00252090869551028;-0,00891588690985748;0,000965893593170496;-0,00882112223572443;0,000560202047350071;-1,5768110385842;0,1148390109437;FALSE;100;"2";"Childhood"
"hs_mo_c_Log2";"e3_bw";0;-0,00298983608807471;-0,00345337540821382;0,00294297782572638;-0,0087579666337984;0,00277829445764898;-0,00956327536153894;0,00213985369674522;-1,01592205756316;0,309666504132845;FALSE;100;"2";"Childhood"
"hs_pb_c_Log2";"e3_bw";0;-6,00865196772079e-05;-0,000226830959039093;0,00293607677690935;-0,00581469125826397;0,00569451821890955;-0,00562431718642002;0,00508347896827297;-0,0204649006966561;0,983672511395525;FALSE;100;"2";"Childhood"
"hs_hum_mt_hs_h_None";"e3_bw";0;-0,0315006788588316;-0,0319281994618061;0,00449066973257305;-0,0403022298011389;-0,0226991279165243;-0,0418142635279539;-0,0242387485484235;-7,01469507551214;2,30450988501096e-12;TRUE;100;"2";"Childhood"
"hs_tm_mt_hs_h_None";"e3_bw";0;0,00412192570408298;0,00411618936158752;0,00511853323158502;-0,00591021508349507;0,014154066491661;-0,00602826076359279;0,0136231299854269;0,805294313348939;0,420649862566371;FALSE;100;"2";"Childhood"
"hs_uvdvf_mt_hs_h_None";"e3_bw";0;-0,0119025440171364;-0,0118081211959235;0,00500216708164828;-0,0217066113418188;-0,00209847669245394;-0,0220308386625285;-0,00129157404879227;-2,37947749902315;0,0173372014452768;TRUE;100;"2";"Childhood"
"hs_hum_dy_hs_h_None";"e3_bw";0;-0,00733539603176946;-0,00758438563897856;0,0036709560485467;-0,0145303376757505;-0,000140454387788464;-0,0148462222311568;-0,00151505822223608;-1,99822496776378;0,0456922758333878;TRUE;100;"2";"Childhood"
"hs_hum_wk_hs_h_None";"e3_bw";0;-0,0224633950984979;-0,022187033819639;0,00482362311798827;-0,0319175226847497;-0,0130092675122461;-0,0300505083092166;-0,0112134819343888;-4,65695485510204;3,20920781537472e-06;TRUE;100;"2";"Childhood"
"hs_tm_dy_hs_h_None";"e3_bw";0;-0,0061785970616823;-0,0054924009593458;0,00410552111919229;-0,0142252705930678;0,00186807646970316;-0,0122635041213588;0,00244009812289858;-1,50494830797457;0,13233736709242;FALSE;100;"2";"Childhood"
"hs_tm_wk_hs_h_None";"e3_bw";0;0,00245284228126556;0,00320513067335945;0,00516864053596653;-0,00767750701826264;0,0125831915807938;-0,00754927005635325;0,0115839981318072;0,474562365905928;0,635098935853216;FALSE;100;"2";"Childhood"
"hs_uvdvf_dy_hs_h_None";"e3_bw";0;0,000382901629214452;-3,98262053095833e-05;0,00404788418164923;-0,00755080558040743;0,00831660883883633;-0,00756246131132699;0,00888657269485276;0,0945930298476194;0,92463808638667;FALSE;100;"2";"Childhood"
"hs_uvdvf_wk_hs_h_None";"e3_bw";0;-0,0197846134038629;-0,0208087732360852;0,00487132312746337;-0,0293322312907481;-0,0102369955169777;-0,0293869083122588;-0,0120068440223403;-4,06144550180256;4,87698038967067e-05;TRUE;100;"2";"Childhood"
"hs_ndvi100_h_None";"e3_bw";0;0,00744954328374873;0,00789434787310996;0,00418580765996086;-0,000754488975986437;0,0156535755434839;9,29366786778967e-05;0,0159466879108836;1,77971466654022;0,0751226689616695;FALSE;100;"2";"Childhood"
"hs_ndvi100_s_None";"e3_bw";0;0,0117537823213899;0,0113073085028733;0,00445644673837339;0,00301930721515709;0,0204882574276227;0,00271292934484175;0,0185899954271914;2,63747846915367;0,00835249276613992;TRUE;100;"2";"Childhood"
"hs_dde_cadj_Log2";"e3_bw";0;-0,00737340691495302;-0,00788430511128404;0,00400618972822857;-0,0152253944975153;0,000478580667609287;-0,0148904322250276;0,000939828719486583;-1,84050367435127;0,0656943253187036;FALSE;100;"2";"Childhood"
"hs_ddt_cadj_Log2";"e3_bw";0;-0,00513761890571788;-0,00499670969410257;0,00314173695869564;-0,0112953101936597;0,00102007238222398;-0,0111511064306297;9,60304946427045e-05;-1,63527977461578;0,101990411451244;FALSE;100;"2";"Childhood"
"hs_hcb_cadj_Log2";"e3_bw";0;0,00120650080756639;-0,00157736408673841;0,00523785553086605;-0,00905950738915499;0,0114725090042878;-0,0149681640764173;0,00540022360693382;0,230342513354297;0,817825627746412;FALSE;100;"2";"Childhood"
"hs_pcb118_cadj_Log2";"e3_bw";0;0,00248513041391019;0,00273931928886956;0,00447012510872862;-0,0062761538055861;0,0112464146334065;-0,00774026435885406;0,0109783705402195;0,555942027004474;0,578250486661387;FALSE;100;"2";"Childhood"
"hs_pcb138_cadj_Log2";"e3_bw";0;-0,00135517488232087;-0,00106440755396967;0,00803001122357876;-0,0170937076759876;0,0143833579113459;-0,0196274883044579;0,0132782042593755;-0,168763759425595;0,865982465172436;FALSE;100;"2";"Childhood"
"hs_pcb153_cadj_Log2";"e3_bw";0;-0,00296300923942771;-0,00364260209057235;0,00526509278118451;-0,0132824014658112;0,00735638298695575;-0,0137300278685771;0,00436304926598497;-0,562764867129485;0,573595006751431;FALSE;100;"2";"Childhood"
"hs_pcb170_cadj_Log2";"e3_bw";0;-0,00435824483864928;-0,00535546885424681;0,00445024158006988;-0,0130805580580889;0,00436406838079031;-0,0120772716781545;0,00255247908185387;-0,979327697212527;0,327418089395916;FALSE;100;"2";"Childhood"
"hs_pcb180_cadj_Log2";"e3_bw";0;0,00194928735272784;0,00184440363157621;0,00471400899988323;-0,00729000050984096;0,0111885752152967;-0,00736280681907435;0,0116020930261406;0,413509467796122;0,679233387211212;FALSE;100;"2";"Childhood"
"hs_sumPCBs5_cadj_Log2";"e3_bw";0;-0,0134858003687321;-0,0137629558845439;0,00502840554383209;-0,0233412941343045;-0,00363030660315961;-0,0219393222646347;-0,00322177160603136;-2,68192377308825;0,00732001370789234;TRUE;100;"2";"Childhood"
"hs_pfhxs_c_Log2";"e3_bw";0;0,010700007876091;0,0107993467974051;0,00398396129948597;0,0028915872132971;0,0185084285388849;0,00540305955769432;0,0194200969548015;2,68577103835611;0,0072362657422831;TRUE;100;"2";"Childhood"
"hs_pfna_c_Log2";"e3_bw";0;-0,0127391007621522;-0,0130395482088992;0,00424038088659313;-0,0210500945806068;-0,00442810694369765;-0,0217241554209055;-0,00633945044509573;-3,0042350210637;0,00266249568593412;TRUE;100;"2";"Childhood"
"hs_pfoa_c_Log2";"e3_bw";0;0,01437972612748;0,0146972826035959;0,00387018172805538;0,00679430932686649;0,0219651429280935;0,00863215231735929;0,0215460342572365;3,71551703198839;0,000202788604225876;TRUE;100;"2";"Childhood"
"hs_pfos_c_Log2";"e3_bw";0;-0,000848951339889354;-0,00138690863771417;0,00481252895227374;-0,0102813347609022;0,00858343208112345;-0,0105527026760138;0,00742449481027428;-0,176404411964785;0,859976238772788;FALSE;100;"2";"Childhood"
"hs_pfunda_c_Log2";"e3_bw";0;0,000781127297510854;0,000937360117830764;0,0029258330794844;-0,00495340016305448;0,00651565475807619;-0,00470238764051978;0,00669036700640204;0,266976029148084;0,789487617393308;FALSE;100;"2";"Childhood"
"hs_hm_pers_None";"e3_bw";0;-0,00138482616931676;-0,000845404098914181;0,00303901655499822;-0,00734118916553427;0,00457153682690074;-0,0064660255270357;0,00497908984960123;-0,455682338103476;0,648618424397852;FALSE;100;"2";"Childhood"
"hs_trafload_h_pow1over3";"e3_bw";0;-0,000772220565562942;-0,00126584823091285;0,00316015174701411;-0,00696600417539192;0,00542156304426604;-0,00639255242160975;0,00462037465416622;-0,244361862145569;0,80695057615575;FALSE;100;"2";"Childhood"
"hs_trafnear_h_pow1over3";"e3_bw";0;-0,00704313848307763;-0,00693961891449681;0,0046586764700899;-0,016173976580078;0,00208769961392276;-0,0152778884170278;0,00088835516855509;-1,51183249755519;0,130576479881354;FALSE;100;"2";"Childhood"
"FAS_cat_None_Low";"e3_bw";0;0,0493619288368479;0,0483033103772037;0,0116148689722322;0,0265972039661209;0,0721266537075748;0,0250713822576039;0,0699209490859664;4,24989114856636;2,13874424371691e-05;TRUE;100;"2";"Childhood"
"FAS_cat_None_Middle";"e3_bw";0;0,032510229847092;0,0314344233857737;0,00659258328912778;0,0195890040353209;0,045431455658863;0,0183571437378194;0,0432297305026664;4,93133395837509;8,16699713324505e-07;TRUE;100;"2";"Childhood"
"hs_globalexp2_None_no exposure";"e3_bw";0;0,0480032357483893;0,0500720279216394;0,00725124530433497;0,0337910561088276;0,062215415387951;0,0380871477912569;0,0647541163969242;6,61999887380611;3,59201605528132e-11;TRUE;100;"2";"Childhood"
"hs_no2_dy_hs_h_Log";"hs_asthma";0;-0,082385043528722;-0,078715039560762;0,0709380130453967;-0,221420994232532;0,056650907175088;-0,205971818053104;0,0501234740717377;-1,16136666354046;0,245492819914471;FALSE;100;"2";"Childhood"
"hs_no2_wk_hs_h_Log";"hs_asthma";0;-0,0294964517131295;-0,031789482326738;0,0608255605167135;-0,148712359665349;0,0897194562390904;-0,146621833883806;0,0936324007825451;-0,484935140137748;0,627722354689705;FALSE;100;"2";"Childhood"
"hs_no2_yr_hs_h_Log";"hs_asthma";0;-0,117621912103004;-0,11595330191751;0,0523515717313663;-0,220229107230547;-0,0150147169754612;-0,227748900364245;-0,0268808252265989;-2,24676945148012;0,0246547650415139;TRUE;100;"2";"Childhood"
"hs_pm10_dy_hs_h_None";"hs_asthma";0;0,00438305150592332;0,00201561786021822;0,0598251131343542;-0,112872015608445;0,121638118620292;-0,10893541298904;0,133722281593631;0,0732644081437829;0,941595713743366;FALSE;100;"2";"Childhood"
"hs_pm10_wk_hs_h_None";"hs_asthma";0;0,00244888653758615;-0,00215795446607166;0,0578178085602516;-0,110871935905539;0,115769708980711;-0,115209621623051;0,102271656967383;0,0423552292722091;0,966215518161831;FALSE;100;"2";"Childhood"
"hs_pm10_yr_hs_h_None";"hs_asthma";0;-0,0228167315203805;-0,0220295547037608;0,0506746398077275;-0,122137200473066;0,0765037374323052;-0,119022795553398;0,0788368364095296;-0,450259372478087;0,652523429948525;FALSE;100;"2";"Childhood"
"hs_pm25_dy_hs_h_None";"hs_asthma";0;-0,0860224722821943;-0,0876831256310358;0,0669330461674229;-0,2172088321459;0,0451638875815112;-0,206847765949715;0,0432958486495796;-1,28520181297325;0,19872177026993;FALSE;100;"2";"Childhood"
"hs_pm25_wk_hs_h_None";"hs_asthma";0;-0,0175450828520224;-0,0191759664896051;0,0603298106101424;-0,135789338842024;0,100699173137979;-0,129598401997101;0,0934786406879286;-0,290819458482981;0,771189402537237;FALSE;100;"2";"Childhood"
"hs_pm25_yr_hs_h_None";"hs_asthma";0;-0,130336869500508;-0,128158499689129;0,0679070227019067;-0,263432188293589;0,00275844929257277;-0,286447275929712;-0,00319584173491351;-1,91934301217492;0,0549409379476624;FALSE;100;"2";"Childhood"
"hs_pm25abs_dy_hs_h_Log";"hs_asthma";0;0,0541070413533549;0,0591309837377298;0,0759612211958217;-0,0947742164121363;0,202988299118846;-0,0905177777072678;0,20250615745303;0,712298202972164;0,476280136600884;FALSE;100;"2";"Childhood"
"hs_pm25abs_wk_hs_h_Log";"hs_asthma";0;-0,0596149929562405;-0,0623620268499057;0,082126458913052;-0,220579894603631;0,10134990869115;-0,21195607968921;0,0867097061114722;-0,725892650739459;0,467904582227616;FALSE;100;"2";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"hs_asthma";0;-0,113600443071882;-0,107879999468151;0,0670034884675186;-0,244924867306763;0,0177239811629989;-0,24178202956525;0,00556646892081318;-1,69544072510423;0,0899918458216718;FALSE;100;"2";"Childhood"
"hs_accesslines300_h_dic0";"hs_asthma";0;-0,0434296206871977;-0,0415752924880918;0,113222994069799;-0,265342611285796;0,1784833699114;-0,270787474101465;0,122242657839932;-0,383575978042274;0,701292747287132;FALSE;100;"2";"Childhood"
"hs_accesspoints300_h_Log";"hs_asthma";0;-0,263460216140605;-0,259284690742534;0,0652944616661627;-0,391435009396215;-0,135485422884995;-0,356286165223736;-0,125993646636829;-4,03495502402062;5,46127577061624e-05;TRUE;100;"2";"Childhood"
"hs_builtdens300_h_Sqrt";"hs_asthma";0;0,00111679173543421;0,00129369653683038;0,0589564777986915;-0,114435781405336;0,116669364876205;-0,140239068892668;0,0963958606847341;0,0189426467986694;0,984886858409991;FALSE;100;"2";"Childhood"
"hs_connind300_h_Log";"hs_asthma";0;-0,000242109344003551;-0,00452299434139681;0,0681273645148645;-0,13376929015477;0,133285071466763;-0,127983947223291;0,146783050101844;-0,00355377528145427;0,997164503538764;FALSE;100;"2";"Childhood"
"hs_fdensity300_h_Log";"hs_asthma";0;0,00690454937319541;0,00261983928172103;0,0701547824257464;-0,130596297524511;0,144405396270902;-0,146421311644024;0,142169132285583;0,0984187981839066;0,921599748352009;FALSE;100;"2";"Childhood"
"hs_landuseshan300_h_None";"hs_asthma";0;0,0163671067297103;0,014796207322781;0,0674428738392548;-0,115818497009108;0,148552710468528;-0,0974500286821652;0,123128629672219;0,24268103949307;0,808252496725758;FALSE;100;"2";"Childhood"
"hs_popdens_h_Sqrt";"hs_asthma";0;0,0519029635395485;0,0527193662473259;0,0779655975690889;-0,100906799729009;0,204712726808106;-0,086544997658462;0,201401225665882;0,665716228155051;0,505592498795528;FALSE;100;"2";"Childhood"
"hs_walkability_mean_h_None";"hs_asthma";0;0,12785200883234;0,125867725999985;0,0705209262939141;-0,0103664668601354;0,266070484524815;-0,00436908095351722;0,261470402571498;1,81296553450651;0,0698371372824783;FALSE;100;"2";"Childhood"
"hs_accesslines300_s_dic0";"hs_asthma";0;-0,0320684277116212;-0,0320192747224718;0,115199207406734;-0,257854725276379;0,193717869853137;-0,246497779942941;0,164248879875091;-0,278373683582711;0,780725518891358;FALSE;100;"2";"Childhood"
"hs_accesspoints300_s_Log";"hs_asthma";0;-0,0184817691070711;-0,0173343688824947;0,0656320704938156;-0,147118263505744;0,110154725291601;-0,141661821198939;0,0767369086805225;-0,281596618360724;0,778252833477098;FALSE;100;"2";"Childhood"
"hs_builtdens300_s_Sqrt";"hs_asthma";0;0,0247591666595525;0,0250311851747901;0,0700782462431729;-0,112591672076796;0,162110005395901;-0,106290881257798;0,164189752037057;0,353307452552933;0,723857959025178;FALSE;100;"2";"Childhood"
"hs_connind300_s_Log";"hs_asthma";0;-0,00963775614312993;-0,00646395186506868;0,0628765027502362;-0,132873437007426;0,113597924721167;-0,134347064872091;0,105866760357714;-0,153280728437043;0,87817689755678;FALSE;100;"2";"Childhood"
"hs_fdensity300_s_Log";"hs_asthma";0;-0,0892788182596079;-0,0896578811834962;0,0714734892746339;-0,2293642830873;0,0508066465680842;-0,214425371957362;0,0212564623894872;-1,24911794800668;0,211621936966712;FALSE;100;"2";"Childhood"
"hs_landuseshan300_s_None";"hs_asthma";0;-0,112485334415211;-0,117310865754089;0,0752614540558847;-0,259995073788861;0,0350244049584384;-0,260628158735428;-0,00477185883782845;-1,4945942225842;0,135020374867652;FALSE;100;"2";"Childhood"
"hs_popdens_s_Sqrt";"hs_asthma";0;0,0149638673564507;0,0201095557952849;0,078097757334751;-0,13810492429301;0,168032659005912;-0,116457475157386;0,159969047974028;0,191604315759171;0,848052161665798;FALSE;100;"2";"Childhood"
"h_Absorbance_Log";"hs_asthma";0;0,124583426428094;0,117274858610113;0,075424096163113;-0,0232450856180934;0,272411938474281;-0,0264597238315636;0,237319199746172;1,65177221558835;0,0985809947143317;FALSE;100;"2";"Childhood"
"h_Benzene_Log";"hs_asthma";0;0,12954445471814;0,12617260625841;0,0692435293958195;-0,0061703690601069;0,265259278496387;-0,018292911464761;0,241066243605083;1,87085285583321;0,0613654790545817;FALSE;100;"2";"Childhood"
"h_NO2_Log";"hs_asthma";0;-0,0542847626640449;-0,0511838049979035;0,0713753935350725;-0,19417796337516;0,0856084380470701;-0,204283197239945;0,0742276592865242;-0,760552901713536;0,446924160189436;FALSE;100;"2";"Childhood"
"h_PM_Log";"hs_asthma";0;-0,0171075996174994;-0,0216819007407749;0,0709724757104286;-0,156211095903583;0,121995896668584;-0,171289826832263;0,109410408318697;-0,241045552465991;0,809519811424279;FALSE;100;"2";"Childhood"
"h_TEX_Log";"hs_asthma";0;-0,0381974815373078;-0,0346653840204992;0,0790236286217234;-0,193080947563554;0,116685984488939;-0,177698172417355;0,109902144791309;-0,483367850901337;0,628834571065829;FALSE;100;"2";"Childhood"
"hs_KIDMED_None";"hs_asthma";0;-0,19116727633069;-0,189620022114011;0,0717442141793552;-0,331783352221354;-0,0505512004400262;-0,30558716032036;-0,0618639289324685;-2,66456715035984;0,00770874742226392;TRUE;100;"2";"Childhood"
"hs_mvpa_prd_alt_None";"hs_asthma";0;0,00241670789665552;0,00256025050268258;0,0784482017148383;-0,151338942116361;0,156172357909672;-0,155768419004589;0,165229281244782;0,0308064154923567;0,975423924026782;FALSE;100;"2";"Childhood"
