"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap"
"hs_accesslines300_h_dic0";"e3_bw";0;-0,0315678878956282;-0,0321516823226522;0,0126605667991218;-0,0563821428457704;-0,00675363294548597;-0,0554257690178974;-0,0102831720443923;-2,49340242000998;0,0126525356447171;TRUE;100
"hs_accesspoints300_h_Log";"e3_bw";0;0,000566375762716413;0,000730061258018844;0,0039994609228384;-0,00727242360362217;0,008405175129055;-0,00782956046184057;0,00786108427736284;0,141613025766097;0,887385677557374;FALSE;100
"hs_builtdens300_h_Sqrt";"e3_bw";0;-0,00394553641659489;-0,00452731397729595;0,00373623960263093;-0,0112684314753638;0,00337735864217397;-0,0111292375742406;0,00230185277929743;-1,05601803851567;0,290959973708807;FALSE;100
"hs_connind300_h_Log";"e3_bw";0;0,00472911386057533;0,0050054788968644;0,00335751801069607;-0,00185150051783352;0,0113097282389842;-0,00137507465211768;0,0104155646547804;1,40851481526228;0,158978683148422;FALSE;100
"hs_fdensity300_h_Log";"e3_bw";0;0,0153400497844781;0,0157839197238245;0,00453028027631035;0,00646086360303767;0,0242192359659186;0,00775697986716943;0,0242545166202342;3,38611495290788;0,000708896818003106;TRUE;100
"hs_landuseshan300_h_None";"e3_bw";0;0,00287837338281389;0,00313543887727487;0,00294106438448092;-0,00288600688698217;0,00864275365260995;-0,00280421046188878;0,00749470752630216;0,97868424710529;0,327736017983584;FALSE;100
"hs_popdens_h_Sqrt";"e3_bw";0;-0,00866885454711833;-0,00812131746589423;0,00390444734092532;-0,0163214307148651;-0,00101627837937152;-0,0150193450796671;-0,000888328038375731;-2,22025136726876;0,0264017091808575;TRUE;100
"hs_walkability_mean_h_None";"e3_bw";0;-0,00861116211667811;-0,00839888141463054;0,00315798906381297;-0,0148007069453229;-0,00242161728803332;-0,0146919666697426;-0,0033815979329143;-2,72678655393472;0,00639543945439337;TRUE;100
"hs_accesslines300_s_dic0";"e3_bw";0;0,0111344432666256;0,00988588869080904;0,0125750686394479;-0,0135122383698113;0,0357811249030625;-0,0127840017182792;0,0350814014994074;0,885437971423628;0,375920460393029;FALSE;100
"hs_accesspoints300_s_Log";"e3_bw";0;0,00827184815252519;0,00820046923700997;0,00360847542628691;0,00119936627790504;0,0153443300271453;0,000525336304992538;0,0144258911027477;2,2923387789388;0,0218861017600822;TRUE;100
"hs_builtdens300_s_Sqrt";"e3_bw";0;-0,00941131947023663;-0,0101434047862141;0,00333993480968833;-0,0159574714079374;-0,00286516753253587;-0,0174819367266457;-0,00408176915206488;-2,81781531871122;0,00483516122746214;TRUE;100
"hs_connind300_s_Log";"e3_bw";0;0,00399769672941778;0,00378130096094005;0,00366884269845837;-0,00319310282450337;0,0111884962833389;-0,00311916352130577;0,00989020140427105;1,08963426834778;0,275874281530473;FALSE;100
"hs_fdensity300_s_Log";"e3_bw";0;0,0119700343589566;0,0119034446051362;0,00398105971353837;0,00416730070011805;0,0197727680177951;0,0044319496560292;0,0188938013765631;3,00674574617662;0,00264060521523441;TRUE;100
"hs_landuseshan300_s_None";"e3_bw";0;0,00655865829936964;0,00652746664070189;0,00303986763177706;0,000600627223317528;0,0125166893754218;0,00159351702701782;0,0115548507824017;2,15754733226181;0,0309630433240737;TRUE;100
"hs_popdens_s_Sqrt";"e3_bw";0;-0,00270645063276628;-0,00290824550689967;0,00358312276282588;-0,00972924220009064;0,00431634093455809;-0,00982582320815691;0,003962820260026;-0,755332934959728;0,450049242003631;FALSE;100
"h_Absorbance_Log";"e3_bw";0;0,000428217115976046;0,000136731581836634;0,00376106523037332;-0,00694333527906149;0,00779976951101358;-0,00604855657609465;0,00750866670504298;0,113855274967816;0,909352520342747;FALSE;100
"h_Benzene_Log";"e3_bw";0;-0,00294351765582352;-0,00344654724922439;0,00363504047949209;-0,0100680660779732;0,0041810307663262;-0,0101110622969852;0,00339973278130038;-0,809762001944693;0,41807697540478;FALSE;100
"h_NO2_Log";"e3_bw";0;0,0113288860168879;0,012007161899838;0,00379612335202901;0,00388862096603963;0,0187691510677363;0,00488318704500213;0,0181485338320097;2,98433031972808;0,00284199780563866;TRUE;100
"h_PM_Log";"e3_bw";0;0,00468381815843724;0,00480322613280798;0,00304325596205228;-0,00128085392292203;0,0106484902397965;-0,00080680036386324;0,0110818624519361;1,53908123958085;0,123784464415053;FALSE;100
"h_TEX_Log";"e3_bw";0;-0,00325688713076211;-0,00300163704142488;0,00291909255100854;-0,00897820339827799;0,00246442913675378;-0,00801167258501295;0,00220217212694628;-1,11571903728673;0,264542419059688;FALSE;100
"hs_KIDMED_None";"e3_bw";0;0,000358402107794818;0,000815951123744339;0,00325964950744067;-0,00603039352901261;0,00674719774460225;-0,00434410988633693;0,00808098038047858;0,109951118050179;0,912448141921965;FALSE;100
"hs_mvpa_prd_alt_None";"e3_bw";0;-0,00285267373712248;-0,00285140270904133;0,00350516915951652;-0,00972267904949538;0,00401733157525043;-0,00832146376204734;0,00410481951316822;-0,813847665348042;0,415732224948038;FALSE;100
"hs_sd_wk_None";"e3_bw";0;0,00232052642395471;0,00207580030179962;0,00309538574165842;-0,0037463181479546;0,00838737099586401;-0,0037194759457277;0,00900914483307549;0,749672776715523;0,45345180729469;FALSE;100
"hs_dif_hours_total_None";"e3_bw";0;0,00146603091296069;0,00195560611857355;0,00313436072919998;-0,00467720323082797;0,00760926505674934;-0,00402893773069192;0,00822895016739391;0,467728841579405;0,639978513122159;FALSE;100
"hs_as_c_Log2";"e3_bw";0;-9,80945701310634e-05;-0,000447301554379989;0,00324313746170983;-0,00645452719199497;0,00625833805173284;-0,00692290909872057;0,00533908405235017;-0,0302468123196192;0,975870214760813;FALSE;100
"hs_cd_c_Log2";"e3_bw";0;-0,00123045106664173;-0,0011217579742929;0,00263307277785279;-0,00639117887990604;0,00393027674662257;-0,00538997627074233;0,00366292582860162;-0,467306136386074;0,640280866764639;FALSE;100
"hs_co_c_Log2";"e3_bw";0;0,000438160475479018;0,000645304293443623;0,00258772502465548;-0,00463368737473875;0,00551000832569678;-0,00403644114384188;0,00531461950247688;0,169322656504956;0,865542855962863;FALSE;100
"hs_cs_c_Log2";"e3_bw";0;-0,00596394756886092;-0,00597337813809259;0,00365938929506677;-0,0131362187926032;0,00120832365488137;-0,0128416045394404;0,00110975998092339;-1,62976581280951;0,103151001811228;FALSE;100
"hs_cu_c_Log2";"e3_bw";0;-0,00312240490773089;-0,00293341546075633;0,0029450086058205;-0,00889451570929959;0,00264970589383781;-0,00788557108289449;0,00364493682135624;-1,06023625926246;0,289037129171321;FALSE;100
"hs_hg_c_Log2";"e3_bw";0;-0,00506130051700793;-0,0047578461840531;0,00358682291522527;-0,0120913442497724;0,00196874321575657;-0,0125779429120218;0,00104711382400419;-1,41108179484519;0,158220497317453;FALSE;100
"hs_mn_c_Log2";"e3_bw";0;-0,00377475847716719;-0,00374822674896391;0,00275327616571464;-0,00917108060146042;0,00162156364712604;-0,00874813643349898;0,00124204629298911;-1,37100612142459;0,17037304780123;FALSE;100
"hs_mo_c_Log2";"e3_bw";0;-0,00544852192455617;-0,00577964769721279;0,00271184262091259;-0,0107636357932856;-0,000133408055826796;-0,0107979815231049;-2,44110228037566e-05;-2,00915860033302;0,0445203166353085;TRUE;100
"hs_pb_c_Log2";"e3_bw";0;0,000276362663203134;0,000250020588435604;0,00254741243035351;-0,00471647395405939;0,00526919928046566;-0,0053392301203303;0,00479693909084275;0,10848760095152;0,913608915470914;FALSE;100
"hs_hum_mt_hs_h_None";"e3_bw";0;-0,0280845583512305;-0,0288093222359311;0,00441876529961718;-0,0367451791946155;-0,0194239375078455;-0,036384907596259;-0,0205407536525797;-6,3557479175605;2,07414929568703e-10;TRUE;100
"hs_tm_mt_hs_h_None";"e3_bw";0;0,00627672391110411;0,00646051986846963;0,00354343129748014;-0,000668273813648996;0,0132217216358572;-0,000299083906418074;0,0134876154741973;1,77136887501324;0,0764993809066388;FALSE;100
"hs_uvdvf_mt_hs_h_None";"e3_bw";0;-0,0135176332070172;-0,0133074355310196;0,00457091239957677;-0,0224764568866753;-0,00455880952735922;-0,0224081936149627;-0,00558877313694659;-2,95731618227225;0,0031032971875987;TRUE;100
"hs_hum_dy_hs_h_None";"e3_bw";0;-0,00890821367984835;-0,00892912103744115;0,00338525880315219;-0,0155431990123738;-0,00227322834732288;-0,0152775747448688;-0,00311456946911935;-2,63147197831771;0,00850158776731303;TRUE;100
"hs_hum_wk_hs_h_None";"e3_bw";0;-0,0217887345795755;-0,0216775758561023;0,00433830942328779;-0,0302916648030103;-0,0132858043561407;-0,0283137614305269;-0,0136483659224534;-5,02240215108098;5,10291960813833e-07;TRUE;100
"hs_tm_dy_hs_h_None";"e3_bw";0;-0,00295754081256878;-0,00267658416274736;0,00449335680998643;-0,01176435832983;0,00584927670469241;-0,0109152489066147;0,00663603233175669;-0,658202973330691;0,510407714487323;FALSE;100
"hs_tm_wk_hs_h_None";"e3_bw";0;0,00386978375186259;0,00434022577174993;0,00438866685977458;-0,00473184523344008;0,0124714127371653;-0,00400240055735788;0,0123848290561058;0,881767487829176;0,377902556759146;FALSE;100
"hs_uvdvf_dy_hs_h_None";"e3_bw";0;-3,26856010984711e-05;-0,00103673109926996;0,00367149819997481;-0,00722868984235273;0,00716331864015578;-0,00861362997687987;0,0052130692493568;-0,00890252407006365;0,992896907318302;FALSE;100
"hs_uvdvf_wk_hs_h_None";"e3_bw";0;-0,0208729342589646;-0,0212676525506803;0,0040377587300362;-0,0287867959480977;-0,0129590725698314;-0,0286606037715576;-0,0139382664909812;-5,16943573267377;2,34801861771312e-07;TRUE;100
"hs_ndvi100_h_None";"e3_bw";0;0,00828351419317316;0,00879653709636102;0,00397548904883729;0,000491698836518673;0,0160753295498277;0,00170046151902227;0,0164749340524779;2,08364658823443;0,0371923259560708;TRUE;100
"hs_ndvi100_s_None";"e3_bw";0;0,00993798867488294;0,00979564262303442;0,00361806725747358;0,00284670715659112;0,0170292701931748;0,00379197383124043;0,0173554379965169;2,74676725656627;0,00601858279413164;TRUE;100
"hs_dde_cadj_Log2";"e3_bw";0;-0,00605219104564434;-0,00608592892285033;0,00336228094948801;-0,012642140612546;0,000537758521257292;-0,0121190285077797;0,000431348219600202;-1,80002538055778;0,0718566307192846;FALSE;100
"hs_ddt_cadj_Log2";"e3_bw";0;-0,00739053564963155;-0,00717650466940821;0,00315114529375263;-0,0135666669354396;-0,00121440436382351;-0,0127279326365745;-0,00113106784166845;-2,34534905904968;0,0190092737324824;TRUE;100
"hs_hcb_cadj_Log2";"e3_bw";0;0,00228132297978428;8,2863526437152e-05;0,00376941700523038;-0,00510659859318008;0,00966924455274865;-0,00900147654816983;0,00639481603282079;0,605219050218843;0,545033459620034;FALSE;100
"hs_pcb118_cadj_Log2";"e3_bw";0;0,00180275986116614;0,00194783392657495;0,00486146754817131;-0,00772554144525987;0,0113310611675922;-0,00686581293345941;0,0114410828464706;0,370826266616603;0,710766936088266;FALSE;100
"hs_pcb138_cadj_Log2";"e3_bw";0;-0,0017518458563466;-0,00199762972693644;0,00635709400975593;-0,0142115211618035;0,0107078294491103;-0,0154642223972693;0,00779373310295448;-0,27557337576857;0,782875761167508;FALSE;100
"hs_pcb153_cadj_Log2";"e3_bw";0;0,000430129213922373;-0,000341224892152749;0,00515267082769591;-0,0096689200325518;0,0105291784603965;-0,0119712677184387;0,00908325824549893;0,0834769439589277;0,933472309451097;FALSE;100
"hs_pcb170_cadj_Log2";"e3_bw";0;-0,00456143027868764;-0,00503123815775402;0,0042323755265071;-0,0128567338796903;0,00373387332231503;-0,0133022437160762;0,00294888359069313;-1,07774705956966;0,281146650998314;FALSE;100
"hs_pcb180_cadj_Log2";"e3_bw";0;0,00097312811470434;0,00149251931176305;0,0040125051550485;-0,00689123747697202;0,0088374937063807;-0,00587989102837848;0,00974944525565221;0,242523829154452;0,808374294894589;FALSE;100
"hs_sumPCBs5_cadj_Log2";"e3_bw";0;-0,013725709037767;-0,0138460179172454;0,00408771182420977;-0,0217374769923967;-0,00571394108313735;-0,0211611420817935;-0,00554344078016515;-3,35779762078029;0,000785661128543375;TRUE;100
"hs_pfhxs_c_Log2";"e3_bw";0;0,00843147104272117;0,00857951338307504;0,00373859649442614;0,00110395656091823;0,0157589855245241;0,000653598470026521;0,0152970211421085;2,25525034736742;0,024117619318644;TRUE;100
"hs_pfna_c_Log2";"e3_bw";0;-0,0114715267403891;-0,0117230695939275;0,00363961931909305;-0,0186050495232477;-0,00433800395753055;-0,0185618849051005;-0,00460174774905379;-3,15184796393698;0,00162240725398626;TRUE;100
"hs_pfoa_c_Log2";"e3_bw";0;0,0141248311142273;0,0144303148656961;0,00337306334050438;0,00751374844926632;0,0207359137791882;0,00728142167773837;0,0203232700409931;4,18753805913267;2,81996743607971e-05;TRUE;100
"hs_pfos_c_Log2";"e3_bw";0;-0,00185224622581377;-0,00199505870153147;0,00458308589222055;-0,0108349295126197;0,00713043706099213;-0,011845191982314;0,00629858154169836;-0,40414826808239;0,686103692488274;FALSE;100
"hs_pfunda_c_Log2";"e3_bw";0;0,000890728405968868;0,000774840009435135;0,00293432697480123;-0,00486044678350592;0,00664190359544366;-0,0049173651996149;0,00697717349821224;0,303554584617893;0,761467255947624;FALSE;100
"hs_hm_pers_None";"e3_bw";0;-0,000847047411069551;-0,000499154215687304;0,00298337834748407;-0,00669436152439496;0,00500026670225585;-0,00680726149335763;0,00463065056493949;-0,283922222531339;0,776469985881735;FALSE;100
"hs_trafload_h_pow1over3";"e3_bw";0;-0,00180491483715445;-0,00223492043911183;0,00320678639500702;-0,00809010067748124;0,00448027100317233;-0,00776178227825771;0,00450115590308022;-0,562842239808898;0,573542314497189;FALSE;100
"hs_trafnear_h_pow1over3";"e3_bw";0;-0,0071563063287817;-0,00701872763229266;0,0036822875568525;-0,0143734573209326;6,08446633691764e-05;-0,0135889610891579;0,000601690646354973;-1,94344038000625;0,0519629723632087;FALSE;100
"FAS_cat_None_Low";"e3_bw";0;0,0507146423511391;0,0497478321439924;0,0125438616831394;0,0261291252251338;0,0753001594771443;0,0239261854313233;0,0740217414549031;4,04298481856717;5,27750389511926e-05;TRUE;100
"FAS_cat_None_Middle";"e3_bw";0;0,0313591452707722;0,0303848541810351;0,00595388953034463;0,0196897362233666;0,0430285543181777;0,0186743610801156;0,0415524324946859;5,26700153083911;1,38670051033333e-07;TRUE;100
"hs_globalexp2_None_no exposure";"e3_bw";0;0,0428984504328634;0,0436906641082838;0,00650382364808245;0,0301511903208219;0,0556457105449049;0,0306091676362632;0,0555233180452839;6,59588155430865;4,22736331548868e-11;TRUE;100
"hs_no2_dy_hs_h_Log";"hs_asthma";0;-0,0761093012794193;-0,0752855891127713;0,0609581046713358;-0,19558499100106;0,0433663884422218;-0,175497226710411;0,0487068797067466;-1,2485509792303;0,211829351450871;FALSE;100
"hs_no2_wk_hs_h_Log";"hs_asthma";0;0,0135260431853227;0,0131635274360881;0,0529301175363333;-0,0902150808833625;0,117267167254008;-0,0844014519635561;0,107497910263704;0,255545307943779;0,798301954210619;FALSE;100
"hs_no2_yr_hs_h_Log";"hs_asthma";0;-0,117686227625834;-0,113098123268791;0,0456746260139652;-0,207206849620542;-0,0281656056311263;-0,192563216025039;-0,0187798501903403;-2,57662159269463;0,00997711077162667;TRUE;100
"hs_pm10_dy_hs_h_None";"hs_asthma";0;0,00503461680469774;0,00354644498191869;0,0600611820162103;-0,112683136815979;0,122752370425375;-0,113773816294057;0,10735271777947;0,0838248039031087;0,933195726757894;FALSE;100
"hs_pm10_wk_hs_h_None";"hs_asthma";0;-0,00576771835189891;-0,00637586601493636;0,0632669682531575;-0,129768697539127;0,118233260835329;-0,104360097593224;0,124006117376869;-0,0911647659299852;0,927361671050091;FALSE;100
"hs_pm10_yr_hs_h_None";"hs_asthma";0;-0,00848582412026146;-0,011153012978401;0,0467833535924468;-0,10017951223746;0,0832078639969368;-0,0952352579448366;0,0822340125577034;-0,181385545683315;0,856064963571168;FALSE;100
"hs_pm25_dy_hs_h_None";"hs_asthma";0;-0,0973618051595964;-0,101780156638502;0,0679415291509415;-0,23052475535002;0,0358011450308272;-0,242470224623598;0,0340423276359496;-1,43302345967653;0,151851133148442;FALSE;100
"hs_pm25_wk_hs_h_None";"hs_asthma";0;-8,25830515138269e-05;-0,000132148573545461;0,0535830679452975;-0,10510346640546;0,104938300302432;-0,0951540894374516;0,116255892324576;-0,00154121543764786;0,998770288484261;FALSE;100
"hs_pm25_yr_hs_h_None";"hs_asthma";0;-0,140642437070327;-0,136325858540956;0,0590965658657958;-0,256469577777286;-0,0248152963633679;-0,248941681867198;-0,0313732367898934;-2,37987495567367;0,0173185137541732;TRUE;100
"hs_pm25abs_dy_hs_h_Log";"hs_asthma";0;0,0926545107125127;0,0960653738646804;0,0683762266708902;-0,0413604309611792;0,226669452386205;-0,0472290989926072;0,193530384457162;1,35506908210187;0,175395548170652;FALSE;100
"hs_pm25abs_wk_hs_h_Log";"hs_asthma";0;-0,0625160948739747;-0,058851658745668;0,0698772592889038;-0,199473006418593;0,0744408166706437;-0,19617309544468;0,0657732574103952;-0,894655793746936;0,370971116583066;FALSE;100
"hs_pm25abs_yr_hs_h_Log";"hs_asthma";0;-0,131299411470056;-0,125684076820764;0,0725789779531508;-0,273551594292958;0,0109527713528464;-0,292975284818578;-0,00278009180587564;-1,80905566836183;0,0704423553398566;FALSE;100
"hs_accesslines300_h_dic0";"hs_asthma";0;0,169877956078109;0,171102459269174;0,162618141905342;-0,148847745289186;0,488603657445403;-0,120726554494886;0,443629131598524;1,0446433226189;0,296187848902469;FALSE;100
"hs_accesspoints300_h_Log";"hs_asthma";0;-0,234024061491342;-0,231021319214709;0,0627687078734465;-0,357048468279413;-0,110999654703271;-0,355224605545309;-0,119895682095675;-3,72835556792373;0,000192733317359422;TRUE;100
"hs_builtdens300_h_Sqrt";"hs_asthma";0;-0,0251196851365704;-0,0259279148757473;0,0693947638120442;-0,161130922923841;0,1108915526507;-0,156756633818175;0,0935551388588996;-0,361982428596588;0,717365161267238;FALSE;100
"hs_connind300_h_Log";"hs_asthma";0;0,0213010491022734;0,0216488964383875;0,0618330155010481;-0,0998894343352878;0,142491532539835;-0,0912298955212906;0,137194571793407;0,34449313088915;0,730475461028581;FALSE;100
"hs_fdensity300_h_Log";"hs_asthma";0;0,0104168963965879;0,0111864095128059;0,0630419940702708;-0,113143141494731;0,133976934287906;-0,114100516748061;0,126569375747519;0,165237419123775;0,86875711385063;FALSE;100
"hs_landuseshan300_h_None";"hs_asthma";0;0,0633427551588811;0,0669676909851422;0,0708004119138183;-0,0754235022828033;0,202109012600565;-0,051783696777867;0,197412161630998;0,894666477872826;0,370965403502102;FALSE;100
"hs_popdens_h_Sqrt";"hs_asthma";0;0,012558317497785;0,0118204383270671;0,0757891006305359;-0,135985590158747;0,161102225154317;-0,13282287584213;0,142703309950338;0,165700838158847;0,868392386419525;FALSE;100
"hs_walkability_mean_h_None";"hs_asthma";0;0,157078018389402;0,15126350433951;0,077932077863742;0,004333952536097;0,309822084242708;-0,0261701924312488;0,276979241744433;2,01557590526511;0,0438443414169242;TRUE;100
"hs_accesslines300_s_dic0";"hs_asthma";0;-0,16117987004022;-0,152759909155622;0,165938077755202;-0,486412526104223;0,164052786023782;-0,437785837187615;0,182077450824834;-0,971325401744132;0,331386263288989;FALSE;100
"hs_accesspoints300_s_Log";"hs_asthma";0;-0,0251405194827798;-0,0288492278985929;0,0694515247849854;-0,161263006732742;0,110981967767182;-0,173789078784458;0,0978615968146068;-0,361986573521779;0,717362063824034;FALSE;100
"hs_builtdens300_s_Sqrt";"hs_asthma";0;-0,0126819851370198;-0,0122579622733725;0,0729838533123099;-0,155727709082102;0,130363738808062;-0,153386851628216;0,128592907856618;-0,173764258277122;0,862050734775892;FALSE;100
"hs_connind300_s_Log";"hs_asthma";0;0,0299831526881389;0,0285054611147685;0,0667871221800937;-0,100917201415921;0,160883506792199;-0,102971400605753;0,141783392436395;0,448936137827414;0,653477726075942;FALSE;100
"hs_fdensity300_s_Log";"hs_asthma";0;-0,0956134945065017;-0,0962838348922534;0,0664935914408587;-0,225938538933306;0,0347115499203021;-0,234066118649479;0,0329230062094512;-1,43793548272307;0,150452360824821;FALSE;100
"hs_landuseshan300_s_None";"hs_asthma";0;-0,0958005770827847;-0,0988390556864031;0,074734366159125;-0,242277243162099;0,0506760889965292;-0,21878358332417;0,0630660946223253;-1,28188117470356;0,199884332718216;FALSE;100
"hs_popdens_s_Sqrt";"hs_asthma";0;0,0334111431446287;0,0391508847646952;0,0604373693676929;-0,0850439241363936;0,151866210425651;-0,0702834079926051;0,150066909285422;0,552822591290494;0,580384897423032;FALSE;100
"h_Absorbance_Log";"hs_asthma";0;0,134902868772265;0,130525454106203;0,0682302538366894;0,00117402859632787;0,268631708948202;-0,0157992804755349;0,264679949587916;1,97717084704328;0,048022321723915;TRUE;100
"h_Benzene_Log";"hs_asthma";0;0,149423185267464;0,151524829270297;0,0584932943301531;0,034778435043263;0,264067935491665;0,0311773710691308;0,267523345533906;2,55453530150099;0,0106329647064182;TRUE;100
"h_NO2_Log";"hs_asthma";0;-0,0528687889981782;-0,055261475363062;0,0694392401503321;-0,188967198806657;0,0832296208103004;-0,180262278138313;0,0813472348453485;-0,761367619860474;0,446437522151612;FALSE;100
"h_PM_Log";"hs_asthma";0;0,0108518931743224;0,0105207622416177;0,0710879482668735;-0,128477925163596;0,150181711512241;-0,129950612163274;0,149795378545841;0,152654471522838;0,878670766300572;FALSE;100
"h_TEX_Log";"hs_asthma";0;-0,0499687000283639;-0,0475721764899257;0,0713054120976251;-0,189724739642496;0,089787339585768;-0,212230871513942;0,0887478991198267;-0,700770089652538;0,483446507049203;FALSE;100
"hs_KIDMED_None";"hs_asthma";0;-0,159983197762951;-0,163221865112435;0,0582748318989164;-0,274199769489953;-0,0457666260359495;-0,270806377246866;-0,0654638506546343;-2,74532233813147;0,00604514890442211;TRUE;100
"hs_mvpa_prd_alt_None";"hs_asthma";0;0,0243013917439368;0,0255167538225074;0,0719644025728497;-0,11674624546779;0,165349028955664;-0,115979723269438;0,152024676912653;0,337686284817503;0,735599611389147;FALSE;100
"hs_sd_wk_None";"hs_asthma";0;-0,0708797254142474;-0,0716616645388242;0,0658492635602432;-0,19994191040081;0,058182459572315;-0,185342727636546;0,0469021076195247;-1,07639359321615;0,281751266466056;FALSE;100
"hs_dif_hours_total_None";"hs_asthma";0;-0,204771163840242;-0,208326395042242;0,0677831526218684;-0,337623701737685;-0,071918625942798;-0,34202378193652;-0,088840797416027;-3,02097432650511;0,0025196272294152;TRUE;100
"hs_as_c_Log2";"hs_asthma";0;-0,0968165932155252;-0,0911902523551713;0,0715294120391596;-0,237011664647604;0,0433784782165535;-0,215236279633299;0,0350984785406757;-1,35352144601051;0,175889103437858;FALSE;100
"hs_cd_c_Log2";"hs_asthma";0;0,0417000393085956;0,0451504164139311;0,0815910486695922;-0,11821547754466;0,201615556161851;-0,104219700307199;0,208899262663674;0,511085958429857;0,609290867750313;FALSE;100
"hs_co_c_Log2";"hs_asthma";0;-0,132375715760805;-0,132576395329443;0,0630365534414687;-0,255925090215618;-0,00882634130599197;-0,242163396524797;-0,0310609937955634;-2,09998339905623;0,035730301489496;TRUE;100
"hs_cs_c_Log2";"hs_asthma";0;-0,0148928657231345;-0,0142322276687184;0,069790497885852;-0,151679728042523;0,121893996596254;-0,155597396690766;0,134335931557888;-0,213393888484548;0,831019747012902;FALSE;100
"hs_cu_c_Log2";"hs_asthma";0;-0,0411029627476315;-0,0431633552135152;0,0665767885155294;-0,171591070444409;0,0893851449491459;-0,166450905650299;0,0830134718767105;-0,617376771456076;0,536986239678852;FALSE;100
"hs_hg_c_Log2";"hs_asthma";0;0,0394084985913689;0,0393457218899292;0,0623448234266758;-0,0827851099474246;0,161602107130162;-0,0786806149920724;0,153284846337085;0,632105384622952;0,5273180169057;FALSE;100
"hs_mn_c_Log2";"hs_asthma";0;0,156761179539128;0,152137024836208;0,0674985660804491;0,0244664210133508;0,289055938064905;0,0180689335085859;0,284332841696461;2,32243718114382;0,0202094072646605;TRUE;100
"hs_mo_c_Log2";"hs_asthma";0;0,042298410088415;0,0479127835995076;0,0659649806723483;-0,0869905762702685;0,171587396447098;-0,0745594480124582;0,182347831105272;0,641225232802136;0,521376357914371;FALSE;100
"hs_pb_c_Log2";"hs_asthma";0;-0,0705629973468184;-0,0732657194437022;0,0594363575608536;-0,187056117538336;0,0459301228446995;-0,196592179418329;0,0465004689549106;-1,18720258512768;0,235147721447183;FALSE;100
