"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap"
"hs_as_m_Log2";"e3_bw";0;0,00635010441494623;0,00560948386976258;0,00278456742082773;0,000892452557600289;0,0118077562722922;0,00103793189911526;0,0107504405856576;2,28046351740286;0,0225802121670967;TRUE;100
"hs_cd_m_Log2";"e3_bw";0;0,000126092837563135;0,00135863287921654;0,0028870991664733;-0,00553251754852014;0,00578470322364641;-0,00445959955680479;0,00728153026544333;0,0436745779387834;0,965163803740972;FALSE;100
"hs_co_m_Log2";"e3_bw";0;0,00282833750837212;0,0027989908541429;0,00317098123128501;-0,00338667150059897;0,00904334651734321;-0,00333504831460677;0,00852928907901104;0,891943944816717;0,372422978657097;FALSE;100
"hs_cs_m_Log2";"e3_bw";0;-0,00852654730899383;-0,00900828120165872;0,00292136526949152;-0,0142523180228834;-0,00280077659510429;-0,0155915362038585;-0,00393148976860774;-2,91868579326197;0,00351510333911202;TRUE;100
"hs_cu_m_Log2";"e3_bw";0;-0,00242846275540641;-0,00190505081359343;0,00298409912424627;-0,00827718956522662;0,00342026405441379;-0,00731977483881319;0,00432167933723591;-0,813800967828037;0,415758980572102;FALSE;100
"hs_hg_m_Log2";"e3_bw";0;-0,0044783062570696;-0,00416078210880616;0,00335278937614544;-0,0110496526820632;0,00209304016792398;-0,0113635319424721;0,0026310494765263;-1,33569567147046;0,181648764757146;FALSE;100
"hs_mn_m_Log2";"e3_bw";0;0,000750172521495374;0,000331133024123032;0,00261910710513795;-0,00438318307622798;0,00588352811921872;-0,0045324621834936;0,00539688652900413;0,286423002718654;0,774554158741132;FALSE;100
"hs_mo_m_Log2";"e3_bw";0;-0,000321997884914757;-0,00123936952598068;0,00261596828839572;-0,00544920151486925;0,00480520574503974;-0,00638551491445427;0,00420439111530517;-0,123089368607074;0,90203632988235;FALSE;100
"hs_pb_m_Log2";"e3_bw";0;-0,00197383440594706;-0,00249409805719119;0,00248793649256606;-0,00685010032719944;0,00290243151530531;-0,00707799720143942;0,00249948652881001;-0,793362053993288;0,427566912269531;FALSE;100
"h_humidity_preg_None";"e3_bw";0;0,0363054804161197;0,0385423322499149;0,00486584787325861;0,026768593830282;0,0458423670019574;0,029717796946207;0,0487276458615327;7,4612855481251;8,56823315903896e-14;TRUE;100
"h_pressure_preg_None";"e3_bw";0;-0,0339796810211467;-0,0337558723083602;0,00561928017008534;-0,044993267773554;-0,0229660942687393;-0,0451583334767214;-0,0236536422743428;-6,04698110659085;1,47585056985493e-09;TRUE;100
"h_temperature_preg_None";"e3_bw";0;0,00346786051937244;0,00234378929332909;0,00389334832154242;-0,00416296197012018;0,0110986830088651;-0,00471427872749631;0,00946742734637048;0,890714170161529;0,373082530853511;FALSE;100
"h_ndvi100_preg_None";"e3_bw";0;0,00849738524375135;0,00790698082793528;0,00445249225374514;-0,000229339215032693;0,0172241097025354;-0,000556095509774885;0,016561303467974;1,90845592973327;0,0563323139620875;FALSE;100
"hs_dde_madj_Log2";"e3_bw";0;-0,00535423908678666;-0,00521476618953065;0,00302928863022894;-0,0112915357008121;0,000583057527238732;-0,0111357128223334;0,000202262779980737;-1,767490569686;0,0771461069491735;FALSE;100
"hs_ddt_madj_Log2";"e3_bw";0;-0,00366358500814802;-0,00335511591201147;0,00246509076766065;-0,00849507413138507;0,00116790411508904;-0,00756962307405558;0,00159302734300369;-1,48618665738817;0,13722975574797;FALSE;100
"hs_hcb_madj_Log2";"e3_bw";0;0,00027035166027951;-0,000828653991676728;0,00307166153199997;-0,00574999431513756;0,00629069763569658;-0,00715578866191877;0,00422560363573118;0,0880147950752513;0,929864917008803;FALSE;100
"hs_pcb118_madj_Log2";"e3_bw";0;-0,00110022627230276;-0,000703697141948404;0,00447406950492347;-0,00986924136628172;0,00766878882167619;-0,00969522991281805;0,0076906069996735;-0,245911752397236;0,805750546044499;FALSE;100
"hs_pcb138_madj_Log2";"e3_bw";0;-0,00481569802352897;-0,00660205270111949;0,00449183720030608;-0,0136195371605461;0,00398814111348817;-0,0147540548426746;0,00102103211803954;-1,07209985775994;0,28367518275384;FALSE;100
"hs_pcb153_madj_Log2";"e3_bw";0;-0,00849963690225713;-0,00813628816390052;0,00393272083660535;-0,0162076281032539;-0,000791645701260415;-0,0140457003714157;0,00103576538650115;-2,1612611866938;0,030675169313453;TRUE;100
"hs_pcb170_madj_Log2";"e3_bw";0;-0,00311729288449868;-0,00203984070746037;0,00451472381158108;-0,011965988955343;0,00573140318634563;-0,00977054360309243;0,0058519786147208;-0,690472554822127;0,489897063411331;FALSE;100
"hs_pcb180_madj_Log2";"e3_bw";0;0,00649672560979712;0,00465034611665468;0,00565969422990619;-0,00459607124432817;0,0175895224639224;-0,00795308991188457;0,0137252770354821;1,14789339245007;0,251012576266062;FALSE;100
"hs_sumPCBs5_madj_Log2";"e3_bw";0;-0,000872963010872101;-0,000776515180872402;0,00422144859064837;-0,00914685021113028;0,00740092418938608;-0,00824235674639396;0,00747131215277221;-0,206792287558812;0,836172079606523;FALSE;100
"hs_pfhxs_m_Log2";"e3_bw";0;0,0114996778610699;0,010281001328785;0,00349514936910133;0,00464931097704343;0,0183500447450964;0,00342824668045552;0,0180888370046685;3,29018209142424;0,00100122567683497;TRUE;100
"hs_pfna_m_Log2";"e3_bw";0;-0,00784000778581862;-0,00837174806186357;0,00338125857061689;-0,0144671528066451;-0,00121286276499214;-0,0160970041950998;-0,00160843718746395;-2,31866555665048;0,0204131774886942;TRUE;100
"hs_pfoa_m_Log2";"e3_bw";0;0,00480670102194729;0,00354971310321024;0,003411345759664;-0,00187941380580757;0,0114928158497022;-0,00320013375493093;0,0100058372977087;1,40903366606284;0,158825213534146;FALSE;100
"hs_pfos_m_Log2";"e3_bw";0;-0,00862499338190794;-0,00873062528037092;0,00364579806627202;-0,0157706262867069;-0,001479360477109;-0,0152370712160735;-0,00237231876623243;-2,36573535481831;0,0179943019968262;TRUE;100
"hs_pfunda_m_Log2";"e3_bw";0;-0,00648708352864616;-0,00711269931310812;0,00344214389948364;-0,0132335616012384;0,000259394543946033;-0,0138717628857837;-0,000597179396231388;-1,88460555923281;0,0594831112029125;FALSE;100
"e3_asmokcigd_p_None";"e3_bw";0;-0,0024180850980049;-0,00315850160476775;0,00238426429444406;-0,00709115724474005;0,00225498704873025;-0,0078598672663657;0,000829558276383402;-1,01418500610006;0,310494481821794;FALSE;100
"h_distinvnear1_preg_Log";"e3_bw";0;0,000644730294063494;-0,000130596779953786;0,00280462360010825;-0,00485223095233974;0,00614169154046673;-0,00555448004789975;0,00460685220882584;0,229881219725388;0,81818407004068;FALSE;100
"h_trafload_preg_pow1over3";"e3_bw";0;-0,000138289651797758;0,000377271046030297;0,00266589458459164;-0,00536334702417774;0,00508676772058222;-0,00425012453959226;0,00615549560663544;-0,0518736384390614;0,958629379465361;FALSE;100
"h_trafnear_preg_pow1over3";"e3_bw";0;-0,0108469621876684;-0,00993545567242353;0,00393886480879622;-0,0185669953528812;-0,00312692902245556;-0,0174827197598688;-0,00221629202298967;-2,75382952048649;0,00589024412489164;TRUE;100
"h_bro_preg_Log";"e3_bw";0;0,0126807335383152;0,012733289070642;0,00525987685543967;0,00237156433853771;0,0229899027380928;0,00326450252960814;0,0213783183627804;2,41084228525257;0,0159157291817479;TRUE;100
"h_clf_preg_Log";"e3_bw";0;0,0104967804751297;0,0111136781450843;0,0030979283073258;0,00442495256608403;0,0165686083841754;0,00563402894232309;0,0165470234234172;3,3883225929753;0,000703215037528605;TRUE;100
"h_thm_preg_Log";"e3_bw";0;0,00446079180818757;0,00473941427948133;0,0038420936162539;-0,00306957330490133;0,0119911569212765;-0,0031351661191783;0,0116686485390205;1,16103152440541;0,245629079632389;FALSE;100
"e3_alcpreg_yn_None_1";"e3_bw";0;0,0196270402623591;0,0200181373469168;0,00583273664522868;0,00819508650640387;0,0310589940183143;0,0100174223585358;0,0310613503770965;3,36497967526349;0,000765492976646236;TRUE;100
"h_pamod_t3_None_Often";"e3_bw";0;0,124902588471619;0,123826513219233;0,00929245248192871;0,106689716278989;0,143115460664249;0,107925361972054;0,14102083952239;13,4412942885122;3,46325649106671e-41;TRUE;100
"h_pamod_t3_None_Sometimes";"e3_bw";0;0,112830200766566;0,110207661938764;0,010640904738993;0,0919744107152184;0,133685990817914;0,0898012971200065;0,129574282296676;10,6034405470341;2,87215388166187e-26;TRUE;100
"h_pamod_t3_None_Very Often";"e3_bw";0;0,121347211172113;0,119005315211864;0,00987336938924741;0,101995762763128;0,140698659581098;0,100882985280086;0,140785920666687;12,2903546285087;1,02057330366008e-34;TRUE;100
"h_pavig_t3_None_Low";"e3_bw";0;0,135968766885919;0,134233560426812;0,0105147590686285;0,115360217805291;0,156577315966547;0,114083923977438;0,153060506158478;12,9312299025083;2,99981341416392e-38;TRUE;100
"h_pavig_t3_None_Medium";"e3_bw";0;0,129552807672035;0,128524781573144;0,0108507452745648;0,108285737728469;0,1508198776156;0,105108579351709;0,148890960234268;11,9395308242761;7,3637385182978e-33;TRUE;100
"h_abs_ratio_preg_Log";"hs_asthma";0;-0,0894137939829465;-0,0880705278492368;0,072938027773834;-0,232369701523043;0,0535421135571503;-0,2198086173262;0,0423312350205121;-1,22588719097534;0,220241129668103;FALSE;100
"h_no2_ratio_preg_Log";"hs_asthma";0;-0,0672280910680658;-0,0698783058003801;0,0708618524193533;-0,206114769687791;0,0716585875516591;-0,202861646653786;0,0690927037202446;-0,948720486027048;0,342762791962564;FALSE;100
"h_pm10_ratio_preg_None";"hs_asthma";0;0,0404603993415875;0,0346220136052233;0,0545341790373616;-0,0664246274981005;0,147345426181276;-0,0628067387006858;0,13385379251947;0,741927357407689;0,458131349471188;FALSE;100
"h_pm25_ratio_preg_None";"hs_asthma";0;-0,0278099292139323;-0,0267882311111376;0,0697135279345002;-0,16444593320078;0,108826074772915;-0,164130697547674;0,0915854527642238;-0,398917255199899;0,689954174501888;FALSE;100
"h_accesslines300_preg_dic0";"hs_asthma";0;-0,223497833931347;-0,219241750212812;0,175944757015953;-0,568343220951265;0,121347553088571;-0,564442008671159;0,15195298121338;-1,27027277039624;0,203987484068899;FALSE;100
"h_accesspoints300_preg_Log";"hs_asthma";0;-0,0254682543056548;-0,0252667627459552;0,0665747937280502;-0,155952452290816;0,105015943679507;-0,147216423625234;0,109333726474006;-0,382551005861009;0,702052703290688;FALSE;100
"h_builtdens300_preg_Sqrt";"hs_asthma";0;0,0384154618353056;0,0390726270246456;0,0675387813800503;-0,0939581172293174;0,170789040899929;-0,0919605464605044;0,167112332394293;0,568791160431757;0,56949787420367;FALSE;100
"h_connind300_preg_Sqrt";"hs_asthma";0;0,0711727488288679;0,069803790953171;0,066230697848032;-0,0586370336242292;0,200982531281965;-0,0574272963175044;0,203278036307244;1,07461873634754;0,282545459838675;FALSE;100
"h_fdensity300_preg_Log";"hs_asthma";0;-0,0458178181771144;-0,0477123178701135;0,0622048192671423;-0,167737023605536;0,0761013872513077;-0,156350723877997;0,0889336169852705;-0,736563801919383;0,461387654685421;FALSE;100
"h_frichness300_preg_None";"hs_asthma";0;0,032789025228613;0,0298247957200416;0,0539542044711633;-0,072959272349377;0,138537322806603;-0,0748280653771908;0,117331575291043;0,607719556798166;0,543373489972336;FALSE;100
"h_landuseshan300_preg_None";"hs_asthma";0;-0,0620011912058271;-0,064443549031459;0,0641647907208853;-0,187761870094312;0,0637594876826579;-0,188954192424984;0,045193105157804;-0,966280580194366;0,333903800801114;FALSE;100
"h_popdens_preg_Sqrt";"hs_asthma";0;-0,13816425571866;-0,13530356552778;0,054661270398576;-0,245298377049074;-0,0310301343882457;-0,257529740596192;-0,0455259638029963;-2,52764443107893;0,0114830581890134;TRUE;100
"h_walkability_mean_preg_None";"hs_asthma";0;0,120519617420096;0,120480146911895;0,0662095074655989;-0,00924863264661359;0,250287867486806;-0,00782334297270084;0,242179231645429;1,82027660427342;0,068716892383548;FALSE;100
"hs_as_m_Log2";"hs_asthma";0;0,0407811721167751;0,0398460627529002;0,0622856214218324;-0,0812964026247129;0,162858746858263;-0,0602283555886202;0,169469514644648;0,65474456521165;0,512632227143945;FALSE;100
"hs_cd_m_Log2";"hs_asthma";0;-0,193917730457627;-0,189801074390367;0,0659414106566119;-0,323160520434352;-0,0646749404809017;-0,2863613467844;-0,0592261168527663;-2,94075799299242;0,00327410222588367;TRUE;100
"hs_co_m_Log2";"hs_asthma";0;0,0581576782725802;0,0598252005290525;0,0639567522462548;-0,0671952526982304;0,183510609243391;-0,086621142202999;0,162445725519474;0,90932819804004;0,36317691036251;FALSE;100
"hs_cs_m_Log2";"hs_asthma";0;-0,0280295162794068;-0,0277586573418838;0,0686623330322998;-0,162605216117209;0,106546183558396;-0,154979495418676;0,108054069228366;-0,40822260243067;0,683110255717088;FALSE;100
"hs_cu_m_Log2";"hs_asthma";0;-0,0262699434329764;-0,0271915436790338;0,0636181495053032;-0,150959225226455;0,0984193383605026;-0,165634077601;0,0897153490560424;-0,412931586933168;0,679656737846907;FALSE;100
"hs_hg_m_Log2";"hs_asthma";0;-0,0549225060554597;-0,0528082878003634;0,0696064698197477;-0,191348679993139;0,0815036678822199;-0,197268694510058;0,0861542509494844;-0,789043119090604;0,430086805197589;FALSE;100
"hs_mn_m_Log2";"hs_asthma";0;0,0431172471273728;0,0405993610473675;0,0613797174028634;-0,0771847883634859;0,163419282618231;-0,0840431275105911;0,140584806460131;0,702467345106436;0,482387759468752;FALSE;100
"hs_mo_m_Log2";"hs_asthma";0;0,0660505434970691;0,0629264691339454;0,0712281975999012;-0,0735541584824396;0,205655245476578;-0,0823596315912251;0,203260035657903;0,927308927120187;0,353766160643404;FALSE;100
"hs_pb_m_Log2";"hs_asthma";0;0,00292608221151847;0,00326639231533272;0,0729599563671821;-0,140072804581772;0,145924969004809;-0,11005595660346;0,141914668975294;0,0401053174537621;0,968009162499065;FALSE;100
"h_humidity_preg_None";"hs_asthma";0;-0,185299528405881;-0,185199512167259;0,061265318350238;-0,305377345873729;-0,0652217109380341;-0,307747546871377;-0,0649428974822098;-3,02454199856715;0,0024900989600862;TRUE;100
"h_pressure_preg_None";"hs_asthma";0;0,0999868153377404;0,101791704014369;0,0574504756174622;-0,0126140477671821;0,212587678442663;-0,00871347765396577;0,192057810165486;1,74040013181978;0,0817887824093457;FALSE;100
"h_temperature_preg_None";"hs_asthma";0;0,0601158131990891;0,0587880003824391;0,0599451214340011;-0,057374465860433;0,177606092258611;-0,0624906203509739;0,140998418642434;1,00284746716671;0,31593446238891;FALSE;100
"h_ndvi100_preg_None";"hs_asthma";0;0,120512093966906;0,118922648517508;0,075217502684888;-0,0269115023025189;0,267935690236332;-0,0275942776729627;0,285395327060541;1,60218153574937;0,109115471880769;FALSE;100
"hs_dde_madj_Log2";"hs_asthma";0;-0,0294526936468422;-0,0329517176538362;0,0641704265640518;-0,155224418584956;0,0963190312912716;-0,144301254569261;0,0845900163331796;-0,458976123798148;0,646251311922617;FALSE;100
"hs_ddt_madj_Log2";"hs_asthma";0;-0,0533899395119445;-0,0562828383162141;0,078943683966285;-0,208116716892775;0,101336837868886;-0,193799015469572;0,103515454012278;-0,676304130103;0,498847571079687;FALSE;100
"hs_hcb_madj_Log2";"hs_asthma";0;0,0989183670387242;0,101092837474887;0,0539333307880795;-0,00678901887219692;0,204625752949645;0,00819419671344132;0,205304500592015;1,83408600198279;0,066641228958178;FALSE;100
"hs_pcb118_madj_Log2";"hs_asthma";0;0,150476326252308;0,146348116348409;0,0650731648600666;0,02293526676654;0,278017385738076;0,0164653188623243;0,256869999317946;2,31241751612807;0,0207546860047277;TRUE;100
"hs_pcb138_madj_Log2";"hs_asthma";0;0,0452964153873126;0,0470508638493218;0,0498378452693615;-0,0523839664077158;0,142976797182341;-0,0609583855575783;0,141594946338787;0,908875878210554;0,363415647930076;FALSE;100
"hs_pcb153_madj_Log2";"hs_asthma";0;0,136810592902345;0,131348153250842;0,0444826678637302;0,0496261659531762;0,223995019851513;0,0613714023940592;0,225872680269855;3,07559324727229;0,00210084225767549;TRUE;100
"hs_pcb170_madj_Log2";"hs_asthma";0;-0,0803312905092387;-0,0791919647144687;0,061900822696434;-0,201654673607649;0,0409920925891715;-0,185174055914203;0,0341880371867459;-1,29774188790978;0,194376044570223;FALSE;100
"hs_pcb180_madj_Log2";"hs_asthma";0;-0,0159792810872424;-0,0124918202211009;0,0660616252945616;-0,145457687424763;0,113499125250279;-0,135527513823448;0,136498902766603;-0,241884467964458;0,808869685594395;FALSE;100
"hs_sumPCBs5_madj_Log2";"hs_asthma";0;-0,0229956658083699;-0,0180820161278985;0,0617568797303981;-0,144036925877522;0,098045594260782;-0,116424173844984;0,0985381567081736;-0,372357960906677;0,709626349460925;FALSE;100
"hs_pfhxs_m_Log2";"hs_asthma";0;0,0258050232978373;0,0275466112075791;0,0583330807465017;-0,0885257140725727;0,140135760668247;-0,0753725571674451;0,149379805170115;0,442373743467765;0,658218775821559;FALSE;100
"hs_pfna_m_Log2";"hs_asthma";0;0,121628026014592;0,120926498634575;0,0539032056558992;0,0159796842777739;0,22727636775141;0,0223026017996182;0,213173583321087;2,25641544940808;0,0240446249864751;TRUE;100
"hs_pfoa_m_Log2";"hs_asthma";0;0,00813059188514465;0,00926545831012563;0,0669713610248009;-0,123130863719095;0,139392047489384;-0,103712636373258;0,142538986261058;0,12140401151671;0,903371039653826;FALSE;100
"hs_pfos_m_Log2";"hs_asthma";0;0,000363683905836208;0,0055556994533348;0,0613135452710205;-0,11980865658983;0,120536024401503;-0,111406600824636;0,12088318497666;0,00593154260169817;0,995267341488054;FALSE;100
"hs_pfunda_m_Log2";"hs_asthma";0;-0,000604967114608009;0,00584794697454881;0,0697460698784603;-0,137304752139604;0,136094817910388;-0,105493828590732;0,144820952745286;-0,00867385238569323;0,993079353878841;FALSE;100
"e3_asmokcigd_p_None";"hs_asthma";0;0,147518851907231;0,138053823882927;0,062788704267284;0,0244552529074181;0,270582450907044;0,00258261044898248;0,236851387977215;2,34944889576413;0,0188012248107325;TRUE;100
"h_distinvnear1_preg_Log";"hs_asthma";0;0,0530456016625541;0,0534329206480176;0,0659338305508459;-0,0761823315798706;0,182273534904979;-0,0761392182582893;0,185867590948056;0,804527830696066;0,421092202995933;FALSE;100
"h_trafload_preg_pow1over3";"hs_asthma";0;-0,0499945368358165;-0,0514676177286006;0,0683586435757818;-0,183975016276359;0,0839859426047261;-0,176963244461175;0,114869798517077;-0,731356478429725;0,464561441268198;FALSE;100
"h_trafnear_preg_pow1over3";"hs_asthma";0;-0,0609770794622772;-0,0586968371912318;0,0689713702401654;-0,196158481097379;0,0742043221728246;-0,182614425867505;0,076054283240387;-0,884092620604009;0,37664621641969;FALSE;100
"h_bro_preg_Log";"hs_asthma";0;0,0185388342425817;0,0132728362035746;0,0654966681195916;-0,109832276379191;0,146909944864354;-0,12516890282235;0,150526359374542;0,283050035594655;0,777138481741622;FALSE;100
"h_clf_preg_Log";"hs_asthma";0;-0,0899090757973988;-0,0921249038982592;0,0729435485169317;-0,232875803795135;0,0530576522003375;-0,229674864345349;0,0410812179248928;-1,23258434262393;0,217730881484717;FALSE;100
"h_thm_preg_Log";"hs_asthma";0;0,0424423981033671;0,040412373245356;0,0665617943878562;-0,0880163216431913;0,172901117849926;-0,0910850174937742;0,162393216122251;0,637639031424767;0,523708681773447;FALSE;100
"e3_alcpreg_yn_None_1";"hs_asthma";0;-0,263386322173212;-0,270460499125889;0,145701017067717;-0,548955068136793;0,0221824237903684;-0,532811420943931;-0,00635309008589731;-1,8077178009732;0,0706504326407861;FALSE;100
"h_pamod_t3_None_Often";"hs_asthma";0;-0,328352846331488;-0,326602295481509;0,109642440527352;-0,543248080942172;-0,113457611720804;-0,562239388126121;-0,13188731265599;-2,99476046640512;0,00274660440427254;TRUE;100
"h_pamod_t3_None_Sometimes";"hs_asthma";0;-0,126726768817031;-0,129509616654003;0,175368916593696;-0,470443529348484;0,216989991714422;-0,512658539746093;0,157558214595962;-0,72262959296623;0,469907482113043;FALSE;100
"h_pamod_t3_None_Very Often";"hs_asthma";0;-0,295056301589786;-0,297177218879521;0,119880268707356;-0,530017310713187;-0,0600952924663848;-0,509043573193103;-0,0801864485072897;-2,46125826019008;0,0138450664347098;TRUE;100
"h_pavig_t3_None_Low";"hs_asthma";0;-0,544739145065686;-0,554766197894764;0,13562435036614;-0,810557987209963;-0,278920302921409;-0,795391937156135;-0,312786247912403;-4,01652906425043;5,90615828907821e-05;TRUE;100
"h_pavig_t3_None_Medium";"hs_asthma";0;-0,368442227006305;-0,36421830086735;0,127722857116412;-0,618774426957028;-0,118110027055582;-0,60704243982125;-0,115854465829004;-2,88470079142131;0,00391785827415132;TRUE;100
"h_abs_ratio_preg_Log";"hs_zbmi_who";0;-0,00994847909230835;-0,00960177831323113;0,00551525338350242;-0,0207581770895858;0,000861218904969058;-0,0194615587681308;0,000806284264246839;-1,8038117925945;0,0712608165328135;FALSE;100
"h_no2_ratio_preg_Log";"hs_zbmi_who";0;-0,00470831044910995;-0,00399704963004411;0,00581993999194583;-0,0161151832255081;0,00669856232728821;-0,0146597643020876;0,00811117021722276;-0,80899639096378;0,418517222205341;FALSE;100
"h_pm10_ratio_preg_None";"hs_zbmi_who";0;-0,00646525569230581;-0,0064400807554203;0,00546867278793835;-0,0171836573998992;0,0042531460152876;-0,0166146106133003;0,0038307846539051;-1,18223487544647;0,237112518055079;FALSE;100
"h_pm25_ratio_preg_None";"hs_zbmi_who";0;-0,00407737888024638;-0,0032814298652035;0,00454619899448604;-0,0129877651759912;0,00483300741549847;-0,0125161259508704;0,00664334285973674;-0,896876464314852;0,369784840171218;FALSE;100
"h_accesslines300_preg_dic0";"hs_zbmi_who";0;0,0290527327568217;0,0275589568906134;0,0144681580276302;0,000695664100032498;0,0574098014136108;0,00273892996103518;0,0537482226324999;2,00804640793521;0,0446383603799905;TRUE;100
"h_accesspoints300_preg_Log";"hs_zbmi_who";0;0,00029968656956491;0,000478842854019194;0,00494064509639817;-0,00938379987976992;0,00998317301889974;-0,0104112292434867;0,00871467287619611;0,0606573764594806;0,95163207779688;FALSE;100
"h_builtdens300_preg_Sqrt";"hs_zbmi_who";0;-0,00202179451149474;-0,00182793730900678;0,00454724886673722;-0,0109342385190403;0,00689064949605078;-0,0092464639506128;0,0053451992968981;-0,444619278765235;0,656594912894726;FALSE;100
"h_connind300_preg_Sqrt";"hs_zbmi_who";0;0,000480696616272034;0,000638980404124722;0,00449004511558801;-0,00831963009924044;0,00928102333178451;-0,00676340695598081;0,00873648223822823;0,10705830429258;0,914742725348666;FALSE;100
"h_fdensity300_preg_Log";"hs_zbmi_who";0;-0,00322295297387978;-0,00239779282372766;0,0060841779278011;-0,0151477225879035;0,00870181664014392;-0,0135091273047879;0,0078067748763794;-0,529726942920717;0,59630126463823;FALSE;100
"h_frichness300_preg_None";"hs_zbmi_who";0;0,00664236475624501;0,00685483104358816;0,0053074975413153;-0,00376013927276786;0,0170448687852579;-0,00366485926012981;0,0181139741870228;1,25150595069308;0,210749943967611;FALSE;100
"h_landuseshan300_preg_None";"hs_zbmi_who";0;0,00795209840184154;0,00747417791131575;0,00390076650885774;0,000306736532380332;0,0155974602713028;-0,000901539801202514;0,0145483605865664;2,03859892248976;0,0414900728696853;TRUE;100
"h_popdens_preg_Sqrt";"hs_zbmi_who";0;0,0145875327436587;0,0134180480985688;0,00502232266747186;0,00474396119667472;0,0244311042906427;0,00368430575111312;0,0226582043514465;2,90453913647125;0,00367794218420327;TRUE;100
"h_walkability_mean_preg_None";"hs_zbmi_who";0;-0,0147983364953618;-0,0143751288341249;0,00551435212233901;-0,0256062680532183;-0,00399040493750536;-0,0252689217627603;-0,0041471706060871;-2,68360383360591;0,00728333546809768;TRUE;100
"hs_as_m_Log2";"hs_zbmi_who";0;0,0101675276549831;0,00996092010196153;0,00373042369665078;0,00285603156247276;0,0174790237474934;0,0022537794983017;0,0162126342620472;2,72556912613213;0,0064190733465537;TRUE;100
"hs_cd_m_Log2";"hs_zbmi_who";0;0,00624758320889494;0,00534813994799511;0,00412977455604731;-0,00184662618522769;0,0143417926030176;-0,00320653156757634;0,0126182846994033;1,5128145917182;0,130326761292312;FALSE;100
"hs_co_m_Log2";"hs_zbmi_who";0;0,00689015633637477;0,00693845095947539;0,00476809227009737;-0,0024551327879799;0,0162354454607295;-0,00484371503844115;0,0140164651034806;1,44505515960455;0,14844239265491;FALSE;100
