"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"hs_pcb153_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,000213931109412768;-0,00606345088569139;-0,00606345088569139;-0,00611027856080467;0,00413904542449518;-0,0140919160854424;0,00143465545648803;-0,0140919160854424;0,00143465545648803;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"hs_pfna_m_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00185121777053746;-0,00581119721551878;-0,00581119721551878;-0,00570845388873571;0,00340773215263306;-0,0120292765817391;0,00135818655408942;-0,0120292765817391;0,00135818655408942;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,06;0,94;0
"hs_pfos_m_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00124945127249714;-0,0061764099676787;-0,0061764099676787;-0,00631771249580234;0,00355587613976897;-0,012663082945918;0,00070173307520035;-0,012663082945918;0,00070173307520035;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"e3_asmokcigd_p_None";"e3_bw";0,000154688532314652;1e-12;-0,00255589850921815;-0,00506802471520396;-0,00506802471520396;-0,00497291191609973;0,00233673289431366;-0,00998583930195282;-0,000872370550806029;-0,00998583930195282;-0,000872370550806029;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"h_pamod_t3_None_Often";"e3_bw";0,000154688532314652;1e-12;0,00126150678955096;0,09560937428445;0,09560937428445;0,0961343685464688;0,00817356767811601;0,0782843018778599;0,109158571327676;0,0782843018778599;0,109158571327676;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pavig_t3_None_Medium";"e3_bw";0,000154688532314652;1e-12;0,000231862990331001;0,0958800394218105;0,0958800394218105;0,0952936463196518;0,0100794307394516;0,0768743495950097;0,11512212068661;0,0768743495950097;0,11512212068661;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_no2_dy_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;0,000716174686317571;0,00743918406073824;0,00743918406073824;0,00783188394162618;0,00445783363501886;-0,00204005054033377;0,0145661140760907;-0,00204005054033377;0,0145661140760907;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,94;0,06;0
"hs_no2_wk_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;2,85183812995997e-06;0,00625607948184955;0,00625607948184955;0,00631950823915245;0,00465216747492635;-0,00186495501752008;0,0155171647638402;-0,00186495501752008;0,0155171647638402;100;1;0,9;TRUE;0,91;0,8;TRUE;TRUE;0,91;0,09;0
"hs_no2_yr_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;3,43819741738801e-05;0,0210300703436779;0,0210300703436779;0,0212448651325294;0,00468444005278506;0,0125060301190365;0,0303489185722825;0,0125060301190365;0,0303489185722825;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_pm10_wk_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,000208165918698376;-0,00584534941566432;-0,00584534941566432;-0,00625669584443884;0,00318702096264033;-0,0113073989152563;-0,000301593530972714;-0,0113073989152563;-0,000301593530972714;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,02;0,98;0
"hs_pm25_wk_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,000795272667251339;-0,00465418870332924;-0,00465418870332924;-0,00453384728471097;0,00390112259726393;-0,0124252449949874;0,00266798831977226;-0,0124252449949874;0,00266798831977226;100;1;0,9;TRUE;0,89;0,8;TRUE;TRUE;0,11;0,89;0
"hs_pm25_yr_hs_h_None";"e3_bw";0,000154688532314652;1e-12;0,000451104933005242;0,0165874106934426;0,0165874106934426;0,0166446975283414;0,00449683825516063;0,00810504360800739;0,0263902487759267;0,00810504360800739;0,0263902487759267;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;-0,000540448587060167;-0,00990888449314868;-0,00990888449314868;-0,0103923833873907;0,00319193036882236;-0,0155268935482635;-0,00346847231219172;-0,0155268935482635;-0,00346847231219172;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_accesspoints300_h_Log";"e3_bw";0,000154688532314652;1e-12;-0,00150218291506246;-0,00707074014228548;-0,00707074014228548;-0,0069660724699381;0,00384322330045228;-0,0139966739157644;0,000511226597578486;-0,0139966739157644;0,000511226597578486;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,06;0,94;0
"hs_fdensity300_h_Log";"e3_bw";0,000154688532314652;1e-12;0,00060524464671727;0,0085849340211532;0,0085849340211532;0,00866359994477987;0,00363384547291859;0,00103901298658446;0,0139976718453282;0,00103901298658446;0,0139976718453282;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"hs_popdens_h_Sqrt";"e3_bw";0,000154688532314652;1e-12;-0,000214154486985956;-0,00463793000219354;-0,00463793000219354;-0,00466518628020022;0,00358173016707094;-0,0115213750141332;0,00124561456092971;-0,0115213750141332;0,00124561456092971;100;1;0,9;TRUE;0,92;0,8;TRUE;TRUE;0,08;0,92;0
"hs_builtdens300_s_Sqrt";"e3_bw";0,000154688532314652;1e-12;-0,00100190819880371;-0,00297416675679782;-0,00297416675679782;-0,00358635803971273;0,00321788723049723;-0,00902653282777533;0,00316817805117234;-0,00902653282777533;0,00316817805117234;100;1;0,9;TRUE;0,81;0,8;TRUE;TRUE;0,19;0,81;0
"h_Benzene_Log";"e3_bw";0,000154688532314652;1e-12;-0,00278701692355191;-0,00299318961456568;-0,00299318961456568;-0,00298049211736941;0,00303200627073685;-0,00821679074318793;0,00248192201806549;-0,00821679074318793;0,00248192201806549;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"h_NO2_Log";"e3_bw";0,000154688532314652;1e-12;0,000616300086763968;0,0110168665547848;0,0110168665547848;0,0109519393710617;0,0032387089339567;0,00461614886108987;0,0165030449433892;0,00461614886108987;0,0165030449433892;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_sd_wk_None";"e3_bw";0,000154688532314652;1e-12;-0,000206842831953183;-0,00208416377166331;-0,00208416377166331;-0,00179259095178013;0,0024242510734599;-0,00589140195098672;0,00210231390447072;-0,00589140195098672;0,00210231390447072;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"hs_dif_hours_total_None";"e3_bw";0,000154688532314652;1e-12;-0,00192477840414725;-0,00316828393912361;-0,00316828393912361;-0,00340448656403273;0,00291984721915544;-0,0080398989654412;0,00244673423429584;-0,0080398989654412;0,00244673423429584;100;1;0,9;TRUE;0,85;0,8;TRUE;TRUE;0,15;0,85;0
"hs_hg_c_Log2";"e3_bw";0,000154688532314652;1e-12;-0,000276587508563921;-0,00783723224804663;-0,00783723224804663;-0,00797421264275947;0,00357254939244491;-0,0152021148028561;-0,000851404814148453;-0,0152021148028561;-0,000851404814148453;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,02;0,98;0
"hs_mn_c_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00129908271616926;-0,00310282675551737;-0,00310282675551737;-0,00295613980262494;0,00254584697926814;-0,0081771685827947;0,00119879154892332;-0,0081771685827947;0,00119879154892332;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,1;0,9;0
"hs_mo_c_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00288371192538177;-0,00599737286014326;-0,00599737286014326;-0,00591193584530136;0,00259828574751893;-0,0116702309054046;-0,000830199789596761;-0,0116702309054046;-0,000830199789596761;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_hum_dy_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,000779228147729962;-0,0079907808552233;-0,0079907808552233;-0,00803498481696963;0,00321679894104007;-0,0137198859290469;-0,00218656164150886;-0,0137198859290469;-0,00218656164150886;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_uvdvf_wk_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,000337273496302851;-0,0153567992845473;-0,0153567992845473;-0,0159606344625097;0,00487204908575543;-0,0237779261551529;-0,00604603317267474;-0,0237779261551529;-0,00604603317267474;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_ndvi100_h_None";"e3_bw";0,000154688532314652;1e-12;0,000545461959163553;0,00581437709056585;0,00581437709056585;0,00615034007088837;0,00391189774935507;-0,00138256744128708;0,01295419915298;-0,00138256744128708;0,01295419915298;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,94;0,06;0
"hs_ndvi100_s_None";"e3_bw";0,000154688532314652;1e-12;0,00103697347451675;0,00802553203049971;0,00802553203049971;0,0081318792974369;0,00364605474501659;0,00109137612381951;0,014811317136574;0,00109137612381951;0,014811317136574;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,98;0,02;0
"hs_hcb_cadj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00212552829599422;-0,00557761354570898;-0,00557761354570898;-0,00375552220161839;0,00542852148824024;-0,0169945907921097;0,00139441498634176;-0,0169945907921097;0,00139441498634176;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,1;0,9;0
"hs_pcb170_cadj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,000713981280344192;-0,0084358282816636;-0,0084358282816636;-0,00821395910665327;0,00334989038802649;-0,0148392741054659;-0,00220552201550112;-0,0148392741054659;-0,00220552201550112;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_pfhxs_c_Log2";"e3_bw";0,000154688532314652;1e-12;0,00058132958880921;0,00759618090317062;0,00759618090317062;0,00747140981725192;0,00351521164628977;0,00146638437226526;0,0149846348044651;0,00146638437226526;0,0149846348044651;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"hs_pfna_c_Log2";"e3_bw";0,000154688532314652;1e-12;-0,000223384571210989;-0,00584827673325859;-0,00584827673325859;-0,00593183380363956;0,0034308235028365;-0,0121568611685374;0,00147061924431577;-0,0121568611685374;0,00147061924431577;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,06;0,94;0
"hs_pfoa_c_Log2";"e3_bw";0,000154688532314652;1e-12;0,00172950029445131;0,00543596299089247;0,00543596299089247;0,00570775232020198;0,00280944097128753;-0,000199212889922044;0,0109273518114987;-0,000199212889922044;0,0109273518114987;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,96;0,04;0
"hs_pfos_c_Log2";"e3_bw";0,000154688532314652;1e-12;-0,000817872047997934;-0,00290682775707621;-0,00290682775707621;-0,00269196954085013;0,00342073757407187;-0,0098493629659691;0,003364634649475;-0,0098493629659691;0,003364634649475;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"h_abs_ratio_preg_Log";"hs_asthma";0,000154688532314652;1e-12;-5,81185947432602e-06;-0,107667270886846;-0,107667270886846;-0,109040318005847;0,0703638503119208;-0,264465920572191;0,0160425754390644;-0,264465920572191;0,0160425754390644;100;1;0,9;TRUE;0,95;0,8;TRUE;TRUE;0,05;0,95;0
"h_popdens_preg_Sqrt";"hs_asthma";0,000154688532314652;1e-12;-4,87514814634657e-06;-0,151622327447042;-0,151622327447042;-0,153037552194777;0,056146195339522;-0,268212633880796;-0,057058500218909;-0,268212633880796;-0,057058500218909;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_cd_m_Log2";"hs_asthma";0,000154688532314652;1e-12;-1,28748021275483e-05;-0,228835806680723;-0,228835806680723;-0,232565212500027;0,0674266299449254;-0,365136676229565;-0,0952129148424798;-0,365136676229565;-0,0952129148424798;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"h_humidity_preg_None";"hs_asthma";0,000154688532314652;1e-12;-2,18627809770807e-06;-0,12844712641765;-0,12844712641765;-0,132995044108557;0,0589847419412776;-0,235545615591576;-0,00672540920676414;-0,235545615591576;-0,00672540920676414;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,02;0,98;0
"h_pressure_preg_None";"hs_asthma";0,000154688532314652;1e-12;1,18807770083622e-06;0,077602995213793;0,077602995213793;0,0698141147182053;0,0632384595783407;-0,0328065237715168;0,205144922557568;-0,0328065237715168;0,205144922557568;100;1;0,9;TRUE;0,89;0,8;TRUE;TRUE;0,89;0,11;0
"hs_ddt_madj_Log2";"hs_asthma";0,000154688532314652;1e-12;-5,0535716788574e-06;-0,0761710644863191;-0,0761710644863191;-0,075092133061417;0,0755435202191616;-0,203889492182321;0,0856954497235183;-0,203889492182321;0,0856954497235183;100;1;0,9;TRUE;0,86;0,8;TRUE;TRUE;0,14;0,86;0
"hs_pcb118_madj_Log2";"hs_asthma";0,000154688532314652;1e-12;3,56916741984826e-07;0,140988794462423;0,140988794462423;0,13495763065667;0,0668016246675816;0,0139359095781554;0,261175482009716;0,0139359095781554;0,261175482009716;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_pcb153_madj_Log2";"hs_asthma";0,000154688532314652;1e-12;1,74999162113541e-07;0,108823004741751;0,108823004741751;0,110875957784733;0,0569899291055244;-0,00943084954643087;0,215427596107507;-0,00943084954643087;0,215427596107507;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,96;0,04;0
"hs_pcb170_madj_Log2";"hs_asthma";0,000154688532314652;1e-12;-5,79754879704759e-08;-0,0961447886234739;-0,0961447886234739;-0,0924917451567825;0,0594827620575622;-0,21735122600119;0,0123600470186592;-0,21735122600119;0,0123600470186592;100;1;0,9;TRUE;0,95;0,8;TRUE;TRUE;0,05;0,95;0
"e3_asmokcigd_p_None";"hs_asthma";0,000154688532314652;1e-12;9,41773847765961e-06;0,0802675912015046;0,0802675912015046;0,0890300622441309;0,0760590133162426;-0,0533126653744327;0,207932885554167;-0,0533126653744327;0,207932885554167;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,83;0,17;0
"h_trafnear_preg_pow1over3";"hs_asthma";0,000154688532314652;1e-12;-2,16240971172519e-06;-0,0764812086074641;-0,0764812086074641;-0,0822789158072092;0,0518837345936274;-0,160922065827879;0,0295257830531999;-0,160922065827879;0,0295257830531999;100;1;0,9;TRUE;0,93;0,8;TRUE;TRUE;0,07;0,93;0
"e3_alcpreg_yn_None_1";"hs_asthma";0,000154688532314652;1e-12;-8,33432444818176e-07;-0,210051013630705;-0,210051013630705;-0,20728199802835;0,128558270987609;-0,435190075789983;0,0217091165032344;-0,435190075789983;0,0217091165032344;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"h_pamod_t3_None_Often";"hs_asthma";0,000154688532314652;1e-12;-5,75866050500547e-06;-0,213779469175268;-0,213779469175268;-0,203876155983071;0,127530487212328;-0,512236648913131;0,0246359801214998;-0,512236648913131;0,0246359801214998;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"h_pavig_t3_None_Medium";"hs_asthma";0,000154688532314652;1e-12;-1,82458216923869e-06;-0,270981661497198;-0,270981661497198;-0,281133262049624;0,149943000352208;-0,569575183455808;-0,000270891842573969;-0,569575183455808;-0,000270891842573969;100;1;0,9;TRUE;0,97;0,8;TRUE;TRUE;0,03;0,97;0
"hs_no2_dy_hs_h_Log";"hs_asthma";0,000154688532314652;1e-12;-8,09166599444813e-07;-0,0660189002639994;-0,0660189002639994;-0,0690252546674734;0,0607794464361913;-0,162991484685798;0,0595094615506588;-0,162991484685798;0,0595094615506588;100;1;0,9;TRUE;0,84;0,8;TRUE;TRUE;0,16;0,84;0
"hs_no2_yr_hs_h_Log";"hs_asthma";0,000154688532314652;1e-12;-1,80685420358487e-06;-0,0717368202251294;-0,0717368202251294;-0,0793832735343163;0,0419082468878199;-0,146559096554918;0,00242955925261867;-0,146559096554918;0,00242955925261867;100;1;0,9;TRUE;0,95;0,8;TRUE;TRUE;0,05;0,95;0
"hs_pm25_yr_hs_h_None";"hs_asthma";0,000154688532314652;1e-12;-8,08306552557122e-06;-0,0973726206041389;-0,0973726206041389;-0,0993085039229681;0,0571008505375239;-0,192488564320618;0,0202729604033957;-0,192488564320618;0,0202729604033957;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,06;0,94;0
"hs_pm25abs_yr_hs_h_Log";"hs_asthma";0,000154688532314652;1e-12;-8,12186952075337e-06;-0,126729387585827;-0,126729387585827;-0,120332359268632;0,0571073432583433;-0,222337683675833;-0,0291804592051831;-0,222337683675833;-0,0291804592051831;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_landuseshan300_s_None";"hs_asthma";0,000154688532314652;1e-12;-4,06723666640754e-06;-0,0981094672673602;-0,0981094672673602;-0,106105375910588;0,079122124911411;-0,216556995023181;0,0498008237166393;-0,216556995023181;0,0498008237166393;100;1;0,9;TRUE;0,91;0,8;TRUE;TRUE;0,09;0,91;0
"h_Absorbance_Log";"hs_asthma";0,000154688532314652;1e-12;2,82549755061839e-06;0,122924959637011;0,122924959637011;0,116641845527984;0,0577565452037462;0,0152114197008927;0,243223144448439;0,0152114197008927;0,243223144448439;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,98;0,02;0
"h_Benzene_Log";"hs_asthma";0,000154688532314652;1e-12;3,47352798326303e-05;0,180523668534421;0,180523668534421;0,17579817070971;0,0667896433189213;0,0633335957494106;0,304262405615884;0,0633335957494106;0,304262405615884;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_KIDMED_None";"hs_asthma";0,000154688532314652;1e-12;-2,470193383485e-05;-0,167201552031905;-0,167201552031905;-0,166333210470646;0,0670664874977774;-0,288077965803298;-0,0343665770603631;-0,288077965803298;-0,0343665770603631;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_dif_hours_total_None";"hs_asthma";0,000154688532314652;1e-12;-1,84689301829245e-05;-0,201848378154041;-0,201848378154041;-0,196721208470521;0,0837021783195973;-0,342707604029025;-0,0342782901105299;-0,342707604029025;-0,0342782901105299;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_co_c_Log2";"hs_asthma";0,000154688532314652;1e-12;-6,6260910986487e-06;-0,135466284931042;-0,135466284931042;-0,137107279082156;0,0711449762150784;-0,317592021395594;-0,0132652650325533;-0,317592021395594;-0,0132652650325533;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_mn_c_Log2";"hs_asthma";0,000154688532314652;1e-12;8,02619970565251e-06;0,156475930112464;0,156475930112464;0,159656002304008;0,0694858220390067;0,00763250575050505;0,281990729049229;0,00763250575050505;0,281990729049229;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,98;0,02;0
"hs_tm_wk_hs_h_None";"hs_asthma";0,000154688532314652;1e-12;3,42282506837698e-06;0,0564866608880446;0,0564866608880446;0,0519169708153946;0,045316700545957;-0,0379770441122213;0,139924841649333;-0,0379770441122213;0,139924841649333;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,9;0,1;0
"hs_ndvi100_h_None";"hs_asthma";0,000154688532314652;1e-12;-1,37926309857216e-05;-0,199812605164477;-0,199812605164477;-0,195961611976468;0,0729462261684154;-0,326701452696755;-0,0463991273787319;-0,326701452696755;-0,0463991273787319;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_ndvi100_s_None";"hs_asthma";0,000154688532314652;1e-12;-1,32066761504462e-05;-0,0925774390740415;-0,0925774390740415;-0,0909414518200735;0,0638554430445301;-0,225388418778466;0,0219591133945312;-0,225388418778466;0,0219591133945312;100;1;0,9;TRUE;0,95;0,8;TRUE;TRUE;0,05;0,95;0
"hs_pcb153_cadj_Log2";"hs_asthma";0,000154688532314652;1e-12;-2,28856428819559e-06;-0,0438718302494302;-0,0438718302494302;-0,0431075121285631;0,0486861695342563;-0,124489826946693;0,0517208546330841;-0,124489826946693;0,0517208546330841;100;1;0,9;TRUE;0,82;0,8;TRUE;TRUE;0,18;0,82;0
"hs_pcb170_cadj_Log2";"hs_asthma";0,000154688532314652;1e-12;2,5399540131807e-06;0,129227900955785;0,129227900955785;0,132606864965682;0,0577672261329466;0,0157751734066398;0,236218783172428;0,0157751734066398;0,236218783172428;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"hs_pcb180_cadj_Log2";"hs_asthma";0,000154688532314652;1e-12;-2,36473800034546e-05;-0,114944427277017;-0,114944427277017;-0,119421673845202;0,0793174373409612;-0,248216250468092;0,0606867759403415;-0,248216250468092;0,0606867759403415;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,1;0,9;0
"hs_pfna_c_Log2";"hs_asthma";0,000154688532314652;1e-12;7,31021073508176e-06;0,0548937863188294;0,0548937863188294;0,0418504670820413;0,0682288171148656;-0,0724495252869898;0,176108986743808;-0,0724495252869898;0,176108986743808;100;1;0,9;TRUE;0,82;0,8;TRUE;TRUE;0,82;0,18;0
"hs_pfoa_c_Log2";"hs_asthma";0,000154688532314652;1e-12;-1,79831755508677e-06;-0,0672135821645022;-0,0672135821645022;-0,0689151728568387;0,0713634699118167;-0,195222793538659;0,0711003518979547;-0,195222793538659;0,0711003518979547;100;1;0,9;TRUE;0,81;0,8;TRUE;TRUE;0,19;0,81;0
"hs_pfunda_c_Log2";"hs_asthma";0,000154688532314652;1e-12;1,21349960330483e-05;0,0742554909782944;0,0742554909782944;0,0733516364873185;0,0587249558566959;-0,0444531835267981;0,179990459660268;-0,0444531835267981;0,179990459660268;100;1;0,9;TRUE;0,91;0,8;TRUE;TRUE;0,91;0,09;0
"hs_hm_pers_None";"hs_asthma";0,000154688532314652;1e-12;-2,15261221176955e-05;-0,0890666624732525;-0,0890666624732525;-0,0889501262065882;0,0579814465630338;-0,188080929258211;0,0187272591126754;-0,188080929258211;0,0187272591126754;100;1;0,9;TRUE;0,92;0,8;TRUE;TRUE;0,08;0,92;0
"h_abs_ratio_preg_Log";"hs_zbmi_who";0,000154688532314652;1e-12;-0,000505903005777765;-0,00551226187261926;-0,00551226187261926;-0,0060692957987525;0,00544636900691147;-0,0156543379394687;0,0049465933546159;-0,0156543379394687;0,0049465933546159;100;1;0,9;TRUE;0,85;0,8;TRUE;TRUE;0,15;0,85;0
"h_no2_ratio_preg_Log";"hs_zbmi_who";0,000154688532314652;1e-12;-0,000112087408161635;-0,00615764720683481;-0,00615764720683481;-0,00593515176162205;0,00521267452985853;-0,0181769922067647;0,00369159650064641;-0,0181769922067647;0,00369159650064641;100;1;0,9;TRUE;0,88;0,8;TRUE;TRUE;0,12;0,88;0
