"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"hs_accesslines300_s_dic0";"e3_bw";0,18953694118342;1e-12;-0,0901474588316794;-0,0970686194582791;-0,0970686194582791;-0,0865862874227988;0,111572173971849;-0,32237188722996;0,0904752504979792;-0,32237188722996;0,0904752504979792;100;1;0,9;TRUE;0,82;0,8;TRUE;TRUE;0,18;0,82;0
"hs_accesspoints300_s_Log";"e3_bw";0,18953694118342;1e-12;-0,0257692977680441;-0,0325249909833233;-0,0328535262457811;-0,0319307905346439;0,0237286574097587;-0,0934063435102839;0,00230552337461802;-0,0934404463961098;0,00235385112850038;99;0,99;0,9;TRUE;0,939393939393939;0,8;TRUE;TRUE;0,06;0,93;0,01
"hs_builtdens300_s_Sqrt";"e3_bw";0,18953694118342;1e-12;0;-0,00272343724869369;-0,00313038764217665;-0,00195399883572262;0,00950875578504738;-0,0266213168413398;0,0165239329691355;-0,0282974017724743;0,0168748785818079;87;0,87;0,9;FALSE;NA;0,8;FALSE;FALSE;0,27;0,6;0,13
"hs_connind300_s_Log";"e3_bw";0,18953694118342;1e-12;-0,001732573449075;-0,0158671205502886;-0,0172468701633572;-0,0121501218401092;0,0189890859059346;-0,059529376665223;0,00578636550870646;-0,060991449264276;0,00587419056701793;92;0,92;0,9;TRUE;0,815217391304348;0,8;TRUE;TRUE;0,17;0,75;0,08
"hs_fdensity300_s_Log";"e3_bw";0,18953694118342;1e-12;-0,00524605594496174;-0,00380564048314321;-0,0040920865410142;-0,00196632966715172;0,0161008386986086;-0,0346939468510628;0,0323951290659536;-0,0348471685380208;0,0334219587070885;93;0,93;0,9;TRUE;0,591397849462366;0,8;FALSE;FALSE;0,38;0,55;0,07
"hs_landuseshan300_s_None";"e3_bw";0,18953694118342;1e-12;-0,00843935747590665;-0,005960459930857;-0,00620881242797604;-0,00529503593608595;0,0139516935933071;-0,0370920138291721;0,018154726963854;-0,0371107229090987;0,0182763672569804;96;0,96;0,9;TRUE;0,625;0,8;FALSE;FALSE;0,36;0,6;0,04
"hs_popdens_s_Sqrt";"e3_bw";0,18953694118342;1e-12;0,00431726728081511;0,0182568316159459;0,0192177174904694;0,0160941395955373;0,0168857722352746;-0,00326708950317794;0,0549126633367378;-0,00353077051885213;0,0549581930353898;95;0,95;0,9;TRUE;0,926315789473684;0,8;TRUE;TRUE;0,88;0,07;0,05
"h_Absorbance_Log";"e3_bw";0,18953694118342;1e-12;0,0125091183139036;0,00623421557223978;0,00636144446146916;0,00605616042042969;0,0178090427291082;-0,0344191681539298;0,0435881554053244;-0,0352511430840277;0,0438184776170139;98;0,98;0,9;TRUE;0,724489795918367;0,8;FALSE;FALSE;0,71;0,27;0,02
"h_Benzene_Log";"e3_bw";0,18953694118342;1e-12;-0,0272840992058939;-0,0311881078560616;-0,0311881078560616;-0,0275208390089113;0,0236049377665985;-0,0854665268165889;0,00603168446489718;-0,0854665268165889;0,00603168446489718;100;1;0,9;TRUE;0,91;0,8;TRUE;TRUE;0,09;0,91;0
"h_NO2_Log";"e3_bw";0,18953694118342;1e-12;0,0103261200383797;0,0255770163942403;0,0258353700951922;0,0218502113714931;0,0206782041141404;-0,00436645763393567;0,0746371382137088;-0,00438017656944003;0,0746482115056937;99;0,99;0,9;TRUE;0,919191919191919;0,8;TRUE;TRUE;0,91;0,08;0,01
"h_PM_Log";"e3_bw";0,18953694118342;1e-12;-0,0121288223835083;-0,0154072168288538;-0,0160491841967227;-0,0146040400628114;0,0149178179944196;-0,0486804665788746;0,000217811165883408;-0,0486905215410572;0,00022052266611042;96;0,96;0,9;TRUE;0,927083333333333;0,8;TRUE;TRUE;0,07;0,89;0,04
"h_TEX_Log";"e3_bw";0,18953694118342;1e-12;0,00343653573262584;0,00739124213071574;0,00812224409968763;0,00511888986225556;0,0115395186398927;-0,00868518825020426;0,0372217656224676;-0,00905786368416614;0,0378910531074823;91;0,91;0,9;TRUE;0,747252747252747;0,8;FALSE;FALSE;0,68;0,23;0,09
"hs_KIDMED_None";"e3_bw";0,18953694118342;1e-12;0,0219050494935923;0,0204015263220486;0,0204015263220486;0,0209118962758555;0,0190360818990156;-0,0119955438581255;0,0616708358280137;-0,0119955438581255;0,0616708358280137;100;1;0,9;TRUE;0,87;0,8;TRUE;TRUE;0,87;0,13;0
"hs_mvpa_prd_alt_None";"e3_bw";0,18953694118342;1e-12;-0,00587620277031846;-0,011596730528077;-0,0117138692202798;-0,011198374401673;0,0156331272391928;-0,0400044750127238;0,0126374270789447;-0,04004219023723;0,0127472875708393;99;0,99;0,9;TRUE;0,787878787878788;0,8;FALSE;FALSE;0,21;0,78;0,01
"hs_sd_wk_None";"e3_bw";0,18953694118342;1e-12;-0,0125016030131859;-0,00685298221746321;-0,00699283899741144;-0,00580447594688299;0,0167905845973321;-0,0426411103407077;0,0306113710264719;-0,0430364104290632;0,0309806775498128;98;0,98;0,9;TRUE;0,76530612244898;0,8;FALSE;FALSE;0,23;0,75;0,02
"hs_dif_hours_total_None";"e3_bw";0,18953694118342;1e-12;-0,0143060060092523;-0,0286840582625813;-0,0286840582625813;-0,0272292189066125;0,0246092492581188;-0,0828019219983416;0,0102466580509708;-0,0828019219983416;0,0102466580509708;100;1;0,9;TRUE;0,93;0,8;TRUE;TRUE;0,07;0,93;0
"hs_as_c_Log2";"e3_bw";0,18953694118342;1e-12;0,0147979408836951;0,0203326221923406;0,0205380022144855;0,0191327864757998;0,0217839833285845;-0,0158889594249656;0,0555318452755063;-0,0160963355532199;0,0555670783508508;99;0,99;0,9;TRUE;0,868686868686869;0,8;TRUE;TRUE;0,86;0,13;0,01
"hs_cd_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,00258373373101728;0,00177532437144879;0,00190895093704171;-1,00640954422424e-05;0,0141850920258111;-0,0237339720172717;0,0405835587364668;-0,0242071600569981;0,0434877895727084;93;0,93;0,9;TRUE;0,505376344086022;0,8;FALSE;FALSE;0,46;0,47;0,07
"hs_co_c_Log2";"e3_bw";0,18953694118342;1e-12;0,00522711134377029;-0,0013637715787352;-0,00137754704922747;-0,00114420497228086;0,0146262859027731;-0,037929115300073;0,020768772884608;-0,0379617935416836;0,0207761677528486;99;0,99;0,9;TRUE;0,464646464646465;0,8;FALSE;FALSE;0,46;0,53;0,01
"hs_cs_c_Log2";"e3_bw";0,18953694118342;1e-12;0,0181712699048301;0,0186099817962771;0,0186099817962771;0,0196316165281511;0,0229185276945369;-0,0328427944558071;0,0614806789697977;-0,0328427944558071;0,0614806789697977;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,83;0,17;0
"hs_cu_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,00472836239113796;-0,00238724494607188;-0,00238724494607188;-0,000813409320508272;0,015725324599738;-0,0357785956384996;0,0229457255243712;-0,0357785956384996;0,0229457255243712;100;1;0,9;TRUE;0,53;0,8;FALSE;FALSE;0,47;0,53;0
"hs_hg_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,0132069020534746;-0,0225014881889727;-0,0227287759484573;-0,0223483655479215;0,0202667504135158;-0,0701840425916035;0,00816727726316737;-0,0703531225176054;0,00822450890110838;99;0,99;0,9;TRUE;0,868686868686869;0,8;TRUE;TRUE;0,13;0,86;0,01
"hs_mn_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,0117687786687227;-0,0169615025567548;-0,0169615025567548;-0,0137439620353777;0,0167332046841517;-0,0549685402618058;0,00847268545047355;-0,0549685402618058;0,00847268545047355;100;1;0,9;TRUE;0,92;0,8;TRUE;TRUE;0,08;0,92;0
"hs_mo_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,0251359176260113;-0,042148032157334;-0,042148032157334;-0,0385112383220028;0,0239225997789762;-0,0901541599406557;-0,00256814358382455;-0,0901541599406557;-0,00256814358382455;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_pb_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,00932624774365596;-0,00949066347952541;-0,00999017208371096;-0,00776943624693726;0,0122167836996283;-0,0361452225241383;0,0104275875690086;-0,0371497719034122;0,010669185964467;95;0,95;0,9;TRUE;0,821052631578947;0,8;TRUE;TRUE;0,17;0,78;0,05
"hs_hum_mt_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00941949823070786;0,0198500518509206;0,0198500518509206;0,0163599665773323;0,0276012784463488;-0,0321913301836657;0,0848100138039614;-0,0321913301836657;0,0848100138039614;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,83;0,17;0
"hs_tm_mt_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00266574677686953;-5,23990670288307e-05;-5,63430828266997e-05;0,000736433814597698;0,0169708118417487;-0,0348951852172398;0,03617815650521;-0,0349268410269094;0,0367745493068961;93;0,93;0,9;TRUE;0,526881720430108;0,8;FALSE;FALSE;0,49;0,44;0,07
"hs_uvdvf_mt_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00572187546249842;0,00268756994977049;0,00305405676110283;0,00190488944587977;0,0174351535807851;-0,0323185231832358;0,0386046168973189;-0,0346092128463276;0,0388752369186797;88;0,88;0,9;FALSE;0,625;0,8;FALSE;FALSE;0,55;0,33;0,12
"hs_hum_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,0124551502884611;-0,00435748219940469;-0,00435748219940469;-0,00249533252448264;0,0226889819076454;-0,0540773294618056;0,0330671526852418;-0,0540773294618056;0,0330671526852418;100;1;0,9;TRUE;0,47;0,8;FALSE;FALSE;0,47;0,53;0
"hs_hum_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,00376537451887941;-0,0197208657136758;-0,0197208657136758;-0,0183745186511779;0,0257896994213164;-0,0694935287317131;0,0226185921053037;-0,0694935287317131;0,0226185921053037;100;1;0,9;TRUE;0,81;0,8;TRUE;TRUE;0,19;0,81;0
"hs_tm_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;0;0,000521607111699701;0,000704874475269866;-0,00111132033869388;0,0161446644187934;-0,0256616600677561;0,02945910217016;-0,0272636659730935;0,0332144219778692;74;0,74;0,9;FALSE;NA;0,8;FALSE;FALSE;0,32;0,42;0,26
"hs_tm_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;0;-0,005131570349245;-0,00712718104061806;-0,00601751459905338;0,0119753766724683;-0,0332411145772068;0,0160051544150985;-0,037813066188121;0,0174646952744897;72;0,72;0,9;FALSE;NA;0,8;FALSE;FALSE;0,2;0,52;0,28
"hs_uvdvf_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;0;0,00683966441738467;0,00777234592884622;0,00361378355608641;0,0175138570394335;-0,0181522120797561;0,0424335359885859;-0,0194343461249962;0,042643723749939;88;0,88;0,9;FALSE;NA;0,8;FALSE;FALSE;0,55;0,33;0,12
"hs_uvdvf_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,0111477263735791;-0,00733384360979448;-0,0078019612870154;-0,00728617986553905;0,0183932881436566;-0,0455644499750696;0,0245595158043289;-0,046268053646258;0,024808845968496;94;0,94;0,9;TRUE;0,712765957446808;0,8;FALSE;FALSE;0,27;0,67;0,06
"hs_ndvi100_h_None";"e3_bw";0,18953694118342;1e-12;0,00661046036762901;0,0112115303832909;0,0116786774825946;0,00632288713060873;0,0175047391360154;-0,0161637813085419;0,0575890813625851;-0,0164811334437902;0,0584669212919916;96;0,96;0,9;TRUE;0,770833333333333;0,8;FALSE;FALSE;0,74;0,22;0,04
"hs_ndvi100_s_None";"e3_bw";0,18953694118342;1e-12;-0,0165724353632496;-0,0125331933006503;-0,0126597912127781;-0,0156308400742679;0,0204922171810284;-0,0440526245652931;0,0317173947557221;-0,0440557375799711;0,0319572365934048;99;0,99;0,9;TRUE;0,757575757575758;0,8;FALSE;FALSE;0,24;0,75;0,01
"hs_dde_cadj_Log2";"e3_bw";0,18953694118342;1e-12;-0,000523410736428186;-0,00145247803642291;-0,00145247803642291;-0,00146452223246849;0,0191789911936746;-0,034428390495146;0,0453308590851368;-0,034428390495146;0,0453308590851368;100;1;0,9;TRUE;0,56;0,8;FALSE;FALSE;0,44;0,56;0
"hs_ddt_cadj_Log2";"e3_bw";0,18953694118342;1e-12;-0,00148842570859176;-0,00366268625802052;-0,00420998420462128;-0,00426914908962769;0,0114161339464619;-0,0324145384186156;0,0192564704500784;-0,0330363394885861;0,0200620507562386;87;0,87;0,9;FALSE;0,701149425287356;0,8;FALSE;FALSE;0,26;0,61;0,13
"hs_hcb_cadj_Log2";"e3_bw";0,18953694118342;1e-12;-0,0315160535754202;-0,051241441087602;-0,051241441087602;-0,0412240906833064;0,0346714326296679;-0,12663054823544;-0,00821756995357456;-0,12663054823544;-0,00821756995357456;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_pcb118_cadj_Log2";"e3_bw";0,18953694118342;1e-12;-0,0102263792188718;-0,00806606571780269;-0,0082306793038803;-0,00676585933545618;0,0166908733227453;-0,0389479786112691;0,0218383201442453;-0,0390052955505286;0,0218899949404399;98;0,98;0,9;TRUE;0,704081632653061;0,8;FALSE;FALSE;0,29;0,69;0,02
"hs_pcb138_cadj_Log2";"e3_bw";0,18953694118342;1e-12;0;0,00673649313521111;0,0073222751469686;0,00508516032182843;0,0173713184445206;-0,0231583227271353;0,0508990635651823;-0,0238728546927081;0,0512564079707062;92;0,92;0,9;TRUE;NA;0,8;FALSE;FALSE;0,63;0,29;0,08
"hs_pcb153_cadj_Log2";"e3_bw";0,18953694118342;1e-12;-0,013094611546422;-0,00728474668110751;-0,00758827779282032;-0,00770078502705663;0,0226656710669932;-0,0490948132468349;0,043298233254242;-0,0495193490090165;0,0434402574936525;96;0,96;0,9;TRUE;0,6875;0,8;FALSE;FALSE;0,3;0,66;0,04
"hs_pcb170_cadj_Log2";"e3_bw";0,18953694118342;1e-12;0,00628018363700583;-0,0123192266258057;-0,0123192266258057;-0,00737648435714269;0,0245208715879238;-0,0677677550746482;0,0255631192494422;-0,0677677550746482;0,0255631192494422;100;1;0,9;TRUE;0,32;0,8;FALSE;FALSE;0,32;0,68;0
"hs_pcb180_cadj_Log2";"e3_bw";0,18953694118342;1e-12;0,0224603791183953;0,015831846711582;0,015831846711582;0,0142348652619838;0,0239889019509193;-0,0298636152545879;0,0611936814012738;-0,0298636152545879;0,0611936814012738;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,8;0,2;0
"hs_sumPCBs5_cadj_Log2";"e3_bw";0,18953694118342;1e-12;-0,00283811592118889;0,014369923380641;0,014369923380641;0,00934648415923381;0,0292753051149273;-0,0285544552421544;0,0849714651016352;-0,0285544552421544;0,0849714651016352;100;1;0,9;TRUE;0,33;0,8;FALSE;FALSE;0,67;0,33;0
"hs_pfhxs_c_Log2";"e3_bw";0,18953694118342;1e-12;0,014447977271939;0,0187219789890149;0,0191040601928724;0,0198435215523898;0,0217858726005207;-0,0292924892184128;0,0615506775467957;-0,0294115426085597;0,0618689434950729;98;0,98;0,9;TRUE;0,857142857142857;0,8;TRUE;TRUE;0,84;0,14;0,02
"hs_pfna_c_Log2";"e3_bw";0,18953694118342;1e-12;-0,00505170860274256;-0,00119890096042636;-0,00124885516711079;-0,0010081298290352;0,0172167433205123;-0,0346021789305175;0,0327238183314887;-0,0351438688397644;0,0336193165727239;96;0,96;0,9;TRUE;0,541666666666667;0,8;FALSE;FALSE;0,44;0,52;0,04
"hs_pfoa_c_Log2";"e3_bw";0,18953694118342;1e-12;0,0111898122822974;0,0121271062278225;0,0123745981916556;0,00985374010232263;0,0153713593249301;-0,013800246036318;0,0428798011975087;-0,0138860051194367;0,0428885559430594;98;0,98;0,9;TRUE;0,775510204081633;0,8;FALSE;FALSE;0,76;0,22;0,02
"hs_pfos_c_Log2";"e3_bw";0,18953694118342;1e-12;0,0141440045466521;0,00510064073225198;0,00510064073225198;0,00626303911603063;0,0166566930696169;-0,0358641070563547;0,0346867987568862;-0,0358641070563547;0,0346867987568862;100;1;0,9;TRUE;0,69;0,8;FALSE;FALSE;0,69;0,31;0
"hs_pfunda_c_Log2";"e3_bw";0,18953694118342;1e-12;0,000618074312367088;0,00600267825390118;0,00666964250433465;0,0029963969708769;0,0138176007539041;-0,0148103527657335;0,0351375629149962;-0,0150830087758196;0,035391839009526;90;0,9;0,9;TRUE;0,711111111111111;0,8;FALSE;FALSE;0,64;0,26;0,1
"hs_hm_pers_None";"e3_bw";0,18953694118342;1e-12;-0,0132290994580502;-0,0141257873492927;-0,0141257873492927;-0,0149592243642314;0,0186490003459229;-0,0409327538768344;0,0366007601956544;-0,0409327538768344;0,0366007601956544;100;1;0,9;TRUE;0,84;0,8;TRUE;TRUE;0,16;0,84;0
"hs_trafload_h_pow1over3";"e3_bw";0,18953694118342;1e-12;0;-0,0111280026639259;-0,0126454575726431;-0,00888422200179307;0,0140431085663318;-0,0409546645427015;0,00457465468234608;-0,0436052958492803;0,00480640065502326;88;0,88;0,9;FALSE;NA;0,8;FALSE;FALSE;0,1;0,78;0,12
"hs_trafnear_h_pow1over3";"e3_bw";0,18953694118342;1e-12;-0,00913018851634198;-0,0067217965979209;-0,00738658966804494;-0,00598020650823821;0,0146547516291589;-0,0381120072647927;0,0224921232136532;-0,0381462282035781;0,0243400953111034;91;0,91;0,9;TRUE;0,736263736263736;0,8;FALSE;FALSE;0,24;0,67;0,09
"FAS_cat_None_Low";"e3_bw";0,18953694118342;1e-12;-0,0815117899905385;-0,116942869383344;-0,116942869383344;-0,106613411855268;0,0753549689869875;-0,284495858889424;-0,0111034836056319;-0,284495858889424;-0,0111034836056319;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"FAS_cat_None_Middle";"e3_bw";0,18953694118342;1e-12;-0,00541881100227161;0,000464134569478592;0,000468822797453123;0,000496714724822607;0,0340579823725917;-0,0763794398423417;0,0634607194356654;-0,0767425360483649;0,0636118435744696;99;0,99;0,9;TRUE;0,484848484848485;0,8;FALSE;FALSE;0,51;0,48;0,01
"hs_globalexp2_None_no exposure";"e3_bw";0,18953694118342;1e-12;-0,00908817241188076;-0,0198450050521646;-0,020458768095015;-0,0192371962346629;0,0240098478437202;-0,0699882792103919;0,0184975964466972;-0,0701311965781754;0,0189097627617632;97;0,97;0,9;TRUE;0,793814432989691;0,8;FALSE;FALSE;0,2;0,77;0,03
"hs_no2_dy_hs_h_Log";"hs_asthma";0,18953694118342;1e-12;-0,0218074312584327;-0,0333004424758682;-0,0346879609123627;-0,034106613896391;0,0450631988883652;-0,12913528167263;0,0468763613902225;-0,12976378181653;0,0481020214337968;96;0,96;0,9;TRUE;0,833333333333333;0,8;TRUE;TRUE;0,16;0,8;0,04
"hs_no2_wk_hs_h_Log";"hs_asthma";0,18953694118342;1e-12;0;0,00341577943843787;0,00509817826632518;0,00218090936985933;0,0171549684429949;-0,0277508782030505;0,0495953477449814;-0,0325742707751993;0,0530809207294777;67;0,67;0,9;FALSE;NA;0,8;FALSE;FALSE;0,47;0,2;0,33
"hs_no2_yr_hs_h_Log";"hs_asthma";0,18953694118342;1e-12;-0,0601281653423263;-0,0612823069364472;-0,0651939435494119;-0,0603667560231727;0,0414601415236704;-0,149036116651614;0;-0,149390178884408;-0,0078874795324159;94;0,94;0,9;TRUE;0,98936170212766;0,8;TRUE;TRUE;0,01;0,93;0,06
"hs_pm10_dy_hs_h_None";"hs_asthma";0,18953694118342;1e-12;0,00543707091414038;0,000276562569500569;0,000285116051031515;0,000432885803753424;0,0337690278287876;-0,075721553228806;0,080073771188147;-0,0758654053726156;0,0806086438387632;97;0,97;0,9;TRUE;0,515463917525773;0,8;FALSE;FALSE;0,5;0,47;0,03
"hs_pm10_wk_hs_h_None";"hs_asthma";0,18953694118342;1e-12;-0,0093166768203299;-0,0101397170918171;-0,0101397170918171;-0,0113127949857088;0,0365046540871371;-0,07773184751713;0,0577969873608319;-0,07773184751713;0,0577969873608319;100;1;0,9;TRUE;0,7;0,8;FALSE;FALSE;0,3;0,7;0
