"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_humidity_preg_None";"e3_bw";0,000154688532314652;1e-12;0,0209105240820409;0,0230081755381711;0,0230081755381711;0,0226797013823023;0,00515982685321124;0,0132137989947142;0,0335218740191643;0,0132137989947142;0,0335218740191643;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pressure_preg_None";"e3_bw";0,000154688532314652;1e-12;-0,0155642593986712;-0,0148937289376519;-0,0148937289376519;-0,0145248482711509;0,00534894294017687;-0,0246546453633049;-0,0043798272877396;-0,0246546453633049;-0,0043798272877396;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"h_temperature_preg_None";"e3_bw";0,000154688532314652;1e-12;0,00980344105780131;0,00882142452177978;0,00882142452177978;0,00887981350546177;0,00275145035189878;0,00291165667884198;0,0139974286859512;0,00291165667884198;0,0139974286859512;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_ndvi100_preg_None";"e3_bw";0,000154688532314652;1e-12;0,000469524128274578;-6,84424283782026e-05;-6,84424283782026e-05;-0,00068353406269279;0,0046150052818415;-0,00881351084349648;0,0101394305553628;-0,00881351084349648;0,0101394305553628;100;1;0,9;TRUE;0,47;0,8;FALSE;FALSE;0,47;0,53;0
"hs_dde_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00528952078368405;-0,00521793662522147;-0,00521793662522147;-0,00529105592443775;0,00330664107766602;-0,0119234779517742;0,000560355193791284;-0,0119234779517742;0,000560355193791284;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"hs_ddt_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,001692295182201;-0,00205693839019722;-0,00205693839019722;-0,00243350344225387;0,00292198839718165;-0,00790155475416984;0,00298559604331429;-0,00790155475416984;0,00298559604331429;100;1;0,9;TRUE;0,72;0,8;FALSE;FALSE;0,28;0,72;0
"hs_hcb_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,000790178167247126;-0,00106112909120482;-0,00106112909120482;-0,000810661337238566;0,00295525181181291;-0,00666689637865679;0,00408020871127207;-0,00666689637865679;0,00408020871127207;100;1;0,9;TRUE;0,61;0,8;FALSE;FALSE;0,39;0,61;0
"hs_pcb118_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00109701888202529;-0,000188424325449818;-0,000188424325449818;-0,000523506935884999;0,0044964192465078;-0,00876061852684852;0,00800442333980469;-0,00876061852684852;0,00800442333980469;100;1;0,9;TRUE;0,56;0,8;FALSE;FALSE;0,44;0,56;0
"hs_pcb138_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,0022718356085735;-0,00292438034931756;-0,00292438034931756;-0,00312081985792747;0,00400651770112326;-0,0100556211746458;0,00616354653505217;-0,0100556211746458;0,00616354653505217;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"hs_pcb153_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,0113157935692938;-0,00983360449211907;-0,00983360449211907;-0,00934459285995273;0,00440566252331701;-0,0186783416682168;-0,00178753489545427;-0,0186783416682168;-0,00178753489545427;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_pcb170_madj_Log2";"e3_bw";0,000154688532314652;1e-12;0,00353882003870673;0,0041666797819162;0,0041666797819162;0,00416150312869048;0,00435166181420183;-0,00373421402881105;0,0116840389537576;-0,00373421402881105;0,0116840389537576;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,83;0,17;0
"hs_pcb180_madj_Log2";"e3_bw";0,000154688532314652;1e-12;0,00987330217204764;0,00661044578100911;0,00661044578100911;0,00710797106894127;0,0066795389020751;-0,00751743217526752;0,0170439299227919;-0,00751743217526752;0,0170439299227919;100;1;0,9;TRUE;0,82;0,8;TRUE;TRUE;0,82;0,18;0
"hs_sumPCBs5_madj_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00656660915847727;-0,00647608726408776;-0,00647608726408776;-0,00629100299204473;0,00469957283907613;-0,0163412927898496;0,00143247757213423;-0,0163412927898496;0,00143247757213423;100;1;0,9;TRUE;0,91;0,8;TRUE;TRUE;0,09;0,91;0
"hs_pfhxs_m_Log2";"e3_bw";0,000154688532314652;1e-12;0,0089707319870208;0,00784853118756927;0,00784853118756927;0,00760029975653667;0,00307375164949815;0,00200078830534304;0,0151554045103686;0,00200078830534304;0,0151554045103686;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_pfna_m_Log2";"e3_bw";0,000154688532314652;1e-12;-0,00335912709919144;-0,00314912095048066;-0,00314912095048066;-0,00337954506004128;0,00365099808219571;-0,00891574096986006;0,0040586036426483;-0,00891574096986006;0,0040586036426483;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"hs_pfoa_m_Log2";"e3_bw";0,000154688532314652;1e-12;0,00219569889350558;0,00111128282996402;0,00111128282996402;0,00122151070288907;0,0038565416490303;-0,00589709675241614;0,00971860163883802;-0,00589709675241614;0,00971860163883802;100;1;0,9;TRUE;0,62;0,8;FALSE;FALSE;0,62;0,38;0
"hs_pfos_m_Log2";"e3_bw";0,000154688532314652;1e-12;-0,0085658398671871;-0,00937613823573573;-0,00937613823573573;-0,00901333544523789;0,00445462455916858;-0,0185210855619729;-0,00157208424358271;-0,0185210855619729;-0,00157208424358271;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_pfunda_m_Log2";"e3_bw";0,000154688532314652;1e-12;0,000547915822520768;-0,000142013334186367;-0,000142013334186367;-5,93246608266224e-05;0,00282231743785409;-0,00496951219513614;0,00553064871296642;-0,00496951219513614;0,00553064871296642;100;1;0,9;TRUE;0,49;0,8;FALSE;FALSE;0,49;0,51;0
"e3_asmokcigd_p_None";"e3_bw";0,000154688532314652;1e-12;-0,00319871419592564;-0,00294545243502972;-0,00294545243502972;-0,00273942523450379;0,00296068457239279;-0,00898861878708292;0,0026039278147398;-0,00898861878708292;0,0026039278147398;100;1;0,9;TRUE;0,87;0,8;TRUE;TRUE;0,13;0,87;0
"h_distinvnear1_preg_Log";"e3_bw";0,000154688532314652;1e-12;0,00254969008485412;0,00263604510904558;0,00263604510904558;0,00228801493712834;0,00330804515974587;-0,00291150371544981;0,0094409309819627;-0,00291150371544981;0,0094409309819627;100;1;0,9;TRUE;0,77;0,8;FALSE;FALSE;0,77;0,23;0
"h_trafload_preg_pow1over3";"e3_bw";0,000154688532314652;1e-12;-0,00185224408231815;-0,000371747933965151;-0,000371747933965151;-0,000411060841385748;0,00290527529205811;-0,0063551989425022;0,00481018872686644;-0,0063551989425022;0,00481018872686644;100;1;0,9;TRUE;0,58;0,8;FALSE;FALSE;0,42;0,58;0
"h_trafnear_preg_pow1over3";"e3_bw";0,000154688532314652;1e-12;-0,00577000270664154;-0,0048759843345613;-0,0048759843345613;-0,00496427064463715;0,00464341652382856;-0,0156348145591432;0,00481164375746219;-0,0156348145591432;0,00481164375746219;100;1;0,9;TRUE;0,88;0,8;TRUE;TRUE;0,12;0,88;0
"h_bro_preg_Log";"e3_bw";0,000154688532314652;1e-12;0,00690175731964604;0,00849399650869908;0,00849399650869908;0,00849126125852132;0,00580170586821352;-0,00243079261234169;0,0183111491160046;-0,00243079261234169;0,0183111491160046;100;1;0,9;TRUE;0,93;0,8;TRUE;TRUE;0,93;0,07;0
"h_clf_preg_Log";"e3_bw";0,000154688532314652;1e-12;-0,000283519948814771;0,00069287911239382;0,00069287911239382;0,000586464669752611;0,00405324885663471;-0,00715021422177595;0,00838436721821506;-0,00715021422177595;0,00838436721821506;100;1;0,9;TRUE;0,42;0,8;FALSE;FALSE;0,58;0,42;0
"h_thm_preg_Log";"e3_bw";0,000154688532314652;1e-12;0,00509217192997388;0,00503567221783101;0,00503567221783101;0,00479561042243977;0,00441575251565999;-0,00300425162458502;0,0141064299346904;-0,00300425162458502;0,0141064299346904;100;1;0,9;TRUE;0,86;0,8;TRUE;TRUE;0,86;0,14;0
"e3_alcpreg_yn_None_1";"e3_bw";0,000154688532314652;1e-12;0,0176776254510072;0,0169194508021641;0,0169194508021641;0,0171750547744649;0,00557480150416289;0,00683369886490431;0,028082054912556;0,00683369886490431;0,028082054912556;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pamod_t3_None_Often";"e3_bw";0,000154688532314652;1e-12;0,116030949428952;0,110238677555906;0,110238677555906;0,109960349802496;0,0107338338809719;0,0893615609872029;0,130374315475653;0,0893615609872029;0,130374315475653;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pamod_t3_None_Sometimes";"e3_bw";0,000154688532314652;1e-12;0,101936889915356;0,0961902015717478;0,0961902015717478;0,0955174150479609;0,0119901055217429;0,0737922206289244;0,117709959165429;0,0737922206289244;0,117709959165429;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pamod_t3_None_Very Often";"e3_bw";0,000154688532314652;1e-12;0,10901311967478;0,103962919473555;0,103962919473555;0,104085127356524;0,0104522121876011;0,08481441191004;0,121517055780401;0,08481441191004;0,121517055780401;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pavig_t3_None_Low";"e3_bw";0,000154688532314652;1e-12;0,113730947108675;0,112237809706163;0,112237809706163;0,111355945091465;0,0117024198379789;0,0937101120917753;0,134150828902118;0,0937101120917753;0,134150828902118;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_pavig_t3_None_Medium";"e3_bw";0,000154688532314652;1e-12;0,107644272460831;0,107085206564955;0,107085206564955;0,107635781800994;0,0102269926813112;0,0882958969247311;0,129250260573796;0,0882958969247311;0,129250260573796;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_no2_dy_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;0,00198492113215201;0,00403323506305473;0,00403323506305473;0,00420339472367062;0,00464898439288652;-0,00488311050524834;0,0127309912699401;-0,00488311050524834;0,0127309912699401;100;1;0,9;TRUE;0,81;0,8;TRUE;TRUE;0,81;0,19;0
"hs_no2_wk_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;0,00591803741987231;0,00697275381628899;0,00697275381628899;0,00718477516342069;0,00404605366249116;-0,000271560011730755;0,0144668194358312;-0,000271560011730755;0,0144668194358312;100;1;0,9;TRUE;0,97;0,8;TRUE;TRUE;0,97;0,03;0
"hs_no2_yr_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;0,0185044868075583;0,0190388919954443;0,0190388919954443;0,0190245992080382;0,00471170220686506;0,0106109182768236;0,0279209896438211;0,0106109182768236;0,0279209896438211;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_pm10_dy_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,00243172536527908;-0,00102083083837847;-0,00102083083837847;-0,00146276532159262;0,00394203626788606;-0,00654103636002054;0,00738103030305943;-0,00654103636002054;0,00738103030305943;100;1;0,9;TRUE;0,63;0,8;FALSE;FALSE;0,37;0,63;0
"hs_pm10_wk_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,00697107479061782;-0,00801121489638993;-0,00801121489638993;-0,00787097484089482;0,00450284202702994;-0,0155780467877828;-0,000446366070920159;-0,0155780467877828;-0,000446366070920159;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,02;0,98;0
"hs_pm10_yr_hs_h_None";"e3_bw";0,000154688532314652;1e-12;0,0157090173112002;0,0137545769460741;0,0137545769460741;0,0139381221849381;0,00508099322691718;0,00378528828438875;0,0246124890094719;0,00378528828438875;0,0246124890094719;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"hs_pm25_dy_hs_h_None";"e3_bw";0,000154688532314652;1e-12;0,00620881542121017;0,00536178498067842;0,00536178498067842;0,00568289160910954;0,00394827070009523;-0,00295431423438494;0,011995413612784;-0,00295431423438494;0,011995413612784;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,9;0,1;0
"hs_pm25_wk_hs_h_None";"e3_bw";0,000154688532314652;1e-12;-0,00511818192239526;-0,00439620514943289;-0,00439620514943289;-0,00452789708920004;0,00463507264227869;-0,0129433960299285;0,00563710364314655;-0,0129433960299285;0,00563710364314655;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,17;0,83;0
"hs_pm25_yr_hs_h_None";"e3_bw";0,000154688532314652;1e-12;0,017054701278891;0,0194335777614277;0,0194335777614277;0,0191051548624074;0,00604092037325906;0,00943009025044402;0,0315753867499441;0,00943009025044402;0,0315753867499441;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;0,00412848001237085;0,0018913040909697;0,0018913040909697;0,00230682009749717;0,00340425664691953;-0,00406603574414;0,00810105454035786;-0,00406603574414;0,00810105454035786;100;1;0,9;TRUE;0,68;0,8;FALSE;FALSE;0,68;0,32;0
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;-0,0113429143152672;-0,0105055144734158;-0,0105055144734158;-0,0106149951824572;0,00367482496825129;-0,0174069579759526;-0,00297754535715752;-0,0174069579759526;-0,00297754535715752;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0,000154688532314652;1e-12;-0,00881119196868237;-0,00889615537381262;-0,00889615537381262;-0,00958562917160877;0,00449516205881042;-0,0163010791417275;0,00023013934148794;-0,0163010791417275;0,00023013934148794;100;1;0,9;TRUE;0,97;0,8;TRUE;TRUE;0,03;0,97;0
"hs_accesslines300_h_dic0";"e3_bw";0,000154688532314652;1e-12;-0,00360666692047613;-0,00444606196243284;-0,00444606196243284;-0,00478296365007201;0,012276987460163;-0,0256134293576053;0,0231014413442462;-0,0256134293576053;0,0231014413442462;100;1;0,9;TRUE;0,65;0,8;FALSE;FALSE;0,35;0,65;0
"hs_accesspoints300_h_Log";"e3_bw";0,000154688532314652;1e-12;-0,00994440636008734;-0,00921451888654621;-0,00921451888654621;-0,00860687525689484;0,00383954523651736;-0,0185336306175651;-0,00255433545627425;-0,0185336306175651;-0,00255433545627425;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"hs_builtdens300_h_Sqrt";"e3_bw";0,000154688532314652;1e-12;0,00170270417047262;0,0018858658776449;0,0018858658776449;0,00166277346981875;0,00401264936639427;-0,00567103389131098;0,00876477859148059;-0,00567103389131098;0,00876477859148059;100;1;0,9;TRUE;0,66;0,8;FALSE;FALSE;0,66;0,34;0
"hs_connind300_h_Log";"e3_bw";0,000154688532314652;1e-12;0,00419453110597512;0,00438961575009426;0,00438961575009426;0,00433127850265892;0,00384728773356744;-0,00253707420944943;0,0106814186685329;-0,00253707420944943;0,0106814186685329;100;1;0,9;TRUE;0,87;0,8;TRUE;TRUE;0,87;0,13;0
"hs_fdensity300_h_Log";"e3_bw";0,000154688532314652;1e-12;0,00893919667424045;0,00736569870811493;0,00736569870811493;0,00753145314769557;0,00489322477344868;-0,00245219281294309;0,0163721239579516;-0,00245219281294309;0,0163721239579516;100;1;0,9;TRUE;0,93;0,8;TRUE;TRUE;0,93;0,07;0
"hs_landuseshan300_h_None";"e3_bw";0,000154688532314652;1e-12;0,00128556552368082;0,000233461523403906;0,000233461523403906;0,000142846962440855;0,00350852986665045;-0,00692390087241611;0,00698500845222946;-0,00692390087241611;0,00698500845222946;100;1;0,9;TRUE;0,54;0,8;FALSE;FALSE;0,54;0,46;0
"hs_popdens_h_Sqrt";"e3_bw";0,000154688532314652;1e-12;-0,00904383820795029;-0,00818556669288376;-0,00818556669288376;-0,00816506344755981;0,00354395151721038;-0,0143775663366002;-0,00190473004703111;-0,0143775663366002;-0,00190473004703111;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_walkability_mean_h_None";"e3_bw";0,000154688532314652;1e-12;-0,00581375752104959;-0,00579494225362376;-0,00579494225362376;-0,00576026908890884;0,00335900082847597;-0,0118994371169877;0,00137589075704537;-0,0118994371169877;0,00137589075704537;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,06;0,94;0
"hs_accesslines300_s_dic0";"e3_bw";0,000154688532314652;1e-12;0,018176936066121;0,0162472458139442;0,0162472458139442;0,0168449405048445;0,0122773501217927;-0,0115556022965619;0,0378940816843932;-0,0115556022965619;0,0378940816843932;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,9;0,1;0
"hs_accesspoints300_s_Log";"e3_bw";0,000154688532314652;1e-12;0,0023049361462297;0,00217716536717685;0,00217716536717685;0,00240950610860401;0,00327421962996627;-0,00471608473811543;0,00824662850262677;-0,00471608473811543;0,00824662850262677;100;1;0,9;TRUE;0,76;0,8;FALSE;FALSE;0,76;0,24;0
"hs_builtdens300_s_Sqrt";"e3_bw";0,000154688532314652;1e-12;-0,00539141938400047;-0,00534467309326356;-0,00534467309326356;-0,0052474313248536;0,00425904157250187;-0,0138997719264317;0,00150274067305684;-0,0138997719264317;0,00150274067305684;100;1;0,9;TRUE;0,88;0,8;TRUE;TRUE;0,12;0,88;0
"hs_connind300_s_Log";"e3_bw";0,000154688532314652;1e-12;-0,000327217076839457;-0,00118941785693806;-0,00118941785693806;-0,00115860040071005;0,00369948260109173;-0,0076980569094713;0,00617891601879883;-0,0076980569094713;0,00617891601879883;100;1;0,9;TRUE;0,65;0,8;FALSE;FALSE;0,35;0,65;0
"hs_fdensity300_s_Log";"e3_bw";0,000154688532314652;1e-12;0,00399077815036307;0,00398725095144844;0,00398725095144844;0,00443537941694988;0,00449474481863686;-0,00568322458507449;0,0113778252121856;-0,00568322458507449;0,0113778252121856;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,83;0,17;0
"hs_landuseshan300_s_None";"e3_bw";0,000154688532314652;1e-12;0,00158553049445432;0,00276796100677339;0,00276796100677339;0,00278385081128527;0,00380387754244417;-0,00368497515949146;0,00992568995073834;-0,00368497515949146;0,00992568995073834;100;1;0,9;TRUE;0,79;0,8;FALSE;FALSE;0,79;0,21;0
"hs_popdens_s_Sqrt";"e3_bw";0,000154688532314652;1e-12;0,00154059404697967;0,000595547240168726;0,000595547240168726;0,000557718818193842;0,00372176330850981;-0,0063236944679676;0,0076069333754485;-0,0063236944679676;0,0076069333754485;100;1;0,9;TRUE;0,57;0,8;FALSE;FALSE;0,57;0,43;0
"h_Absorbance_Log";"e3_bw";0,000154688532314652;1e-12;0,00313716903264966;0,00183237342193637;0,00183237342193637;0,00170406607282388;0,00325053434278939;-0,00535344140756032;0,00771161799592149;-0,00535344140756032;0,00771161799592149;100;1;0,9;TRUE;0,73;0,8;FALSE;FALSE;0,73;0,27;0
"h_Benzene_Log";"e3_bw";0,000154688532314652;1e-12;-0,00359684641153106;-0,00314994892819028;-0,00314994892819028;-0,00299936224877778;0,00368306535804001;-0,0110293270464146;0,00286817966249726;-0,0110293270464146;0,00286817966249726;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"h_NO2_Log";"e3_bw";0,000154688532314652;1e-12;0,0104155020654864;0,0102053119646678;0,0102053119646678;0,0102342241909545;0,00332461120748995;0,00388271088904719;0,017049831942774;0,00388271088904719;0,017049831942774;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_PM_Log";"e3_bw";0,000154688532314652;1e-12;0,00396094733396465;0,00572532913231783;0,00572532913231783;0,00575080959294214;0,00372468765264884;-0,00173751957541419;0,0126536384056206;-0,00173751957541419;0,0126536384056206;100;1;0,9;TRUE;0,92;0,8;TRUE;TRUE;0,92;0,08;0
