"scenario";"exposure";"outcome";"original_beta";"n_loco_fits";"n_selected";"selection_frequency";"n_positive";"n_negative";"dominant_direction";"dominant_sign_consistency";"original_sign_consistency"
"Combined";"h_humidity_preg_None";"e3_bw";-0,00598581449839709;6;6;1;0;6;"Negative";1;1
"Combined";"h_pressure_preg_None";"e3_bw";0;6;3;0,5;2;1;"Positive";0,666666666666667;NA
"Combined";"h_temperature_preg_None";"e3_bw";0;6;3;0,5;3;0;"Positive";1;NA
"Combined";"h_ndvi100_preg_None";"e3_bw";0,000398666282438259;6;5;0,833333333333333;4;1;"Positive";0,8;0,8
"Combined";"hs_dde_madj_Log2";"e3_bw";-0,00953342466774449;6;6;1;0;6;"Negative";1;1
"Combined";"hs_ddt_madj_Log2";"e3_bw";0;6;4;0,666666666666667;3;1;"Positive";0,75;NA
"Combined";"hs_hcb_madj_Log2";"e3_bw";0,00259663867366617;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"hs_pcb118_madj_Log2";"e3_bw";-0,0119755367524639;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pcb138_madj_Log2";"e3_bw";0,0114447991192976;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pcb153_madj_Log2";"e3_bw";0;6;6;1;3;3;"Tie";0,5;NA
"Combined";"hs_pcb170_madj_Log2";"e3_bw";0,00230963875116988;6;6;1;4;2;"Positive";0,666666666666667;0,666666666666667
"Combined";"hs_pcb180_madj_Log2";"e3_bw";-0,000364094377416684;6;4;0,666666666666667;3;1;"Positive";0,75;0,25
"Combined";"hs_sumPCBs5_madj_Log2";"e3_bw";0;6;2;0,333333333333333;1;1;"Tie";0,5;NA
"Combined";"hs_pfhxs_m_Log2";"e3_bw";-0,00507527585606632;6;6;1;5;1;"Positive";0,833333333333333;0,166666666666667
"Combined";"hs_pfna_m_Log2";"e3_bw";0,0155270714499145;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pfoa_m_Log2";"e3_bw";0;6;0;0;0;0;"Not selected";NA;NA
"Combined";"hs_pfos_m_Log2";"e3_bw";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_pfunda_m_Log2";"e3_bw";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"e3_asmokcigd_p_None";"e3_bw";-0,0021056123405606;6;5;0,833333333333333;0;5;"Negative";1;1
"Combined";"h_distinvnear1_preg_Log";"e3_bw";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Combined";"h_trafload_preg_pow1over3";"e3_bw";0,00346644194275902;6;5;0,833333333333333;1;4;"Negative";0,8;0,2
"Combined";"h_trafnear_preg_pow1over3";"e3_bw";-0,000976703028760994;6;1;0,166666666666667;0;1;"Negative";1;1
"Combined";"h_bro_preg_Log";"e3_bw";0;6;5;0,833333333333333;4;1;"Positive";0,8;NA
"Combined";"h_clf_preg_Log";"e3_bw";-0,00253197767114985;6;3;0,5;0;3;"Negative";1;1
"Combined";"h_thm_preg_Log";"e3_bw";0,000116633659599766;6;5;0,833333333333333;3;2;"Positive";0,6;0,6
"Combined";"e3_alcpreg_yn_None_1";"e3_bw";0,00893685616857494;6;6;1;6;0;"Positive";1;1
"Combined";"h_pamod_t3_None_Often";"e3_bw";0,0407051287063878;6;6;1;6;0;"Positive";1;1
"Combined";"h_pamod_t3_None_Sometimes";"e3_bw";0,0309701033234503;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"h_pamod_t3_None_Very Often";"e3_bw";0,0252158250868979;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"h_pavig_t3_None_Low";"e3_bw";-0,0586632166549371;6;6;1;0;6;"Negative";1;1
"Combined";"h_pavig_t3_None_Medium";"e3_bw";-0,0521960298537542;6;6;1;0;6;"Negative";1;1
"Combined";"hs_no2_dy_hs_h_Log";"e3_bw";-0,00459860630026877;6;6;1;1;5;"Negative";0,833333333333333;0,833333333333333
"Combined";"hs_no2_wk_hs_h_Log";"e3_bw";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_no2_yr_hs_h_Log";"e3_bw";0;6;4;0,666666666666667;4;0;"Positive";1;NA
"Combined";"hs_pm10_dy_hs_h_None";"e3_bw";0,0153469154089032;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pm10_wk_hs_h_None";"e3_bw";0,0178241709146684;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pm10_yr_hs_h_None";"e3_bw";0;6;2;0,333333333333333;2;0;"Positive";1;NA
"Combined";"hs_pm25_dy_hs_h_None";"e3_bw";-0,0152411320249198;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pm25_wk_hs_h_None";"e3_bw";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_pm25_yr_hs_h_None";"e3_bw";0,0283549495775412;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pm25abs_dy_hs_h_Log";"e3_bw";0,0115606271119273;6;6;1;6;0;"Positive";1;1
"Combined";"hs_pm25abs_wk_hs_h_Log";"e3_bw";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"hs_pm25abs_yr_hs_h_Log";"e3_bw";0,00809734982459297;6;6;1;3;3;"Tie";0,5;0,5
"Combined";"hs_accesslines300_h_dic0";"e3_bw";0,0220435744336982;6;6;1;6;0;"Positive";1;1
"Combined";"hs_accesspoints300_h_Log";"e3_bw";-0,0228409278252691;6;6;1;0;6;"Negative";1;1
"Combined";"hs_builtdens300_h_Sqrt";"e3_bw";0;6;0;0;0;0;"Not selected";NA;NA
"Combined";"hs_connind300_h_Log";"e3_bw";-0,00482102868939856;6;5;0,833333333333333;1;4;"Negative";0,8;0,8
"Combined";"hs_fdensity300_h_Log";"e3_bw";0,00698856106793836;6;6;1;6;0;"Positive";1;1
"Combined";"hs_landuseshan300_h_None";"e3_bw";0,0087078172558671;6;5;0,833333333333333;4;1;"Positive";0,8;0,8
"Combined";"hs_popdens_h_Sqrt";"e3_bw";0;6;5;0,833333333333333;3;2;"Positive";0,6;NA
"Combined";"hs_walkability_mean_h_None";"e3_bw";0,00759803854110004;6;6;1;6;0;"Positive";1;1
"Combined";"hs_accesslines300_s_dic0";"e3_bw";-0,089266650907361;6;6;1;1;5;"Negative";0,833333333333333;0,833333333333333
"Combined";"hs_accesspoints300_s_Log";"e3_bw";-0,0181420490100095;6;6;1;0;6;"Negative";1;1
"Combined";"hs_builtdens300_s_Sqrt";"e3_bw";-0,00155352604998017;6;3;0,5;0;3;"Negative";1;1
"Combined";"hs_connind300_s_Log";"e3_bw";-0,0131066333699516;6;4;0,666666666666667;0;4;"Negative";1;1
"Combined";"hs_fdensity300_s_Log";"e3_bw";0;6;6;1;0;6;"Negative";1;NA
"Combined";"hs_landuseshan300_s_None";"e3_bw";-0,00235965453639849;6;3;0,5;1;2;"Negative";0,666666666666667;0,666666666666667
"Combined";"hs_popdens_s_Sqrt";"e3_bw";0;6;3;0,5;3;0;"Positive";1;NA
"Combined";"h_Absorbance_Log";"e3_bw";0,00667199000140386;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"h_Benzene_Log";"e3_bw";-0,0376478542711339;6;6;1;0;6;"Negative";1;1
"Combined";"h_NO2_Log";"e3_bw";0,00207427467946581;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"h_PM_Log";"e3_bw";-0,0166528037769275;6;6;1;0;6;"Negative";1;1
"Combined";"h_TEX_Log";"e3_bw";0,00869913475289817;6;4;0,666666666666667;4;0;"Positive";1;1
"Combined";"hs_KIDMED_None";"e3_bw";0,0216880625327846;6;6;1;6;0;"Positive";1;1
"Combined";"hs_mvpa_prd_alt_None";"e3_bw";0,00881746409572325;6;6;1;1;5;"Negative";0,833333333333333;0,166666666666667
"Combined";"hs_sd_wk_None";"e3_bw";-0,0123338300843508;6;6;1;1;5;"Negative";0,833333333333333;0,833333333333333
"Combined";"hs_dif_hours_total_None";"e3_bw";0,0129745410976127;6;6;1;2;4;"Negative";0,666666666666667;0,333333333333333
"Combined";"hs_as_c_Log2";"e3_bw";-0,000313366537377993;6;6;1;5;1;"Positive";0,833333333333333;0,166666666666667
"Combined";"hs_cd_c_Log2";"e3_bw";0;6;2;0,333333333333333;1;1;"Tie";0,5;NA
"Combined";"hs_co_c_Log2";"e3_bw";0,00558779208024044;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_cs_c_Log2";"e3_bw";-0,000795314816309217;6;6;1;5;1;"Positive";0,833333333333333;0,166666666666667
"Combined";"hs_cu_c_Log2";"e3_bw";-0,0086900612781788;6;6;1;0;6;"Negative";1;1
"Combined";"hs_hg_c_Log2";"e3_bw";0,0030689891223756;6;6;1;1;5;"Negative";0,833333333333333;0,166666666666667
"Combined";"hs_mn_c_Log2";"e3_bw";-0,00871474494823478;6;5;0,833333333333333;0;5;"Negative";1;1
"Combined";"hs_mo_c_Log2";"e3_bw";-0,0141469187415375;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pb_c_Log2";"e3_bw";-0,00942191214364171;6;5;0,833333333333333;1;4;"Negative";0,8;0,8
"Combined";"hs_hum_mt_hs_h_None";"e3_bw";0,000391115379761162;6;6;1;6;0;"Positive";1;1
"Combined";"hs_tm_mt_hs_h_None";"e3_bw";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_uvdvf_mt_hs_h_None";"e3_bw";0;6;3;0,5;3;0;"Positive";1;NA
"Combined";"hs_hum_dy_hs_h_None";"e3_bw";0,0069124996414887;6;4;0,666666666666667;3;1;"Positive";0,75;0,75
"Combined";"hs_hum_wk_hs_h_None";"e3_bw";0,00309822270758427;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_tm_dy_hs_h_None";"e3_bw";0,00431652935765821;6;4;0,666666666666667;4;0;"Positive";1;1
"Combined";"hs_tm_wk_hs_h_None";"e3_bw";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_uvdvf_dy_hs_h_None";"e3_bw";0;6;4;0,666666666666667;1;3;"Negative";0,75;NA
"Combined";"hs_uvdvf_wk_hs_h_None";"e3_bw";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"hs_ndvi100_h_None";"e3_bw";0,0173796257098107;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_ndvi100_s_None";"e3_bw";0,00239683224018778;6;6;1;1;5;"Negative";0,833333333333333;0,166666666666667
"Combined";"hs_dde_cadj_Log2";"e3_bw";0,0102092799210117;6;6;1;6;0;"Positive";1;1
"Combined";"hs_ddt_cadj_Log2";"e3_bw";0,00113159207269489;6;2;0,333333333333333;1;1;"Tie";0,5;0,5
"Combined";"hs_hcb_cadj_Log2";"e3_bw";-0,0341203863392694;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pcb118_cadj_Log2";"e3_bw";-0,00298630222040558;6;4;0,666666666666667;0;4;"Negative";1;1
"Combined";"hs_pcb138_cadj_Log2";"e3_bw";0;6;2;0,333333333333333;1;1;"Tie";0,5;NA
"Combined";"hs_pcb153_cadj_Log2";"e3_bw";-0,00626720240132371;6;5;0,833333333333333;1;4;"Negative";0,8;0,8
"Combined";"hs_pcb170_cadj_Log2";"e3_bw";-0,00451504346223142;6;6;1;4;2;"Positive";0,666666666666667;0,333333333333333
"Combined";"hs_pcb180_cadj_Log2";"e3_bw";0,0304676686010522;6;6;1;6;0;"Positive";1;1
"Combined";"hs_sumPCBs5_cadj_Log2";"e3_bw";-0,00324090979209875;6;6;1;5;1;"Positive";0,833333333333333;0,166666666666667
"Combined";"hs_pfhxs_c_Log2";"e3_bw";-0,00218680581906197;6;5;0,833333333333333;4;1;"Positive";0,8;0,2
"Combined";"hs_pfna_c_Log2";"e3_bw";0;6;2;0,333333333333333;1;1;"Tie";0,5;NA
"Combined";"hs_pfoa_c_Log2";"e3_bw";0,00560811011032067;6;6;1;6;0;"Positive";1;1
"Combined";"hs_pfos_c_Log2";"e3_bw";0,00380739161626302;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pfunda_c_Log2";"e3_bw";-0,000540853655540753;6;5;0,833333333333333;4;1;"Positive";0,8;0,2
"Combined";"hs_hm_pers_None";"e3_bw";0,0070528594819047;6;6;1;2;4;"Negative";0,666666666666667;0,333333333333333
"Combined";"hs_trafload_h_pow1over3";"e3_bw";-0,00366581407159351;6;4;0,666666666666667;0;4;"Negative";1;1
"Combined";"hs_trafnear_h_pow1over3";"e3_bw";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"FAS_cat_None_Low";"e3_bw";-0,0570866107404013;6;6;1;0;6;"Negative";1;1
"Combined";"FAS_cat_None_Middle";"e3_bw";-0,0284958072349259;6;6;1;0;6;"Negative";1;1
"Combined";"hs_globalexp2_None_no exposure";"e3_bw";-0,00131772217605314;6;5;0,833333333333333;1;4;"Negative";0,8;0,8
"Combined";"h_abs_ratio_preg_Log";"hs_asthma";-0,0428647903568649;6;6;1;0;6;"Negative";1;1
"Combined";"h_no2_ratio_preg_Log";"hs_asthma";-0,0344863744344183;6;5;0,833333333333333;1;4;"Negative";0,8;0,8
"Combined";"h_pm10_ratio_preg_None";"hs_asthma";0;6;0;0;0;0;"Not selected";NA;NA
"Combined";"h_pm25_ratio_preg_None";"hs_asthma";-0,0155331756297722;6;6;1;0;6;"Negative";1;1
"Combined";"h_accesslines300_preg_dic0";"hs_asthma";-0,327624565112564;6;6;1;0;6;"Negative";1;1
"Combined";"h_accesspoints300_preg_Log";"hs_asthma";0,0128525109280216;6;6;1;6;0;"Positive";1;1
"Combined";"h_builtdens300_preg_Sqrt";"hs_asthma";0,000620704095466027;6;4;0,666666666666667;4;0;"Positive";1;1
"Combined";"h_connind300_preg_Sqrt";"hs_asthma";0,00534402487518234;6;6;1;6;0;"Positive";1;1
"Combined";"h_fdensity300_preg_Log";"hs_asthma";0,00011019462841696;6;6;1;3;3;"Tie";0,5;0,5
"Combined";"h_frichness300_preg_None";"hs_asthma";0,00089486818911969;6;4;0,666666666666667;3;1;"Positive";0,75;0,75
"Combined";"h_landuseshan300_preg_None";"hs_asthma";-0,0189783893008242;6;5;0,833333333333333;0;5;"Negative";1;1
"Combined";"h_popdens_preg_Sqrt";"hs_asthma";-0,0955362601052108;6;6;1;0;6;"Negative";1;1
"Combined";"h_walkability_mean_preg_None";"hs_asthma";0,0388635540526524;6;6;1;6;0;"Positive";1;1
"Combined";"hs_as_m_Log2";"hs_asthma";0,0072360109219059;6;6;1;6;0;"Positive";1;1
"Combined";"hs_cd_m_Log2";"hs_asthma";-0,122260658454926;6;6;1;0;6;"Negative";1;1
"Combined";"hs_co_m_Log2";"hs_asthma";0,0549107896643996;6;2;0,333333333333333;2;0;"Positive";1;1
"Combined";"hs_cs_m_Log2";"hs_asthma";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"hs_cu_m_Log2";"hs_asthma";-0,0053140577803143;6;6;1;2;4;"Negative";0,666666666666667;0,666666666666667
"Combined";"hs_hg_m_Log2";"hs_asthma";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_mn_m_Log2";"hs_asthma";0,00110588315905714;6;5;0,833333333333333;4;1;"Positive";0,8;0,8
"Combined";"hs_mo_m_Log2";"hs_asthma";0,00832839352987414;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"hs_pb_m_Log2";"hs_asthma";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Combined";"h_humidity_preg_None";"hs_asthma";-0,0304626336385373;6;6;1;0;6;"Negative";1;1
"Combined";"h_pressure_preg_None";"hs_asthma";0;6;3;0,5;3;0;"Positive";1;NA
"Combined";"h_temperature_preg_None";"hs_asthma";0;6;3;0,5;3;0;"Positive";1;NA
"Combined";"h_ndvi100_preg_None";"hs_asthma";0,0594963380959394;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"hs_dde_madj_Log2";"hs_asthma";-0,000506194667279673;6;6;1;0;6;"Negative";1;1
"Combined";"hs_ddt_madj_Log2";"hs_asthma";0;6;4;0,666666666666667;0;4;"Negative";1;NA
"Combined";"hs_hcb_madj_Log2";"hs_asthma";0,00357981302084804;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"hs_pcb118_madj_Log2";"hs_asthma";0,0663529947249502;6;6;1;6;0;"Positive";1;1
"Combined";"hs_pcb138_madj_Log2";"hs_asthma";0,00158189917705015;6;6;1;4;2;"Positive";0,666666666666667;0,666666666666667
"Combined";"hs_pcb153_madj_Log2";"hs_asthma";0;6;6;1;6;0;"Positive";1;NA
"Combined";"hs_pcb170_madj_Log2";"hs_asthma";-0,0187498659645029;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pcb180_madj_Log2";"hs_asthma";-0,0102592121993503;6;4;0,666666666666667;0;4;"Negative";1;1
"Combined";"hs_sumPCBs5_madj_Log2";"hs_asthma";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"hs_pfhxs_m_Log2";"hs_asthma";0,00676413212755631;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_pfna_m_Log2";"hs_asthma";0,0279110052580612;6;6;1;6;0;"Positive";1;1
"Combined";"hs_pfoa_m_Log2";"hs_asthma";0;6;0;0;0;0;"Not selected";NA;NA
"Combined";"hs_pfos_m_Log2";"hs_asthma";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_pfunda_m_Log2";"hs_asthma";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"e3_asmokcigd_p_None";"hs_asthma";0,00404507236748662;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"h_distinvnear1_preg_Log";"hs_asthma";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"h_trafload_preg_pow1over3";"hs_asthma";0,00329030054916847;6;5;0,833333333333333;2;3;"Negative";0,6;0,4
"Combined";"h_trafnear_preg_pow1over3";"hs_asthma";-0,00430546454725119;6;1;0,166666666666667;0;1;"Negative";1;1
"Combined";"h_bro_preg_Log";"hs_asthma";0;6;5;0,833333333333333;5;0;"Positive";1;NA
"Combined";"h_clf_preg_Log";"hs_asthma";-0,00859761514073829;6;3;0,5;0;3;"Negative";1;1
"Combined";"h_thm_preg_Log";"hs_asthma";0,000314714147590587;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"e3_alcpreg_yn_None_1";"hs_asthma";-0,0929660642488886;6;6;1;0;6;"Negative";1;1
"Combined";"h_pamod_t3_None_Often";"hs_asthma";-0,123767690882272;6;6;1;0;6;"Negative";1;1
"Combined";"h_pamod_t3_None_Sometimes";"hs_asthma";0,0204348886522033;6;6;1;2;4;"Negative";0,666666666666667;0,333333333333333
"Combined";"h_pamod_t3_None_Very Often";"hs_asthma";-0,0532092476777151;6;6;1;0;6;"Negative";1;1
"Combined";"h_pavig_t3_None_Low";"hs_asthma";-0,382793763360956;6;6;1;0;6;"Negative";1;1
"Combined";"h_pavig_t3_None_Medium";"hs_asthma";-0,23629219046405;6;6;1;0;6;"Negative";1;1
"Combined";"hs_no2_dy_hs_h_Log";"hs_asthma";-0,0226880547036395;6;6;1;1;5;"Negative";0,833333333333333;0,833333333333333
"Combined";"hs_no2_wk_hs_h_Log";"hs_asthma";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Combined";"hs_no2_yr_hs_h_Log";"hs_asthma";0;6;4;0,666666666666667;1;3;"Negative";0,75;NA
"Combined";"hs_pm10_dy_hs_h_None";"hs_asthma";-0,0300260124330856;6;6;1;2;4;"Negative";0,666666666666667;0,666666666666667
"Combined";"hs_pm10_wk_hs_h_None";"hs_asthma";-0,0188100952871842;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pm10_yr_hs_h_None";"hs_asthma";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"hs_pm25_dy_hs_h_None";"hs_asthma";-0,0222627020885302;6;6;1;0;6;"Negative";1;1
"Combined";"hs_pm25_wk_hs_h_None";"hs_asthma";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Combined";"hs_pm25_yr_hs_h_None";"hs_asthma";-0,0505873997954559;6;6;1;1;5;"Negative";0,833333333333333;0,833333333333333
"Combined";"hs_pm25abs_dy_hs_h_Log";"hs_asthma";0,0214017255207986;6;6;1;6;0;"Positive";1;1
"Combined";"hs_pm25abs_wk_hs_h_Log";"hs_asthma";0;6;2;0,333333333333333;0;2;"Negative";1;NA
"Combined";"hs_pm25abs_yr_hs_h_Log";"hs_asthma";-0,0464779579556371;6;6;1;0;6;"Negative";1;1
"Combined";"hs_accesslines300_h_dic0";"hs_asthma";0,0549611748977968;6;6;1;5;1;"Positive";0,833333333333333;0,833333333333333
"Combined";"hs_accesspoints300_h_Log";"hs_asthma";-0,103079968373661;6;6;1;0;6;"Negative";1;1
"Combined";"hs_builtdens300_h_Sqrt";"hs_asthma";0;6;0;0;0;0;"Not selected";NA;NA
"Combined";"hs_connind300_h_Log";"hs_asthma";0,00633389522367216;6;5;0,833333333333333;4;1;"Positive";0,8;0,8
"Combined";"hs_fdensity300_h_Log";"hs_asthma";0,0182572089458075;6;6;1;6;0;"Positive";1;1
"Combined";"hs_landuseshan300_h_None";"hs_asthma";0,0394286516245409;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"hs_popdens_h_Sqrt";"hs_asthma";0;6;5;0,833333333333333;5;0;"Positive";1;NA
"Combined";"hs_walkability_mean_h_None";"hs_asthma";0,0706053224287623;6;6;1;6;0;"Positive";1;1
"Combined";"hs_accesslines300_s_dic0";"hs_asthma";-0,165672354848705;6;6;1;0;6;"Negative";1;1
"Combined";"hs_accesspoints300_s_Log";"hs_asthma";-0,00168348013974786;6;6;1;3;3;"Tie";0,5;0,5
"Combined";"hs_builtdens300_s_Sqrt";"hs_asthma";-0,000232759896464193;6;3;0,5;1;2;"Negative";0,666666666666667;0,666666666666667
"Combined";"hs_connind300_s_Log";"hs_asthma";0,0156319852762215;6;4;0,666666666666667;3;1;"Positive";0,75;0,75
"Combined";"hs_fdensity300_s_Log";"hs_asthma";0;6;6;1;1;5;"Negative";0,833333333333333;NA
"Combined";"hs_landuseshan300_s_None";"hs_asthma";-0,0140156677068812;6;3;0,5;0;3;"Negative";1;1
"Combined";"hs_popdens_s_Sqrt";"hs_asthma";0;6;3;0,5;2;1;"Positive";0,666666666666667;NA
"Combined";"h_Absorbance_Log";"hs_asthma";0,0531495497481539;6;6;1;6;0;"Positive";1;1
"Combined";"h_Benzene_Log";"hs_asthma";0,131097045702436;6;6;1;6;0;"Positive";1;1
"Combined";"h_NO2_Log";"hs_asthma";-0,0027881277501873;6;5;0,833333333333333;2;3;"Negative";0,6;0,6
"Combined";"h_PM_Log";"hs_asthma";0,0140846034243268;6;6;1;6;0;"Positive";1;1
"Combined";"h_TEX_Log";"hs_asthma";-0,026561061262839;6;4;0,666666666666667;0;4;"Negative";1;1
"Combined";"hs_KIDMED_None";"hs_asthma";-0,079944963014434;6;6;1;0;6;"Negative";1;1
"Combined";"hs_mvpa_prd_alt_None";"hs_asthma";-0,00449569908717835;6;6;1;3;3;"Tie";0,5;0,5
"Combined";"hs_sd_wk_None";"hs_asthma";-0,0100797735036378;6;6;1;0;6;"Negative";1;1
"Combined";"hs_dif_hours_total_None";"hs_asthma";-0,102250177938555;6;6;1;0;6;"Negative";1;1
"Combined";"hs_as_c_Log2";"hs_asthma";-0,019140103899921;6;6;1;1;5;"Negative";0,833333333333333;0,833333333333333
"Combined";"hs_cd_c_Log2";"hs_asthma";0;6;2;0,333333333333333;1;1;"Tie";0,5;NA
"Combined";"hs_co_c_Log2";"hs_asthma";-0,0591455095352677;6;6;1;0;6;"Negative";1;1
"Combined";"hs_cs_c_Log2";"hs_asthma";-0,0287956261483328;6;6;1;0;6;"Negative";1;1
"Combined";"hs_cu_c_Log2";"hs_asthma";-0,0243924388562143;6;6;1;0;6;"Negative";1;1
"Combined";"hs_hg_c_Log2";"hs_asthma";0,0100592698211088;6;6;1;6;0;"Positive";1;1
"Combined";"hs_mn_c_Log2";"hs_asthma";0,0502936111394155;6;5;0,833333333333333;5;0;"Positive";1;1
"Combined";"hs_mo_c_Log2";"hs_asthma";0,00477424005717024;6;6;1;6;0;"Positive";1;1
"Combined";"hs_pb_c_Log2";"hs_asthma";-0,00965709051782929;6;5;0,833333333333333;0;5;"Negative";1;1
"Combined";"hs_hum_mt_hs_h_None";"hs_asthma";-0,00605024451116719;6;6;1;0;6;"Negative";1;1
"Combined";"hs_tm_mt_hs_h_None";"hs_asthma";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Combined";"hs_uvdvf_mt_hs_h_None";"hs_asthma";0;6;3;0,5;2;1;"Positive";0,666666666666667;NA
