"scenario";"exposure";"outcome";"original_beta";"n_loco_fits";"n_selected";"selection_frequency";"n_positive";"n_negative";"dominant_direction";"dominant_sign_consistency";"original_sign_consistency"
"Childhood";"hs_pm25_wk_hs_h_None";"hs_asthma";0;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pm25_yr_hs_h_None";"hs_asthma";-0,0988285631558736;6;5;0,833333333333333;0;5;"Negative";1;1
"Childhood";"hs_pm25abs_dy_hs_h_Log";"hs_asthma";0,0376245398035391;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_pm25abs_wk_hs_h_Log";"hs_asthma";-0,00796287132613619;6;1;0,166666666666667;0;1;"Negative";1;1
"Childhood";"hs_pm25abs_yr_hs_h_Log";"hs_asthma";-0,0757961422173804;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_accesslines300_h_dic0";"hs_asthma";0,0291347668470202;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_accesspoints300_h_Log";"hs_asthma";-0,113655901689887;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_builtdens300_h_Sqrt";"hs_asthma";0;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_connind300_h_Log";"hs_asthma";0,00617059004479775;6;1;0,166666666666667;1;0;"Positive";1;1
"Childhood";"hs_fdensity300_h_Log";"hs_asthma";0,0190183598038953;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_landuseshan300_h_None";"hs_asthma";0,0235603657674527;6;5;0,833333333333333;5;0;"Positive";1;1
"Childhood";"hs_popdens_h_Sqrt";"hs_asthma";-0,0109366053470643;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_walkability_mean_h_None";"hs_asthma";0,0988467864165986;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_accesslines300_s_dic0";"hs_asthma";-0,186949135351231;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_accesspoints300_s_Log";"hs_asthma";-0,00188176745732777;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_builtdens300_s_Sqrt";"hs_asthma";-0,00350238248504826;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_connind300_s_Log";"hs_asthma";0,0146062942191617;6;2;0,333333333333333;2;0;"Positive";1;1
"Childhood";"hs_fdensity300_s_Log";"hs_asthma";-0,0121039821135566;6;2;0,333333333333333;0;2;"Negative";1;1
"Childhood";"hs_landuseshan300_s_None";"hs_asthma";-0,0183593260690477;6;2;0,333333333333333;0;2;"Negative";1;1
"Childhood";"hs_popdens_s_Sqrt";"hs_asthma";7,15799633128509e-05;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"h_Absorbance_Log";"hs_asthma";0,05829042698941;6;6;1;6;0;"Positive";1;1
"Childhood";"h_Benzene_Log";"hs_asthma";0,110758130724001;6;6;1;6;0;"Positive";1;1
"Childhood";"h_NO2_Log";"hs_asthma";-0,0121026027433492;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"h_PM_Log";"hs_asthma";0,0107551222081049;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"h_TEX_Log";"hs_asthma";-0,0315686470288616;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_KIDMED_None";"hs_asthma";-0,0898454535980824;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_mvpa_prd_alt_None";"hs_asthma";0,00716272618958796;6;1;0,166666666666667;1;0;"Positive";1;1
"Childhood";"hs_sd_wk_None";"hs_asthma";-0,0191711688814401;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_dif_hours_total_None";"hs_asthma";-0,126844836321359;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_as_c_Log2";"hs_asthma";-0,0324278070825016;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_cd_c_Log2";"hs_asthma";0,000946257925387186;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_co_c_Log2";"hs_asthma";-0,0647338952587705;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_cs_c_Log2";"hs_asthma";-0,0152792191612515;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_cu_c_Log2";"hs_asthma";-0,0228059961646973;6;1;0,166666666666667;0;1;"Negative";1;1
"Childhood";"hs_hg_c_Log2";"hs_asthma";0,0179753446610233;6;2;0,333333333333333;2;0;"Positive";1;1
"Childhood";"hs_mn_c_Log2";"hs_asthma";0,0754875743060356;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_mo_c_Log2";"hs_asthma";0,0123285358960722;6;3;0,5;3;0;"Positive";1;1
"Childhood";"hs_pb_c_Log2";"hs_asthma";-0,0262384361245992;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_hum_mt_hs_h_None";"hs_asthma";0,00109405937707593;6;1;0,166666666666667;0;1;"Negative";1;0
"Childhood";"hs_tm_mt_hs_h_None";"hs_asthma";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Childhood";"hs_uvdvf_mt_hs_h_None";"hs_asthma";0,000686892965184776;6;1;0,166666666666667;1;0;"Positive";1;1
"Childhood";"hs_hum_dy_hs_h_None";"hs_asthma";0,0217454874199394;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_hum_wk_hs_h_None";"hs_asthma";0,165375411999507;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_tm_dy_hs_h_None";"hs_asthma";0,00453533065346376;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_tm_wk_hs_h_None";"hs_asthma";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Childhood";"hs_uvdvf_dy_hs_h_None";"hs_asthma";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Childhood";"hs_uvdvf_wk_hs_h_None";"hs_asthma";0,014384574375727;6;1;0,166666666666667;1;0;"Positive";1;1
"Childhood";"hs_ndvi100_h_None";"hs_asthma";-0,113296104869335;6;5;0,833333333333333;0;5;"Negative";1;1
"Childhood";"hs_ndvi100_s_None";"hs_asthma";-0,00600751618107653;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_dde_cadj_Log2";"hs_asthma";0,0412851732150282;6;3;0,5;3;0;"Positive";1;1
"Childhood";"hs_ddt_cadj_Log2";"hs_asthma";0,000389861449241639;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_hcb_cadj_Log2";"hs_asthma";0,0123230610618383;6;1;0,166666666666667;1;0;"Positive";1;1
"Childhood";"hs_pcb118_cadj_Log2";"hs_asthma";0,000505521915944679;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pcb138_cadj_Log2";"hs_asthma";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Childhood";"hs_pcb153_cadj_Log2";"hs_asthma";-0,0115011816335759;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_pcb170_cadj_Log2";"hs_asthma";0,0730238496705603;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_pcb180_cadj_Log2";"hs_asthma";-0,0823473188585219;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_sumPCBs5_cadj_Log2";"hs_asthma";0,0460259703803716;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pfhxs_c_Log2";"hs_asthma";-0,00154522778716477;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pfna_c_Log2";"hs_asthma";0,00631033080897946;6;2;0,333333333333333;2;0;"Positive";1;1
"Childhood";"hs_pfoa_c_Log2";"hs_asthma";-0,0408377802791099;6;1;0,166666666666667;0;1;"Negative";1;1
"Childhood";"hs_pfos_c_Log2";"hs_asthma";0,00190678341619159;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pfunda_c_Log2";"hs_asthma";0,00257881556316219;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_hm_pers_None";"hs_asthma";-0,0130216393023551;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_trafload_h_pow1over3";"hs_asthma";0,000366298795003922;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_trafnear_h_pow1over3";"hs_asthma";-0,00122642037776683;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"FAS_cat_None_Low";"hs_asthma";0,0592152677344212;6;2;0,333333333333333;0;2;"Negative";1;0
"Childhood";"FAS_cat_None_Middle";"hs_asthma";-0,109865098182694;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_globalexp2_None_no exposure";"hs_asthma";-0,0291792771584604;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_no2_dy_hs_h_Log";"hs_zbmi_who";-0,0187244551909692;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_no2_wk_hs_h_Log";"hs_zbmi_who";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Childhood";"hs_no2_yr_hs_h_Log";"hs_zbmi_who";0,00594653840874731;6;5;0,833333333333333;4;1;"Positive";0,8;0,8
"Childhood";"hs_pm10_dy_hs_h_None";"hs_zbmi_who";0,0483342557049485;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_pm10_wk_hs_h_None";"hs_zbmi_who";-0,0319494450459662;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_pm10_yr_hs_h_None";"hs_zbmi_who";-0,00216549159908785;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pm25_dy_hs_h_None";"hs_zbmi_who";0,0258241459430117;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_pm25_wk_hs_h_None";"hs_zbmi_who";0;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pm25_yr_hs_h_None";"hs_zbmi_who";0,00844797111541631;6;4;0,666666666666667;3;1;"Positive";0,75;0,75
"Childhood";"hs_pm25abs_dy_hs_h_Log";"hs_zbmi_who";-0,0119680513337861;6;2;0,333333333333333;0;2;"Negative";1;1
"Childhood";"hs_pm25abs_wk_hs_h_Log";"hs_zbmi_who";-0,00528714335432274;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pm25abs_yr_hs_h_Log";"hs_zbmi_who";0,0436362438780729;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_accesslines300_h_dic0";"hs_zbmi_who";-0,0126253357821026;6;3;0,5;1;2;"Negative";0,666666666666667;0,666666666666667
"Childhood";"hs_accesspoints300_h_Log";"hs_zbmi_who";-0,0131671250028149;6;3;0,5;1;2;"Negative";0,666666666666667;0,666666666666667
"Childhood";"hs_builtdens300_h_Sqrt";"hs_zbmi_who";0;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_connind300_h_Log";"hs_zbmi_who";0,0102582399080317;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_fdensity300_h_Log";"hs_zbmi_who";-0,0386077585413609;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_landuseshan300_h_None";"hs_zbmi_who";-0,0156821548301169;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_popdens_h_Sqrt";"hs_zbmi_who";0,0341750594687308;6;5;0,833333333333333;5;0;"Positive";1;1
"Childhood";"hs_walkability_mean_h_None";"hs_zbmi_who";-0,00583418784299113;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_accesslines300_s_dic0";"hs_zbmi_who";0,0140031553547962;6;3;0,5;2;1;"Positive";0,666666666666667;0,666666666666667
"Childhood";"hs_accesspoints300_s_Log";"hs_zbmi_who";-0,0717800944772886;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_builtdens300_s_Sqrt";"hs_zbmi_who";0,000391347915506249;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_connind300_s_Log";"hs_zbmi_who";-0,0118820904541775;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_fdensity300_s_Log";"hs_zbmi_who";-0,0126053775567865;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_landuseshan300_s_None";"hs_zbmi_who";-0,00748929695603068;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_popdens_s_Sqrt";"hs_zbmi_who";-0,00164112474793988;6;1;0,166666666666667;0;1;"Negative";1;1
"Childhood";"h_Absorbance_Log";"hs_zbmi_who";-0,00318614931128035;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"h_Benzene_Log";"hs_zbmi_who";0,00579850558885547;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"h_NO2_Log";"hs_zbmi_who";0,0141772650804631;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"h_PM_Log";"hs_zbmi_who";0,0460825114881177;6;6;1;6;0;"Positive";1;1
"Childhood";"h_TEX_Log";"hs_zbmi_who";0,0157141985106894;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_KIDMED_None";"hs_zbmi_who";0,0517119147391689;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_mvpa_prd_alt_None";"hs_zbmi_who";-0,014171197151844;6;2;0,333333333333333;0;2;"Negative";1;1
"Childhood";"hs_sd_wk_None";"hs_zbmi_who";0,00446950957418138;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_dif_hours_total_None";"hs_zbmi_who";-0,0508480852480879;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_as_c_Log2";"hs_zbmi_who";-0,00672501172521785;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_cd_c_Log2";"hs_zbmi_who";0,000834094964819143;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_co_c_Log2";"hs_zbmi_who";-0,0271370079812243;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_cs_c_Log2";"hs_zbmi_who";0,115883032867864;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_cu_c_Log2";"hs_zbmi_who";0,0825881303428187;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_hg_c_Log2";"hs_zbmi_who";-0,0210084442702656;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_mn_c_Log2";"hs_zbmi_who";-0,00532864080483191;6;1;0,166666666666667;0;1;"Negative";1;1
"Childhood";"hs_mo_c_Log2";"hs_zbmi_who";-0,0372174847586282;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_pb_c_Log2";"hs_zbmi_who";-0,0172305378726677;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_hum_mt_hs_h_None";"hs_zbmi_who";0,0799142390094413;6;6;1;6;0;"Positive";1;1
"Childhood";"hs_tm_mt_hs_h_None";"hs_zbmi_who";0;6;1;0,166666666666667;1;0;"Positive";1;NA
"Childhood";"hs_uvdvf_mt_hs_h_None";"hs_zbmi_who";0,000884077454606341;6;3;0,5;3;0;"Positive";1;1
"Childhood";"hs_hum_dy_hs_h_None";"hs_zbmi_who";0,00943781680184939;6;1;0,166666666666667;1;0;"Positive";1;1
"Childhood";"hs_hum_wk_hs_h_None";"hs_zbmi_who";-0,0181258906526038;6;2;0,333333333333333;0;2;"Negative";1;1
"Childhood";"hs_tm_dy_hs_h_None";"hs_zbmi_who";-0,00542721481142697;6;1;0,166666666666667;0;1;"Negative";1;1
"Childhood";"hs_tm_wk_hs_h_None";"hs_zbmi_who";0;6;1;0,166666666666667;0;1;"Negative";1;NA
"Childhood";"hs_uvdvf_dy_hs_h_None";"hs_zbmi_who";0;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_uvdvf_wk_hs_h_None";"hs_zbmi_who";-0,0111225433459334;6;2;0,333333333333333;0;2;"Negative";1;1
"Childhood";"hs_ndvi100_h_None";"hs_zbmi_who";-0,00419686068780533;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_ndvi100_s_None";"hs_zbmi_who";-0,00480471764268862;6;4;0,666666666666667;0;4;"Negative";1;1
"Childhood";"hs_dde_cadj_Log2";"hs_zbmi_who";-0,124898948552354;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_ddt_cadj_Log2";"hs_zbmi_who";0,000347074846366386;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_hcb_cadj_Log2";"hs_zbmi_who";-0,135013434599623;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_pcb118_cadj_Log2";"hs_zbmi_who";0,0264251778267846;6;5;0,833333333333333;5;0;"Positive";1;1
"Childhood";"hs_pcb138_cadj_Log2";"hs_zbmi_who";0;6;2;0,333333333333333;1;1;"Tie";0,5;NA
"Childhood";"hs_pcb153_cadj_Log2";"hs_zbmi_who";-0,0435171173132288;6;5;0,833333333333333;0;5;"Negative";1;1
"Childhood";"hs_pcb170_cadj_Log2";"hs_zbmi_who";-0,158661672310076;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_pcb180_cadj_Log2";"hs_zbmi_who";-0,0229150686888982;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_sumPCBs5_cadj_Log2";"hs_zbmi_who";-0,117795341833889;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_pfhxs_c_Log2";"hs_zbmi_who";0,00563701354673835;6;4;0,666666666666667;4;0;"Positive";1;1
"Childhood";"hs_pfna_c_Log2";"hs_zbmi_who";-0,000634982671736442;6;0;0;0;0;"Not selected";NA;NA
"Childhood";"hs_pfoa_c_Log2";"hs_zbmi_who";-0,0355075082271495;6;6;1;0;6;"Negative";1;1
"Childhood";"hs_pfos_c_Log2";"hs_zbmi_who";-0,0130845528158177;6;3;0,5;0;3;"Negative";1;1
"Childhood";"hs_pfunda_c_Log2";"hs_zbmi_who";-0,00148083265302191;6;1;0,166666666666667;0;1;"Negative";1;1
